lat,lon,suburb,postcode,state,rule_item,confidence,nearest_pharmacy_km,reason,name,address,source_type,existing_pharmacy,gp_fte,supermarket_detail,osrm_verified
-23.575134,148.889328,BLACKWATER,4717,Queensland,Item 132,0.55,999,NEAR-MISS: One-pharmacy town (BLACKWATER 4717): Pharmacy Essentials Blackwater. [needs 2.0 more FTE GPs] Nearest other pharmacy:  at 999.0km by road. GPs: 2.0 FTE. 1 supermarket: Woolworths (3500sqm),BLACKWATER (near Pharmacy Essentials Blackwater),8 Blain Street Blackwater QLD 4717,one_pharmacy_town,Pharmacy Essentials Blackwater,2.0,1 supermarket: Woolworths (3500sqm),False
