osm_id,name,brand,brand_classified,lat,lon,area_sqm,address,operator,source
way/5078930,Woolworths,Woolworths,woolworths,-37.769783,144.960089,3996.7,,Woolworths Group,way
way/15773787,Coles,Coles,coles,-27.538614,152.982794,3128.5,632 Oxley Road,Coles Group,way
way/17503509,Coles,Coles,coles,-27.424183,152.999667,4876.0,"34 South Pine Road, Alderley, QLD, 4051",Coles Group,way
way/19390502,SUPA IGA,IGA,iga,-33.891096,151.136841,2513.8,"1-11 Hardie Avenue, Summer Hill, NSW, 2130",Romeos,way
way/23201122,IGA,IGA,iga,-37.744263,144.908636,1907.4,,,way
way/23707239,Coles,Coles,coles,-33.688164,151.106759,3614.9,1 Wattle Street,Coles Group,way
way/23965085,Woolworths Metro,Woolworths Metro,woolworths,-27.392644,153.011656,1911.3,734 Rode Road,Woolworths Group,way
way/24263356,Woolworths,Woolworths,woolworths,-33.951537,151.012871,4437.8,"60 Marco Avenue, Revesby, NSW, 2212",,way
way/24530389,Woolworths,Woolworths,woolworths,-27.643808,153.116622,3757.0,,Woolworths Group,way
way/24984731,Woolworths,Woolworths,woolworths,-27.269539,152.975648,2972.5,,Woolworths Group,way
way/25505345,Woolworths,Woolworths,woolworths,-27.351056,153.048897,3774.8,,Woolworths Group,way
way/25635449,Nguyen Phat,,independent,-31.838677,115.838527,2806.0,,,way
way/25668840,Coles,Coles,coles,-34.963086,138.554026,2196.4,Marion Road,Coles Group,way
way/25717450,Woolworths,Woolworths,woolworths,-37.767569,144.921459,4546.1,"13 Pratt Street, Moonee Ponds, VIC, 3039",Woolworths Group,way
way/25797855,Coles Local,Coles,coles,-37.793016,145.064486,2187.9,"1-9 Doncaster Road, Balwyn North, VIC, 3104",Coles Group,way
way/26210739,Woolworths,Woolworths,woolworths,-33.84183,151.009393,4311.7,,Woolworths Group,way
way/26585550,Woolworths,Woolworths,woolworths,-37.743757,144.963775,3022.9,,Woolworths Group,way
way/26808662,Maxi IGA,IGA,iga,-37.066363,144.218553,3707.2,"Castlemaine, VIC, 3450",IGA,way
way/27327200,Woolworths,Woolworths,woolworths,-33.832101,151.223463,3260.6,,Woolworths Group,way
way/27370878,Woolworths,Woolworths,woolworths,-37.738166,144.892763,3353.7,,Woolworths Group,way
way/27615116,Woolworths,Woolworths,woolworths,-42.895329,147.325693,4823.0,,Woolworths Group,way
way/27615124,Coles,Coles,coles,-42.896044,147.328798,1886.6,"246 Sandy Bay Road, Sandy Bay, TAS, 7005",Coles Group,way
way/27986149,KT Mart,,independent,-37.804275,144.959078,317.9,"600-608 Elizabeth Street, Melbourne, VIC, 3000",,way
way/28296634,Woolworths,Woolworths,woolworths,-37.751268,145.003574,4231.3,"50 Plenty Road, Preston, 3072",Woolworths Group,way
way/28681037,Coles,Coles,coles,-27.465687,153.013313,3418.4,61 Petrie Terrace,Coles Group,way
way/28693982,ALDI,ALDI,aldi,-38.450673,145.238383,1751.4,68-80 Thompson Avenue,,way
way/29495131,Gaganis Bros,,independent,-34.906282,138.566062,5078.1,Bacon Street,Gaganis Bros,way
way/30753389,Woolworths,Woolworths,woolworths,-35.349596,149.233452,4326.3,,Woolworths Group,way
way/30753390,ALDI,ALDI,aldi,-35.349176,149.232012,1800.4,"136 Crawford Street, Queanbeyan, NSW, 2620",,way
way/30925783,ALDI,ALDI,aldi,-38.034615,145.284237,1892.9,400 Pound Road,,way
way/32052482,InStyle,,independent,-32.070833,115.757418,3066.6,,,way
way/32079895,Woolworths,Woolworths,woolworths,-37.889339,145.293726,4136.2,"1038-1042 Burwood Highway, Ferntree Gully, VIC, 3156",Woolworths Group,way
way/32197969,Woolworths,Woolworths,woolworths,-35.106403,147.368689,3001.0,,Woolworths Group,way
way/32742446,Woolworths,Woolworths,woolworths,-38.109209,145.126566,3512.5,166-175 Nepean Highway,Woolworths Group,way
way/32742473,ALDI,ALDI,aldi,-38.1103,145.161094,1853.9,493 Frankston-Dandenong Road,,way
way/32742504,Ritchies IGA,Ritchies,iga,-38.147255,145.144701,1042.3,"207–213 Beach Street, Frankston, 3199",IGA,way
way/32829722,Coles,Coles,coles,-27.615281,152.76164,6748.5,"44 Brisbane Street, Ipswich, QLD, 4305",Coles Group,way
way/32875500,Ritchies IGA,,iga,-37.932738,145.439985,1946.2,342 Belgrave - Gembrook Road,,way
way/32929351,Woolworths,Woolworths,woolworths,-27.17262,152.937683,3344.6,,Woolworths Group,way
way/33069545,Woolworths,Woolworths,woolworths,-38.309075,145.191,3522.2,"23 Victoria Street, Hastings, VIC, 3915",Woolworths Group,way
way/33113625,5Star Supermarket,,independent,-27.374367,153.07778,556.2,,,way
way/33113627,Banyo Supermarket,,independent,-27.375281,153.078238,695.8,,,way
way/33428173,Punjab Asian Foods & Spices,,independent,-27.375639,153.077672,118.7,,,way
way/33840185,Coles,Coles,coles,-37.772396,144.9489,2421.2,190 Union Street,Coles Group,way
way/35832271,Coles,Coles,coles,-34.479928,150.419289,6144.1,33 Bendooley Street,,way
way/35979313,IGA,IGA,iga,-36.615531,143.256925,1730.4,,,way
way/36203288,ALDI,ALDI,aldi,-34.482072,150.415738,1531.9,"9-15 Banyette Street, Bowral, NSW, 2576",,way
way/36985930,Aldi,Aldi,aldi,-27.334863,153.009451,1866.6,"1905 Gympie Road, Bald Hills, QLD, 4036",,way
way/37320016,Woolworths,Woolworths,woolworths,-37.837517,145.184565,3668.3,2A Stevens Road,Woolworths Group,way
way/37413372,Woolworths,Woolworths,woolworths,-35.250068,149.138561,2953.0,,Woolworths Group,way
way/37446197,Aldi,Aldi,aldi,-38.174083,144.344348,1727.1,"149-151 High Street, Belmont, VIC, 3216",,way
way/38133869,Woolworths,Woolworths,woolworths,-37.888881,145.041176,2605.1,,Woolworths Group,way
way/38225804,Coles,Coles,coles,-37.917545,145.038466,2264.4,4-6 Bent Street,Coles Group,way
way/38313264,Woolworths,Woolworths,woolworths,-37.831003,144.930571,13860.2,481 Plummer Street,Woolworths Group,way
way/38341438,Leo's Fine Food & Wine,,independent,-37.806253,145.029318,1516.9,"26 Princess Street, Kew, VIC, 3101",Le Max Group Supermarkets,way
way/39024236,Aldi,Aldi,aldi,-35.221262,149.019446,1484.1,50-60 Hardwick Crescent,,way
way/39093690,Coles,Coles,coles,-35.008756,138.539681,4147.0,240 Diagonal Road,Coles Group,way
way/39107768,Friendly Grocers,,friendly_grocer,-26.622287,152.940449,146.5,125 Nambour Mapleton Road,,way
way/39581668,Woolworths,Woolworths,woolworths,-37.98155,145.062495,2577.3,,Woolworths Group,way
way/39581680,Coles,Coles,coles,-37.984119,145.064368,2700.2,81-93 Mentone Parade,Coles Group,way
way/39738264,Aldi,Aldi,aldi,-27.444134,153.007768,1654.3,"329-345 Kelvin Grove Road, Kelvin Grove",ALDI,way
way/41654970,Woolworths,Woolworths,woolworths,-37.852831,145.134431,3059.5,,,way
way/41694506,ALDI,ALDI,aldi,-33.766296,151.267399,1643.0,3-5 Cross Street,,way
way/41889132,IGA,IGA,iga,-37.062974,144.216921,789.4,,,way
way/42245024,Foodland,Foodland,foodland,-34.9792,138.590807,2773.1,,,way
way/42387687,Woolworths,Woolworths,woolworths,-37.934652,145.038871,3410.1,,Woolworths Group,way
way/43546930,Woolworths,Woolworths,woolworths,-38.476434,145.944172,3064.3,,,way
way/43546931,Michael's Supa IGA,IGA,iga,-38.478568,145.945767,2648.0,,,way
way/43594187,Woolworths,Woolworths,woolworths,-38.604584,145.589589,4448.6,22-40 Murray Street,Woolworths Group,way
way/45231460,Woolworths,Woolworths,woolworths,-38.054362,145.115921,3340.1,,Woolworths Group,way
way/46854047,Ritchies IGA + Liquor,Ritchies,iga,-37.742144,142.022717,1484.2,,,way
way/46946544,Vietnamese Pho Ever,,independent,-27.378123,153.070818,435.7,"66 Blinzinger Road, Banyo, 4014",,way
way/47078785,,,independent,-31.942958,115.820243,1359.1,,,way
way/47245867,Canaipa Shopping Centre,,independent,-27.648338,153.381346,2291.0,,,way
way/47325081,Woolworths,Woolworths,woolworths,-41.525157,146.652037,3056.4,,,way
way/47435394,IGA,IGA,iga,-32.011451,115.850454,1574.4,,,way
way/48274982,Champions IGA Grovedale East,,iga,-38.196749,144.347273,2162.6,"142-146 Marshalltown Road, 3216",,way
way/48536401,Supa IGA,,iga,-31.890906,116.003953,1824.7,38 Victoria Street,,way
way/48785247,The Good Grocer,,independent,-32.010822,115.834443,627.9,"39 Ardross Street, Applecross, WA, 6153",,way
way/48984761,ALDI,ALDI,aldi,-37.887345,144.607171,1573.9,209 Greens Road,,way
way/49238806,IGA,IGA,iga,-37.859375,145.240868,580.9,"191-195 Stud Road, Wantirna South, VIC, 3152",,way
way/49742215,Woolworths,Woolworths,woolworths,-37.704794,145.100172,4156.4,,Woolworths Group,way
way/50194337,ALDI,ALDI,aldi,-36.383716,145.398232,1791.7,428 Wyndham Street,,way
way/50876965,IGA,IGA,iga,-27.33431,152.95609,843.6,,,way
way/51051537,Ritchies IGA,Ritchies,iga,-38.163252,145.137707,1120.5,,,way
way/51469190,Woolworths,Woolworths,woolworths,-36.766925,144.26523,3565.2,"234-246 High Street, 3555",Woolworths Group,way
way/51469747,Coles,Coles,coles,-36.761157,144.28251,3716.1,"Myers Street, Bendigo, VIC, 3550",Coles Group,way
way/51968747,Coles,Coles,coles,-38.306241,145.191164,4019.7,"15 Church Street, Hastings, VIC, 3915",Coles Group,way
way/52255473,IGA,IGA,iga,-37.676477,144.886453,1258.7,"15-23 Fawkner Street, Westmeadows, 3049",,way
way/53839901,Coles,Coles,coles,-37.797895,144.978,1862.6,"95-103 Johnston Street, Fitzroy, VIC, 3065",Coles Group,way
way/53843626,Coles,Coles,coles,-37.868976,144.830025,2482.5,"Pier Street and Queen Street, Altona, 3018",Coles Group,way
way/54690688,ALDI,,aldi,-36.356381,146.327067,1287.6,13-15 Chisholm Street,,way
way/55892625,,,independent,-32.08202,115.968017,7266.1,,,way
way/55951435,Woolworths,Woolworths,woolworths,-34.053941,150.693646,4060.2,,Woolworths Group,way
way/55951439,Coles,Coles,coles,-34.057243,150.693464,3440.2,17 Murray Street,Coles Group,way
way/56241945,ALDI,ALDI,aldi,-34.049808,150.757304,1889.1,"Mount Annan, NSW",Aldi,way
way/56670289,ALDI Ballarat Central,ALDI,aldi,-37.556003,143.855192,1764.5,"102-114 Creswick Road, Ballarat Central, VIC, 3350",,way
way/57746295,IGA,IGA,iga,-32.075041,115.781964,836.0,,,way
way/58756141,The Good Grocer,IGA,iga,-31.93668,115.84051,982.6,"313 Vincent Street, Leederville, WA, 6007",IGA,way
way/58756144,Re Store,,independent,-31.933005,115.840896,1054.2,,,way
way/61351180,Macedon IGA plus Liquor,,iga,-37.422695,144.563587,374.8,"20 Victoria Street, Macedon, VIC, 3440",,way
way/62734771,Foodland,Foodland,foodland,-33.204364,138.602393,2198.8,,,way
way/63048521,Woolworths,Woolworths,woolworths,-37.023075,145.135984,4596.3,,,way
way/64882362,Cochlan's IGA plus Liquor,IGA,iga,-36.587689,145.016656,629.2,"18 High Street, Rushworth, VIC, 3612",,way
way/68518775,ALDI,ALDI,aldi,-37.88822,145.289001,1835.6,"1009 Burwood Highway, Ferntree Gully, VIC, 3156",,way
way/70532867,Ritchies IGA,IGA,iga,-34.583277,142.771951,2762.2,"1-12 Latje Road, Robinvale, VIC, 3549",,way
way/71071327,IGA,IGA,iga,-38.332722,144.325078,2211.4,,,way
way/71071343,Woolworths,Woolworths,woolworths,-38.331179,144.323329,2778.7,,Woolworths Group,way
way/71071371,Coles,Coles,coles,-38.331633,144.319867,4829.8,"41-57 Bristol Road, 3228",Coles Group,way
way/71284460,Woolworths,Woolworths,woolworths,-37.248487,144.452079,2598.4,"7-11 Jennings Street, Kyneton, VIC, 3444",Woolworths Group,way
way/71679091,Woolworths,Woolworths,woolworths,-37.714205,145.150212,3777.9,,Woolworths Group,way
way/71898843,IGA,IGA,iga,-26.364719,152.854314,1858.3,"3-5 Reserve Street, Pomona, QLD, 4568",,way
way/73346754,Aldi,Aldi,aldi,-37.784312,144.892245,1800.3,11 Edgewater Boulevard,,way
way/74131632,NQR,,nqr,-37.580412,144.725965,1050.6,"49 Horne Street, Sunbury, VIC, 3429",,way
way/74132052,Woolworths,Woolworths,woolworths,-37.578264,144.727931,3759.4,,,way
way/82163075,Best Indian Grocery Store,,independent,-38.172802,144.345565,122.3,"123 High Street, Belmont, VIC, 3216",,way
way/82591274,Foodland,Foodland,foodland,-34.860463,138.489001,1244.9,,,way
way/83687898,ALDI,ALDI,aldi,-27.260247,153.080776,1637.4,"10-22 Hornibrook Esplanade, Clontarf, QLD, 4019",Aldi,way
way/85466397,Woolworths,Woolworths,woolworths,-37.840907,145.262649,2642.3,"659 Mountain Highway, Bayswater, VIC, 3153",Woolworths Group,way
way/86072173,Albion Budget Supermarket,,independent,-37.758563,144.945105,196.3,,,way
way/87335925,Woolworths,Woolworths,woolworths,-36.716155,142.196135,2865.8,,,way
way/87377940,Woolworths,Woolworths,woolworths,-34.8456,148.914946,3173.9,,,way
way/87456002,IGA,IGA,iga,-34.341435,150.907714,1502.3,,,way
way/87754531,ALDI,Aldi,aldi,-34.844477,148.91282,1848.8,193 Comur Street,Aldi Supermarkets,way
way/87945297,Cowes IGA,IGA,iga,-38.456419,145.239667,1002.4,"161,163 Thompson Avenue",,way
way/88759835,Woolworths,Woolworths,woolworths,-41.464697,147.160361,4026.5,"111 Hobart Road, Kings Meadows, TAS, 7249",Woolworths Group,way
way/90292547,Ritchies,Ritchies,ritchies,-38.339138,144.737963,1130.4,108 Ocean Beach Road,,way
way/90625912,Coles,Coles,coles,-37.883668,145.275309,2230.3,"1880 Ferntree Gully Road, Ferntree Gully, VIC, 3156",Coles Group,way
way/92117436,ALDI,ALDI,aldi,-34.791922,138.692947,1683.3,,,way
way/93168907,Coles,Coles,coles,-38.173603,146.258765,3319.9,92 - 98 Albert Street,Coles Group,way
way/93169080,Woolworths,Woolworths,woolworths,-38.175482,146.264568,2748.9,,Woolworths Group,way
way/93700905,Coles,Coles,coles,-38.138911,144.337553,3089.8,"166 - 188 Shannon Avenue, Geelong West, 3218",Coles Group,way
way/93785084,Fink River Mission General Store,,independent,-23.943215,132.775462,821.4,,,way
way/94068948,,,independent,-22.649642,130.552149,585.5,,,way
way/97054897,Woolworths,Woolworths,woolworths,-35.733966,143.916628,4069.7,,Woolworths Group,way
way/98032443,Dandy Mart,,independent,-38.033176,145.265487,562.7,,,way
way/102757024,ALDI,ALDI,aldi,-38.330127,144.987462,3993.6,120 Nepean Highway,,way
way/103961488,Coles,Coles,coles,-38.134303,145.855849,1968.7,10 Hope Street,Coles Group,way
way/104449851,Woolworths,Woolworths,woolworths,-33.95382,151.034335,962.7,"5 Faraday Road, Padstow, NSW, 2211",,way
way/104656696,IGA,IGA,iga,-37.931691,145.358176,456.3,151 Belgrave - Hallam Road,,way
way/104738076,Woolworths,Woolworths,woolworths,-41.107341,146.823564,1984.2,,Woolworths Group,way
way/105575742,Woolworths,Woolworths,woolworths,-38.341769,143.585078,4222.6,,Woolworths Group,way
way/105576440,Woolworths,Woolworths,woolworths,-38.232155,143.15058,3090.2,,,way
way/105698801,IGA,IGA,iga,-34.315127,150.923554,1086.2,,,way
way/105698874,Wan Long Oriental Supermarket,,independent,-34.419843,150.893921,515.2,,,way
way/106473002,Aldi,Aldi,aldi,-34.393679,150.893411,2168.9,102-110 Princes Highway,,way
way/106717083,Aldi,Aldi,aldi,-37.843125,145.266136,1487.7,10-14 High Street,,way
way/106717481,Food Factory Sales,,independent,-37.842393,145.265519,2443.8,"6 High Street, Bayswater, VIC, 3153",Food Factory Sales Pty Ltd,way
way/106896938,IGA,IGA,iga,-37.953009,145.551002,391.5,"85 Main Street, Gembrook, 3783",,way
way/107692700,Woolworths,Woolworths,woolworths,-37.909526,145.352796,1805.8,16-29 Burwood Highway,Woolworths Group,way
way/108178136,Woolworths,Woolworths,woolworths,-37.883656,145.2778,3595.8,"854 Burwood Highway, Ferntree Gully, VIC, 3156",Woolworths Group,way
way/108219853,Coles,Coles,coles,-37.342196,144.141736,2434.0,32 Albert Street,,way
way/108293755,Woolworths,Woolworths,woolworths,-32.490085,137.761396,6543.4,,Woolworths Group,way
way/108329026,Woolworths,Woolworths,woolworths,-37.055483,142.780114,2175.3,,Woolworths Group,way
way/108436427,Foodworks,Foodworks,foodworks,-37.674261,144.437356,4022.8,,,way
way/109562315,Woolworths,Woolworths,woolworths,-37.920897,145.235356,4929.4,,Woolworths Group,way
way/109682943,Leo's Fine Food & Wine,,independent,-37.756442,145.065561,2469.6,"133 Burgundy Street, Heidelberg, VIC, 3084",,way
way/109684503,Coles,Coles,coles,-36.757606,144.296223,2978.2,Michael Street,Coles Group,way
way/111679185,Coles,Coles,coles,-37.73909,145.02824,3660.9,,,way
way/112290704,ALDI,ALDI,aldi,-36.718245,142.197691,1727.4,67-73 Hamilton Street,,way
way/112553029,Coles,Coles,coles,-37.755546,145.069464,3761.9,56 Burgundy Street,Coles Group,way
way/112553031,Aldi,Aldi,aldi,-37.755295,145.068822,1198.3,56 Burgundy Street,,way
way/112560824,Coles,Coles,coles,-36.713932,142.197825,3575.2,52-60 Roberts Avenue,,way
way/112564353,Coles,Coles,coles,-37.768186,145.041916,3349.2,4 Livingstone Street,Coles Group,way
way/113338781,Coles,Coles,coles,-36.131149,144.749603,3622.3,91 Hare Street,Coles Group,way
way/114373197,Ritchies,Ritchies,ritchies,-37.657508,145.375131,3140.2,,,way
way/115937752,,,independent,-27.678437,153.023043,682.1,,,way
way/116061199,Woolworths,Woolworths,woolworths,-37.88763,145.056353,1951.4,,Woolworths Group,way
way/116970287,,,independent,-25.283542,127.542008,386.2,,,way
way/119107097,Woolworths,Woolworths,woolworths,-38.377784,142.479595,4210.0,,Woolworths Group,way
way/120090616,Aldi,Aldi,aldi,-27.714871,153.202709,1880.7,90 City Road,,way
way/121696560,Forestway Fresh,,independent,-33.699632,151.212482,2123.6,,,way
way/124007107,Coles,Coles,coles,-37.705192,144.916684,3342.0,240 Glenroy Road,Coles Group,way
way/124052926,Woolworths,Woolworths,woolworths,-34.426913,150.89614,5221.7,,Woolworths Group,way
way/124053129,Aldi,Aldi,aldi,-34.42824,150.898399,1861.7,"25 Stewart Street, Wollongong, NSW, 2500",,way
way/124965330,Woolworths,Woolworths,woolworths,-34.391533,150.89389,3098.0,,Woolworths Group,way
way/125114044,No 1 Asian Supermarket,,independent,-37.788411,145.118151,609.6,"534 - 540 Doncaster Road, Doncaster, 3108",,way
way/125598896,Komart,,independent,-33.862981,151.087601,3404.2,,,way
way/125598898,Aldi,Aldi,aldi,-33.863591,151.088022,1411.9,20 George Street,,way
way/126882063,Woolworths,Woolworths,woolworths,-35.365783,149.094664,3814.1,,Woolworths Group,way
way/127972375,Coles Bakery Hill,Coles,coles,-37.561321,143.868537,3393.3,73 Victoria Street,,way
way/129075822,Rukun Jaya,,independent,-10.15895,123.590914,1175.8,,,way
way/129602943,Woolworths,Woolworths,woolworths,-38.372005,144.829889,4248.0,,,way
way/131171963,MCQ Fresh Supermarket,,independent,-31.877133,115.925448,523.5,,,way
way/132181982,Coles,Coles,coles,-35.008868,138.760016,4174.5,,Coles Group,way
way/132983798,Woolworths,Woolworths,woolworths,-37.927649,145.445278,3178.6,"383-385 Belgrave-Gembrook Road, 3782",Woolworths Group,way
way/133154317,ALDI,ALDI,aldi,-32.834239,151.35153,1992.8,165-167 Wollombi Road,,way
way/135971292,Woolworths,Woolworths,woolworths,-37.831279,145.147392,3698.5,,Woolworths Group,way
way/136470458,Woolworths,Woolworths,woolworths,-32.20068,152.518251,3777.0,,,way
way/137000291,Market Akbar,,independent,-10.159943,123.657017,651.7,,,way
way/137148876,Woolworths,Woolworths,woolworths,-28.550673,153.503089,3341.0,,,way
way/137150902,Dino's IGA Local Grocer,IGA,iga,-28.553112,153.501561,549.8,,,way
way/137381684,Woolworths,Woolworths,woolworths,-37.948987,145.040915,10979.7,,Woolworths Group,way
way/138282653,Toko Cendana,,independent,-10.152873,123.623309,307.7,,,way
way/138671682,,,independent,-10.197881,123.6263,505.0,,,way
way/139184580,Coles,Coles,coles,-33.091342,151.63734,3511.7,222 Old Pacific Highway,,way
way/142234405,Coles,Coles,coles,-37.28727,144.948153,3149.5,97 Clarke Street,Coles Group,way
way/145169229,Coles,Coles,coles,-31.916536,115.890261,2334.3,"9 Wood Street, WA",Coles Group,way
way/147005143,ALDI,ALDI,aldi,-38.175272,146.258007,1584.1,10-12 Saviges Road,,way
way/147247998,Foodworks,Foodworks,foodworks,-38.159903,146.362491,526.8,,,way
way/147399138,Fresh Provisions,,fresh_provisions,-31.934225,115.871536,736.2,"77 Walcott Street, Mount Lawley, WA, 6050",,way
way/147409577,The Market Place Mount Lawley,IGA,iga,-31.935016,115.871429,771.2,,,way
way/148259020,Ryan's Super IGA,IGA,iga,-37.558962,143.839456,1365.2,Pleasant Street North,,way
way/148799478,European Food Wholesalers,,independent,-31.946679,115.858591,453.4,"93 Aberdeen Street, Northbridge, WA, 6003",,way
way/148877258,Woolworths,Woolworths,woolworths,-37.540414,143.830231,2479.4,"1201-1205 Howitt Street, Wendouree, VIC, 3355",Woolworths Group,way
way/148917645,"Emma Seafood Yong Tofu, Asian Grocery",,independent,-31.946282,115.860786,349.6,"319 William Street, Northbridge, WA, 6003",,way
way/150098213,ALDI Sebastopol,ALDI,aldi,-37.584699,143.841925,1794.6,"31-35 Albert Street, Sebastopol, VIC, 3356",,way
way/150261843,Ryan's Super IGA,,iga,-37.536856,143.858784,2242.6,,,way
way/150785344,Aldi,Aldi,aldi,-37.555554,143.81677,1769.3,"1611 Sturt Street, Alfredton, VIC, 3350",,way
way/150825594,Trans Oriental Supermarket,,independent,-31.943168,115.855234,1623.2,,,way
way/151153446,Aldi,Aldi,aldi,-33.816108,150.969689,2441.5,331-339 Great Western Highway,,way
way/152770678,Hua Li Ansian Grocery,,independent,-37.893746,144.728402,704.6,"47-57 Tom Roberts Parade, 3030",,way
way/155003734,Coles,Coles,coles,-34.064856,151.011072,3499.3,18-26 Waratah Road,Coles Group,way
way/156899284,Aldi,Aldi,aldi,-27.557693,153.040951,1757.3,271 Orange Grove Road,,way
way/158867512,Woolworths,Woolworths,woolworths,-41.069862,145.900539,3027.9,"212-230 Mount Street, Upper Burnie, TAS, 7320",Woolworths Group,way
way/159810917,IGA,IGA,iga,-37.904216,145.331133,769.4,"62-64 Main Street, Upwey, 3158",,way
way/162370763,ALDI,Aldi,aldi,-38.076658,145.123506,1735.4,516-520 Station Street,Aldi,way
way/163700279,Coles,Coles,coles,-38.084998,145.292901,3993.1,1370 Thompsons Road,Coles Group,way
way/163935034,Inodave Computer Store,,independent,-10.155912,123.616391,333.3,,,way
way/165670174,ALDI,ALDI,aldi,-37.824637,147.627948,1622.7,90-120 Nicholson Street,,way
way/165670175,Woolworths,Woolworths,woolworths,-37.824611,147.627112,4360.2,,Woolworths Group,way
way/165670177,Coles,Coles,coles,-37.82512,147.632508,3196.8,96 Main Street,,way
way/166249327,Coles,Coles,coles,-37.860399,145.029224,2562.2,160-178 Glenferrie Road,Coles Group,way
way/168089171,Yallambie Food Mart,,independent,-37.726275,145.10413,159.5,,,way
way/168516405,Friendly Grocer,,friendly_grocer,-16.087164,145.463325,401.8,,,way
way/169532839,IGA,IGA,iga,-37.798086,144.880138,2349.0,"509 Barkly Street, Footscray, VIC, 3011",,way
way/172361382,Coles,Coles,coles,-34.033386,151.05693,2093.9,822-826 Old Princes Highway,Coles Group,way
way/172393148,Coles,Coles,coles,-33.785111,151.268715,2124.7,14 Koorala Street,,way
way/172654064,NQR,,nqr,-38.147476,145.145086,472.1,"Beach Street, Frankston, 3199",,way
way/172806920,Woolworths,Woolworths,woolworths,-42.874664,147.324765,2127.5,,Woolworths Group,way
way/173081274,IGA,IGA,iga,-23.710075,133.860043,1003.1,,,way
way/173586243,IGA,IGA,iga,-24.866555,152.35336,2770.8,30-34 Woongarra Street,,way
way/173780208,Foodworks,Foodworks,foodworks,-32.010466,117.399808,3036.9,,,way
way/173897520,Coles,Coles,coles,-33.771957,151.079848,3560.5,"53-57 Rawson Street, 2121",,way
way/173911432,Spicelines,,independent,-37.86725,144.760991,186.4,"3 Triholm Avenue, Laverton, 3028",,way
way/174251324,prince mart,,independent,-10.155963,123.626497,229.1,,,way
way/177256639,IGA X-press Invermay,,iga_express,-41.421593,147.135952,389.7,"44 Invermay Road, Invermay, TAS, 7248",,way
way/177257482,Bolands IGA X-press,,iga_express,-41.385172,147.127561,422.8,,,way
way/177258464,Rocherlea Takeaway & Supermarket,,independent,-41.374859,147.138622,484.7,,,way
way/177261065,Coles,Coles,coles,-41.405634,147.131969,3943.4,"385-389 Invermay Road, Mowbray, TAS, 7248",,way
way/177661006,Foodland,Foodland,foodland,-34.845606,138.505046,3139.7,,,way
way/177931463,Spar,Spar,spar,-22.388106,143.041807,394.6,,,way
way/179749474,Woolworths,Woolworths,woolworths,-37.812625,145.083279,2841.8,,Woolworths Group,way
way/180072288,Woolworths,Woolworths,woolworths,-37.866388,145.09381,4050.1,551-557 Warrigal Road,Woolworths Group,way
way/181227367,Coles,Coles,coles,-33.83048,151.222513,3815.9,"41-53 Grosvenor Street, Neutral Bay, NSW, 2089",Coles Group,way
way/181553527,Dutalia,,independent,-10.147629,123.634081,2683.9,,,way
way/181725006,Ruko Oebobo 2,,independent,-10.168179,123.605628,531.8,,,way
way/181949437,EZRA Mart,,independent,-10.158705,123.580276,1242.4,Jalan Siliwangi,,way
way/181952835,Cemara Indah,,independent,-10.167081,123.59866,1674.3,,,way
way/181967133,Supermarket,,independent,-10.170447,123.606802,572.1,,,way
way/181967134,,,independent,-10.170164,123.607006,809.4,,,way
way/181973460,Supermarket Tiara,,independent,-10.156382,123.655249,390.8,,,way
way/181974799,flobamora mall,,independent,-10.174416,123.613125,40247.5,,,way
way/182810838,ALDI,ALDI,aldi,-34.063117,150.806896,1540.8,,,way
way/183390211,Aldi,Aldi,aldi,-34.028575,150.849201,1834.6,,,way
way/184910669,Coles,Coles,coles,-33.264254,151.46476,2092.1,1 Edward Stinson Avenue,Coles Group,way
way/185021914,Cinta Damai Market,,independent,-9.568673,124.905088,197.8,,,way
way/186202378,Woolworths,Woolworths,woolworths,-27.596479,152.958684,2869.6,,Woolworths Group,way
way/186397882,Coles Coolum,Coles,coles,-26.526085,153.088299,3222.3,26 Birtwill Street,Coles Supermarkets Australia Pty Ltd,way
way/186591168,Aldi,Aldi,aldi,-27.62863,153.131816,1717.5,3434 Pacific Highway,,way
way/186709827,Store,,independent,-26.066861,128.93085,790.5,,,way
way/186750709,Store,,independent,-18.670761,125.297624,1586.6,,,way
way/186869611,Aldi,Aldi,aldi,-33.893271,150.890033,1593.9,"718 Cabramatta Road, Bonnyrigg, NSW, 2177",Aldi,way
way/186902587,Store,,independent,-24.348371,128.718981,541.7,,,way
way/187373304,Foodland,Foodland,foodland,-34.85188,138.52755,1860.2,144 Grand Junction Road,,way
way/187402762,Store,,independent,-25.997663,128.282465,663.2,,,way
way/188462933,,,independent,-18.781636,126.448345,203.8,,,way
way/188552157,Yuendumu Store,,independent,-22.253445,131.794944,2137.4,,,way
way/188857086,Corporate Office - Store,,independent,-20.102662,127.594622,1072.8,,,way
way/189049013,ALDI,ALDI,aldi,-32.220041,116.008439,2225.8,,Aldi,way
way/189326470,Mount Liebig Store,,independent,-23.266382,131.273159,671.1,,,way
way/189336563,Kintore Community Store,,independent,-23.275566,129.388126,483.7,,,way
way/189465618,Titjikala Store,,independent,-24.67424,134.076027,539.4,,,way
way/190179323,Aldi,Aldi,aldi,-27.59403,151.951237,1787.2,,,way
way/190526844,Coles,Coles,coles,-38.004815,145.266507,3004.4,4 Princes Domain Drive,Coles Group,way
