lat,lon,suburb,postcode,state,rule_item,confidence,nearest_pharmacy_km,reason,name,address,source_type,population,osrm_verified
-36.931396,142.216351,,,VIC,Item 131,0.6,33.202,"Nearest pharmacy Priceline Pharmacy Madden Street is 23.7km geodesic (~33.2km by road), pop=300",SA1 21501138903,,census_sa1,300,False
-37.11989,145.166041,,,VIC,Item 131,0.8,33.175,"Nearest pharmacy Dennis Kilmartin Pharmacy is 10.9km geodesic (~15.3km by road), pop=283",SA1 20401106001,,census_sa1,283,True
-27.052672,151.943893,,,QLD,Item 131,0.6,33.157,"Nearest pharmacy Yarraman Pharmacy is 23.7km geodesic (~33.2km by road), pop=275",SA1 30702117912,,census_sa1,275,False
-36.714089,143.022463,,,VIC,Item 131,0.6,33.144,"Nearest pharmacy St Arnaud Pharmacy is 23.7km geodesic (~33.1km by road), pop=216",SA1 21501139108,,census_sa1,216,False
-43.525825,147.292933,,,TAS,Item 131,0.6,33.096,"Nearest pharmacy Bruny Island Pharmacy is 23.6km geodesic (~33.1km by road), pop=671",SA1 60302106906,,census_sa1,671,False
-35.593146,138.12882,,,SA,Item 131,0.6,33.073,"Nearest pharmacy TerryWhite Chemmart - Normanville is 23.6km geodesic (~33.1km by road), pop=343",SA1 40701114902,,census_sa1,343,False
-41.406313,146.044585,,,TAS,Item 131,0.6,33.062,"Nearest pharmacy Turnbull's Pharmacy is 23.6km geodesic (~33.1km by road), pop=252",SA1 60401107605,,census_sa1,252,False
-25.23836,152.541101,,,QLD,Item 131,0.8,33.039,"Nearest pharmacy Burrum Heads Pharmacy is 8.8km geodesic (~12.3km by road), pop=399",SA1 31905152219,,census_sa1,399,True
-34.509258,148.957795,,,NSW,Item 131,0.6,32.982,"Nearest pharmacy BOOROWA PHARMACY is 23.6km geodesic (~33.0km by road), pop=230",SA1 10106154206,,census_sa1,230,False
-35.256969,150.523101,,,NSW,Item 131,0.8,32.968,"Nearest pharmacy Mollymook Pharmacy and Newsagency is 8.6km geodesic (~12.1km by road), pop=224",SA1 11401128320,,census_sa1,224,True
-17.80682,146.004185,,,QLD,Item 131,0.8,32.967,"Nearest pharmacy LiveLife Pharmacy Mission Beach is 12.1km geodesic (~17.0km by road), pop=245",SA1 30603116023,,census_sa1,245,True
-24.205248,150.617725,,,QLD,Item 131,0.6,32.892,"Nearest pharmacy Biloela Hospital - Pharmacy is 23.5km geodesic (~32.9km by road), pop=307",SA1 30804152810,,census_sa1,307,False
-41.287495,145.913168,,,TAS,Item 131,0.6,32.89,"Nearest pharmacy Penguin Pharmacy is 23.5km geodesic (~32.9km by road), pop=430",SA1 60401107611,,census_sa1,430,False
-35.258631,150.520051,,,NSW,Item 131,0.8,32.874,"Nearest pharmacy Mollymook Pharmacy and Newsagency is 8.3km geodesic (~11.7km by road), pop=278",SA1 11401128324,,census_sa1,278,True
-37.66759,145.924683,,,VIC,Item 131,0.6,32.852,"Nearest pharmacy Marysville Pharmacy Execellence is 23.5km geodesic (~32.9km by road), pop=238",SA1 20401106101,,census_sa1,238,False
-34.166614,119.148651,Midpoint: Bremer Bay-Jerramungup,,Western Australia,Item 131,0.5,32.817,Gap midpoint between Bremer Bay Pharmacy and Jerramungup Pharmacy (65.7km apart),Gap: Bremer Bay Pharmacy -- Jerramungup Pharmacy,,pharmacy_gap,0,False
-29.555305,152.742288,,,NSW,Item 131,0.6,32.754,"Nearest pharmacy Grafton Base Hospital is 23.4km geodesic (~32.8km by road), pop=280",SA1 10401108153,,census_sa1,280,False
-25.723007,152.908265,,,QLD,Item 131,0.6,32.725,"Nearest pharmacy COOLOOLA PHARMACY is 23.4km geodesic (~32.7km by road), pop=210",SA1 31905152524,,census_sa1,210,False
-26.34274,152.220649,,,QLD,Item 131,0.6,32.65,"Nearest pharmacy Goomeri Community Pharmacy is 23.3km geodesic (~32.6km by road), pop=313",SA1 31903151506,,census_sa1,313,False
-41.010537,147.116469,,,TAS,Item 131,0.6,32.617,"Nearest pharmacy Bridport Pharmacy is 23.3km geodesic (~32.6km by road), pop=268",SA1 60203105920,,census_sa1,268,False
-41.590419,146.345041,,,TAS,Item 131,0.6,32.48,"Nearest pharmacy Turnbull's Pharmacy is 23.2km geodesic (~32.5km by road), pop=356",SA1 60202105413,,census_sa1,356,False
-36.742988,141.940118,,,VIC,Item 131,0.6,32.377,"Nearest pharmacy Priceline Pharmacy Horsham is 23.1km geodesic (~32.4km by road), pop=421",SA1 21501138907,,census_sa1,421,False
-38.202938,147.397856,,,VIC,Item 131,0.6,32.353,"Nearest pharmacy Loch Sport Pharmacy is 23.1km geodesic (~32.4km by road), pop=510",SA1 20505110001,,census_sa1,510,False
-31.095905,150.675369,,,NSW,Item 131,0.6,32.347,"Nearest pharmacy Discount Drug Stores - Tamworth is 23.1km geodesic (~32.3km by road), pop=209",SA1 11004120504,,census_sa1,209,False
-36.977673,145.467292,,,VIC,Item 131,0.6,32.339,"Nearest pharmacy Avenel Pharmacy is 23.1km geodesic (~32.3km by road), pop=460",SA1 20401105515,,census_sa1,460,False
-25.406963,151.847102,,,QLD,Item 131,0.6,32.33,"Nearest pharmacy Biggenden Pharmacy is 23.1km geodesic (~32.3km by road), pop=300",SA1 31902150316,,census_sa1,300,False
-33.43867,150.652068,,,NSW,Item 131,0.8,32.306,"Nearest pharmacy PharmaSave Kurrajong Compounding Pharmacy is 12.8km geodesic (~18.0km by road), pop=338",SA1 11503129907,,census_sa1,338,True
-36.728512,149.11624,,,NSW,Item 131,0.6,32.299,"Nearest pharmacy Bombala Pharmacy is 23.1km geodesic (~32.3km by road), pop=350",SA1 10103101305,,census_sa1,350,False
-36.369542,143.910413,,,VIC,Item 131,0.6,32.298,"Nearest pharmacy Inglewood Pharmacy is 23.1km geodesic (~32.3km by road), pop=317",SA1 20203103305,,census_sa1,317,False
-36.618132,148.521164,,,NSW,Item 131,0.6,32.285,"Nearest pharmacy Village Pharmacy Thredbo is 23.1km geodesic (~32.3km by road), pop=307",SA1 10103101608,,census_sa1,307,False
-30.298621,151.450861,,,NSW,Item 131,0.6,32.248,"Nearest pharmacy Guyra Pharmacy is 23.0km geodesic (~32.2km by road), pop=235",SA1 11001118705,,census_sa1,235,False
-35.635963,143.047486,,,VIC,Item 131,0.6,32.237,"Nearest pharmacy Sea Lake Pharmacy is 23.0km geodesic (~32.2km by road), pop=312",SA1 21503140017,,census_sa1,312,False
-36.517631,144.193199,,,VIC,Item 131,0.6,32.22,"Nearest pharmacy Eaglehawk PharmaSave Pharmacy is 23.0km geodesic (~32.2km by road), pop=329",SA1 20203103209,,census_sa1,329,False
-17.811415,146.001604,,,QLD,Item 131,0.8,32.198,"Nearest pharmacy LiveLife Pharmacy Mission Beach is 12.0km geodesic (~16.8km by road), pop=222",SA1 30603116024,,census_sa1,222,True
-29.372782,153.101017,,,NSW,Item 131,0.8,32.194,"Nearest pharmacy Stanford's Pharmacy is 13.2km geodesic (~18.5km by road), pop=394",SA1 10401108129,,census_sa1,394,True
-41.046264,145.161392,,,TAS,Item 131,0.6,32.181,"Nearest pharmacy WELLS WRAGG PHARMACY is 23.0km geodesic (~32.2km by road), pop=253",SA1 60403109402,,census_sa1,253,False
-35.695759,145.33349,,,NSW,Item 131,0.6,32.162,"Nearest pharmacy Finley Pharmacy is 23.0km geodesic (~32.2km by road), pop=298",SA1 10903118319,,census_sa1,298,False
-17.675827,146.179099,,,QLD,Item 131,0.6,32.13,"Nearest pharmacy Torre's Pharmacy is 23.0km geodesic (~32.1km by road), pop=241",SA1 30603116010,,census_sa1,241,False
-33.260858,147.809272,,,NSW,Item 131,0.6,32.057,"Nearest pharmacy Flannery's Pharmacy is 22.9km geodesic (~32.1km by road), pop=396",SA1 10302106521,,census_sa1,396,False
-42.499309,147.432838,,,TAS,Item 131,0.6,32.011,"Nearest pharmacy Oatlands Pharmacy is 22.9km geodesic (~32.0km by road), pop=448",SA1 60301106713,,census_sa1,448,False
-30.175076,152.873845,,,NSW,Item 131,0.8,31.999,"Nearest pharmacy Nana Glen Pharmacy is 13.5km geodesic (~18.9km by road), pop=359",SA1 10402108703,,census_sa1,359,True
-26.987955,151.818439,,,QLD,Item 131,0.6,31.988,"Nearest pharmacy Yarraman Pharmacy is 22.8km geodesic (~32.0km by road), pop=287",SA1 30702117913,,census_sa1,287,False
-31.363898,152.507171,,,NSW,Item 131,0.6,31.975,"Nearest pharmacy Plunketts TerryWhite Chemmart Wauchope is 22.8km geodesic (~32.0km by road), pop=281",SA1 10804116511,,census_sa1,281,False
-28.069561,152.340086,,,QLD,Item 131,0.6,31.941,"Nearest pharmacy ARATULA PHARMACY is 22.8km geodesic (~31.9km by road), pop=472",SA1 30703118503,,census_sa1,472,False
-34.912014,143.453057,Midpoint: Balranald-Nyah West,,New South Wales,Item 131,0.5,31.909,Gap midpoint between Balranald Pharmacy and Nyah West Pharmacy (63.8km apart),Gap: Balranald Pharmacy -- Nyah West Pharmacy,,pharmacy_gap,0,False
-37.532077,142.023182,,,VIC,Item 131,0.6,31.887,"Nearest pharmacy Western District Health Service - Hamilton is 22.8km geodesic (~31.9km by road), pop=366",SA1 21701142309,,census_sa1,366,False
-33.308138,135.609611,Midpoint: Wudinna-Lock,,South Australia,Item 131,0.5,31.841,Gap midpoint between Wudinna Family Pharmacy and Lock Pharmacy (63.7km apart),Gap: Wudinna Family Pharmacy -- Lock Pharmacy,,pharmacy_gap,0,False
-35.349436,142.687063,,,VIC,Item 131,0.6,31.839,"Nearest pharmacy Sea Lake Pharmacy is 22.7km geodesic (~31.8km by road), pop=225",SA1 21503140003,,census_sa1,225,False
-31.193934,117.033053,,,WA,Item 131,0.6,31.829,"Nearest pharmacy WA Country Chemists is 22.7km geodesic (~31.8km by road), pop=357",SA1 50902123809,,census_sa1,357,False
-31.589492,150.323754,,,NSW,Item 131,0.6,31.808,"Nearest pharmacy Spring Ridge Pharmacy is 22.7km geodesic (~31.8km by road), pop=309",SA1 11004120119,,census_sa1,309,False
-35.129091,146.302383,,,NSW,Item 131,0.6,31.775,"Nearest pharmacy Urana Pharmacy is 22.7km geodesic (~31.8km by road), pop=207",SA1 11301125915,,census_sa1,207,False
-33.400063,115.953072,,,WA,Item 131,0.6,31.707,"Nearest pharmacy Donnybrook Pharmacy is 22.6km geodesic (~31.7km by road), pop=668",SA1 50102101002,,census_sa1,668,False
-33.537975,150.952269,,,NSW,Item 131,0.8,31.685,"Nearest pharmacy Glenorie Pharmacy is 8.9km geodesic (~12.4km by road), pop=291",SA1 11502129708,,census_sa1,291,True
-24.824997,150.256402,,,QLD,Item 131,0.6,31.661,"Nearest pharmacy Theodore Pharmacy is 22.6km geodesic (~31.7km by road), pop=270",SA1 30804152823,,census_sa1,270,False
-38.876217,145.955157,,,VIC,Item 131,0.6,31.65,"Nearest pharmacy Venus Bay Pharmacy is 22.6km geodesic (~31.7km by road), pop=283",SA1 20503108721,,census_sa1,283,False
-36.434419,149.069239,,,NSW,Item 131,0.6,31.631,"Nearest pharmacy Monaro Pharmacy is 22.6km geodesic (~31.6km by road), pop=210",SA1 10103101523,,census_sa1,210,False
-29.635563,150.367632,,,NSW,Item 131,0.6,31.628,"Nearest pharmacy Warialda Pharmacy is 22.6km geodesic (~31.6km by road), pop=299",SA1 11002119304,,census_sa1,299,False
-30.992993,151.357321,,,NSW,Item 131,0.6,31.624,"Nearest pharmacy Kings Pharmacy is 22.6km geodesic (~31.6km by road), pop=254",SA1 11001118906,,census_sa1,254,False
-19.474049,147.214607,,,QLD,Item 131,0.6,31.603,"Nearest pharmacy Ayr Friendly Care Pharmacy is 22.6km geodesic (~31.6km by road), pop=340",SA1 31801146120,,census_sa1,340,False
-34.502445,137.481033,,,SA,Item 131,0.6,31.595,"Nearest pharmacy Maitland Pharmacy is 22.6km geodesic (~31.6km by road), pop=321",SA1 40504112716,,census_sa1,321,False
-17.205365,146.076862,,,QLD,Item 131,0.6,31.586,"Nearest pharmacy Babinda Pharmacy is 22.6km geodesic (~31.6km by road), pop=488",SA1 30603115818,,census_sa1,488,False
-36.41109,148.059513,,,VIC,Item 131,0.6,31.585,"Nearest pharmacy Khancoban Chemist is 22.6km geodesic (~31.6km by road), pop=266",SA1 20403107212,,census_sa1,266,False
-20.025536,148.025124,,,QLD,Item 131,0.6,31.573,"Nearest pharmacy Bowen Hospital - Pharmacy is 22.6km geodesic (~31.6km by road), pop=230",SA1 31201134013,,census_sa1,230,False
-37.838396,147.74334,,,VIC,Item 131,0.8,31.571,"Nearest pharmacy Paynesville Pharmacy is 9.2km geodesic (~12.9km by road), pop=615",SA1 20502108218,,census_sa1,615,True
-32.292228,152.303629,,,NSW,Item 131,0.6,31.561,"Nearest pharmacy TUNCURRY PHARMACY is 22.5km geodesic (~31.6km by road), pop=228",SA1 10801115310,,census_sa1,228,False
-34.639092,148.713431,,,NSW,Item 131,0.6,31.486,"Nearest pharmacy BOOROWA PHARMACY is 22.5km geodesic (~31.5km by road), pop=248",SA1 10106154203,,census_sa1,248,False
-24.079159,151.541903,,,QLD,Item 131,0.6,31.484,"Nearest pharmacy Tannum Sands Pharmacy is 22.5km geodesic (~31.5km by road), pop=424",SA1 30805153001,,census_sa1,424,False
-33.519492,150.423731,,,NSW,Item 131,0.6,31.481,"Nearest pharmacy Faulconbridge Pharmacy is 22.5km geodesic (~31.5km by road), pop=512",SA1 11503129902,,census_sa1,512,False
-36.688746,143.023206,,,VIC,Item 131,0.6,31.402,"Nearest pharmacy St Arnaud Pharmacy is 22.4km geodesic (~31.4km by road), pop=286",SA1 21501139106,,census_sa1,286,False
-31.258619,152.691893,,,NSW,Item 131,0.6,31.386,"Nearest pharmacy Wauchope Pharmacy is 22.4km geodesic (~31.4km by road), pop=455",SA1 10804116507,,census_sa1,455,False
-33.552404,138.244017,,,SA,Item 131,0.6,31.376,"Nearest pharmacy Ramsey Pharmacy-Crystal Brook is 22.4km geodesic (~31.4km by road), pop=340",SA1 40503112304,,census_sa1,340,False
-38.478971,143.247422,,,VIC,Item 131,0.6,31.363,"Nearest pharmacy Cobden Pharmacy is 22.4km geodesic (~31.4km by road), pop=272",SA1 21703147526,,census_sa1,272,False
-26.766328,148.856125,,,QLD,Item 131,0.6,31.324,"Nearest pharmacy United Chemists Roma is 22.4km geodesic (~31.3km by road), pop=278",SA1 30701117711,,census_sa1,278,False
-32.108683,151.118151,,,NSW,Item 131,0.6,31.284,"Nearest pharmacy Aberdeen Pharmacy is 22.3km geodesic (~31.3km by road), pop=289",SA1 10604112907,,census_sa1,289,False
-29.249967,151.915399,,,NSW,Item 131,0.6,31.231,"Nearest pharmacy Ben's Health Pharmacy - Deepwater is 22.3km geodesic (~31.2km by road), pop=228",SA1 11002119411,,census_sa1,228,False
-34.022304,148.603754,,,NSW,Item 131,0.6,31.179,"Nearest pharmacy Optimal Pharmacy Plus Health Hub Cowra is 22.3km geodesic (~31.2km by road), pop=307",SA1 10302106412,,census_sa1,307,False
-30.408738,151.880385,,,NSW,Item 131,0.6,31.173,"Nearest pharmacy Armidale Discount Drug Store is 22.3km geodesic (~31.2km by road), pop=249",SA1 11001118709,,census_sa1,249,False
-41.665132,146.462382,,,TAS,Item 131,0.6,31.159,"Nearest pharmacy Deloraine Amcal Pharmacy is 22.3km geodesic (~31.2km by road), pop=333",SA1 60202105416,,census_sa1,333,False
-42.344726,147.635986,,,TAS,Item 131,0.6,31.153,"Nearest pharmacy Oatlands Pharmacy is 22.3km geodesic (~31.2km by road), pop=222",SA1 60301106708,,census_sa1,222,False
-23.459731,148.924184,,,QLD,Item 131,0.8,31.146,"Nearest pharmacy Pharmacy Essentials Blackwater is 13.3km geodesic (~18.6km by road), pop=346",SA1 30801119023,,census_sa1,346,True
-36.180948,145.199323,,,VIC,Item 131,0.8,31.127,"Nearest pharmacy Nathalia Pharmacy is 13.7km geodesic (~19.2km by road), pop=541",SA1 21603141910,,census_sa1,541,True
-32.247358,150.520139,,,NSW,Item 131,0.6,31.125,"Nearest pharmacy DENMAN PHARMACY is 22.2km geodesic (~31.1km by road), pop=238",SA1 10604112705,,census_sa1,238,False
-43.005362,147.835708,,,TAS,Item 131,0.8,31.12,"Nearest pharmacy Tasman Pharmacy is 12.8km geodesic (~17.9km by road), pop=360",SA1 60303107305,,census_sa1,360,True
-29.44355,114.995504,,,WA,Item 131,0.6,31.076,"Nearest pharmacy DONGARA PHARMACY is 22.2km geodesic (~31.1km by road), pop=371",SA1 51104128907,,census_sa1,371,False
-31.857407,148.509973,,,NSW,Item 131,0.6,31.032,"Nearest pharmacy Gilgandra Pharmacy is 22.2km geodesic (~31.0km by road), pop=267",SA1 10503110403,,census_sa1,267,False
-32.455935,149.761282,,,NSW,Item 131,0.6,30.976,"Nearest pharmacy Star Chem Pharmacy is 22.1km geodesic (~31.0km by road), pop=449",SA1 10303107416,,census_sa1,449,False
-35.820828,137.772632,,,SA,Item 131,0.6,30.96,"Nearest pharmacy TerryWhite Chemmart Kangaroo Island is 22.1km geodesic (~31.0km by road), pop=414",SA1 40701114513,,census_sa1,414,False
-33.979451,138.233688,,,SA,Item 131,0.6,30.926,"Nearest pharmacy Newbery Chemists - Snowtown is 22.1km geodesic (~30.9km by road), pop=393",SA1 40502111906,,census_sa1,393,False
-34.445473,142.479744,Midpoint: Robinvale-Red Cliffs,,Victoria,Item 131,0.5,30.883,Gap midpoint between Robinvale Amcal Max and TerryWhite Chemmart Red Cliffs (61.8km apart),Gap: Robinvale Amcal Max -- TerryWhite Chemmart Red Cliffs,,pharmacy_gap,0,False
-18.433581,145.91587,,,QLD,Item 131,0.6,30.877,"Nearest pharmacy Cardwell Pharmacy is 22.1km geodesic (~30.9km by road), pop=305",SA1 31801146517,,census_sa1,305,False
-34.751576,148.388748,,,NSW,Item 131,0.6,30.854,"Nearest pharmacy Harden Pharmacy is 22.0km geodesic (~30.9km by road), pop=346",SA1 10106154204,,census_sa1,346,False
-29.945533,152.950274,,,NSW,Item 131,0.6,30.85,"Nearest pharmacy Nana Glen Pharmacy is 22.0km geodesic (~30.8km by road), pop=494",SA1 10401108136,,census_sa1,494,False
-35.941629,147.876006,,,NSW,Item 131,0.6,30.849,"Nearest pharmacy The Bush Chemist - Tumbarumba is 22.0km geodesic (~30.8km by road), pop=328",SA1 11302126012,,census_sa1,328,False
-26.037978,151.772493,,,QLD,Item 131,0.6,30.807,"Nearest pharmacy Proston Health & Beauty is 22.0km geodesic (~30.8km by road), pop=317",SA1 31902150610,,census_sa1,317,False
-34.272136,147.650356,,,NSW,Item 131,0.6,30.752,"Nearest pharmacy Harvest Pharmacy Temora is 22.0km geodesic (~30.8km by road), pop=291",SA1 11303126617,,census_sa1,291,False
-33.85225,116.624789,,,WA,Item 131,0.6,30.709,"Nearest pharmacy Boyup Brook Pharmacy is 21.9km geodesic (~30.7km by road), pop=453",SA1 50103101704,,census_sa1,453,False
-27.009814,150.54261,Midpoint: Tara-Chinchilla,,Queensland,Item 131,0.5,30.707,Gap midpoint between Tara Pharmacy and Acton Health Pharmacy - Chinchilla Store (61.4km apart),Gap: Tara Pharmacy -- Acton Health Pharmacy - Chinchilla Store,,pharmacy_gap,0,False
-27.151025,152.871034,,,QLD,Item 131,0.8,30.695,"OSRM verified: 30.7km by road to Prime Compounding Institute (6.9km geodesic), pop=403",SA1 31304137604,,census_sa1,403,True
-29.360679,150.667344,,,NSW,Item 131,0.6,30.683,"Nearest pharmacy Warialda Pharmacy is 21.9km geodesic (~30.7km by road), pop=391",SA1 11002119309,,census_sa1,391,False
-24.41748,151.908975,,,QLD,Item 131,0.6,30.683,"Nearest pharmacy LiveLife Pharmacy Agnes Water is 21.9km geodesic (~30.7km by road), pop=725",SA1 30805153002,,census_sa1,725,False
-24.893428,152.167032,,,QLD,Item 131,0.6,30.607,"Nearest pharmacy Moore Park Beach Pharmacy is 21.9km geodesic (~30.6km by road), pop=305",SA1 31901149811,,census_sa1,305,False
-35.064722,149.499513,,,NSW,Item 131,0.6,30.604,"Nearest pharmacy Priceline Pharmacy Bungendore is 21.9km geodesic (~30.6km by road), pop=463",SA1 10102161107,,census_sa1,463,False
-30.757796,152.665013,,,NSW,Item 131,0.6,30.595,"Nearest pharmacy Bowraville Pharmacy is 21.9km geodesic (~30.6km by road), pop=378",SA1 10802115915,,census_sa1,378,False
-34.788383,117.797246,,,WA,Item 131,0.6,30.518,"Nearest pharmacy Mt Barker Country Chemist is 21.8km geodesic (~30.5km by road), pop=253",SA1 50901123408,,census_sa1,253,False
-28.414604,151.96435,,,QLD,Item 131,0.6,30.493,"Nearest pharmacy Warwick Hospital is 21.8km geodesic (~30.5km by road), pop=461",SA1 30703118609,,census_sa1,461,False
-34.668089,117.894073,,,WA,Item 131,0.6,30.486,"Nearest pharmacy Mt Barker Country Chemist is 21.8km geodesic (~30.5km by road), pop=342",SA1 50901123402,,census_sa1,342,False
-35.454742,149.472979,,,NSW,Item 131,0.6,30.468,"Nearest pharmacy Googong Discount Pharmacy is 21.8km geodesic (~30.5km by road), pop=379",SA1 10102161104,,census_sa1,379,False
-28.978052,114.746798,,,WA,Item 131,0.6,30.457,"Nearest pharmacy Pharmacy 777 Geraldton is 21.8km geodesic (~30.5km by road), pop=461",SA1 51104129216,,census_sa1,461,False
-34.294249,115.882425,,,WA,Item 131,0.6,30.441,"Nearest pharmacy Pemberton Pharmacy is 21.7km geodesic (~30.4km by road), pop=532",SA1 50103102005,,census_sa1,532,False
-35.494963,139.385955,,,SA,Item 131,0.6,30.422,"Nearest pharmacy Meningie Pharmacy is 21.7km geodesic (~30.4km by road), pop=317",SA1 40703116913,,census_sa1,317,False
-24.40491,150.731005,,,QLD,Item 131,0.6,30.387,"Nearest pharmacy Biloela Hospital - Pharmacy is 21.7km geodesic (~30.4km by road), pop=369",SA1 30804152830,,census_sa1,369,False
-28.410287,153.154499,,,NSW,Item 131,0.6,30.344,"Nearest pharmacy NIMBIN VILLAGE PHARMACY is 21.7km geodesic (~30.3km by road), pop=518",SA1 11203125205,,census_sa1,518,False
-30.882512,151.154275,,,NSW,Item 131,0.6,30.329,"Nearest pharmacy The Centre Pharmacy - Kootingal is 21.7km geodesic (~30.3km by road), pop=202",SA1 11004120530,,census_sa1,202,False
-32.547238,151.049507,,,NSW,Item 131,0.8,30.315,"Nearest pharmacy Blooms The Chemist - Singleton Heights is 10.7km geodesic (~14.9km by road), pop=227",SA1 10601111303,,census_sa1,227,True
-33.621749,148.43679,,,NSW,Item 131,0.6,30.313,"Nearest pharmacy Canowindra Pharmacy is 21.7km geodesic (~30.3km by road), pop=283",SA1 10302106409,,census_sa1,283,False
-30.918417,152.674718,,,NSW,Item 131,0.6,30.299,"Nearest pharmacy Kempsey District Hospital Pharmacy (Previously Epic) is 21.6km geodesic (~30.3km by road), pop=314",SA1 10802115608,,census_sa1,314,False
-30.472536,152.547625,,,NSW,Item 131,0.6,30.29,"Nearest pharmacy Dorrigo Plateau Pharmacy is 21.6km geodesic (~30.3km by road), pop=237",SA1 10402108311,,census_sa1,237,False
-42.321682,147.987949,,,TAS,Item 131,0.6,30.239,"Nearest pharmacy Triabunna Pharmacy is 21.6km geodesic (~30.2km by road), pop=204",SA1 60303107420,,census_sa1,204,False
-17.440056,145.191081,,,QLD,Item 131,0.6,30.23,"Nearest pharmacy Herberton Pharmacy is 21.6km geodesic (~30.2km by road), pop=288",SA1 31501140008,,census_sa1,288,False
-37.476763,142.968754,,,VIC,Item 131,0.6,30.175,"Nearest pharmacy Trident Pharmacy Willaura is 21.6km geodesic (~30.2km by road), pop=345",SA1 21501138708,,census_sa1,345,False
-29.790507,153.031551,,,NSW,Item 131,0.8,30.16,"Nearest pharmacy Masen's Pharmacy is 12.2km geodesic (~17.1km by road), pop=1327",SA1 10401108140,,census_sa1,1327,True
-36.415997,145.662308,,,VIC,Item 131,0.6,30.147,"Nearest pharmacy Priceline Pharmacy Shepparton Market Place is 21.5km geodesic (~30.1km by road), pop=256",SA1 21603141810,,census_sa1,256,False
-42.555506,146.884243,,,TAS,Item 131,0.6,30.132,"Nearest pharmacy Central Highlands Pharmacy is 21.5km geodesic (~30.1km by road), pop=553",SA1 60301106503,,census_sa1,553,False
-37.002982,145.758721,,,VIC,Item 131,0.6,30.115,"Nearest pharmacy Alexandra Community Pharmacy is 21.5km geodesic (~30.1km by road), pop=371",SA1 20401105702,,census_sa1,371,False
-35.065449,117.152939,,,WA,Item 131,0.6,30.106,"Nearest pharmacy Bibs Pharmacy is 21.5km geodesic (~30.1km by road), pop=325",SA1 50901122811,,census_sa1,325,False
-37.559814,140.749797,,,SA,Item 131,0.6,30.065,"Nearest pharmacy Penola Pharmacy is 21.5km geodesic (~30.1km by road), pop=239",SA1 40702115609,,census_sa1,239,False
-26.90077,152.325782,,,QLD,Item 131,0.6,30.04,"Nearest pharmacy Toogoolawah Pharmacy is 21.5km geodesic (~30.0km by road), pop=347",SA1 31303137010,,census_sa1,347,False
-36.445627,147.034614,,,VIC,Item 131,0.6,29.991,"Nearest pharmacy Tangam Pharmacy is 21.4km geodesic (~30.0km by road), pop=329",SA1 20403106928,,census_sa1,329,False
-33.865742,138.007103,,,SA,Item 131,0.6,29.981,"Nearest pharmacy Newbery Chemists - Snowtown is 21.4km geodesic (~30.0km by road), pop=228",SA1 40502111917,,census_sa1,228,False
-32.421645,151.529166,,,NSW,Item 131,0.6,29.976,"Nearest pharmacy Paterson Chemist is 21.4km geodesic (~30.0km by road), pop=308",SA1 10601111014,,census_sa1,308,False
-36.216104,146.491807,,,VIC,Item 131,0.6,29.957,"Nearest pharmacy Curtis Adams Pharmacy is 21.4km geodesic (~30.0km by road), pop=349",SA1 20402106701,,census_sa1,349,False
-28.257928,152.937393,,,QLD,Item 131,0.6,29.919,"Nearest pharmacy St Mary Pharmacy is 21.4km geodesic (~29.9km by road), pop=498",SA1 31101130527,,census_sa1,498,False
-33.147093,151.383563,,,NSW,Item 131,0.8,29.867,"Nearest pharmacy Wyee Centre Pharmacy is 10.0km geodesic (~14.0km by road), pop=504",SA1 10202104910,,census_sa1,504,True
-35.631815,149.868163,,,NSW,Item 131,0.6,29.866,"Nearest pharmacy Capital Chemist - Braidwood Pharmacy is 21.3km geodesic (~29.9km by road), pop=416",SA1 10102100707,,census_sa1,416,False
-37.170843,145.292045,,,VIC,Item 131,0.6,29.851,"Nearest pharmacy Dennis Kilmartin Pharmacy is 21.3km geodesic (~29.9km by road), pop=390",SA1 20401106208,,census_sa1,390,False
-37.098194,144.496683,,,VIC,Item 131,0.8,29.829,"Nearest pharmacy Malmsbury Pharmacy is 14.2km geodesic (~19.9km by road), pop=353",SA1 20202102805,,census_sa1,353,True
-29.486981,148.276588,Midpoint: -,,,Item 131,0.5,29.811,Gap midpoint between Collarenebri Pharmacy and White's Pharmacy (Lightning Ridge) (59.6km apart),Gap: Collarenebri Pharmacy -- White's Pharmacy (Lightning Ridge),,pharmacy_gap,0,False
-30.856532,150.427141,,,NSW,Item 131,0.6,29.807,"Nearest pharmacy Karen Carter Chemist is 21.3km geodesic (~29.8km by road), pop=302",SA1 11004120013,,census_sa1,302,False
-41.721303,147.402317,,,TAS,Item 131,0.6,29.806,"Nearest pharmacy Evandale Pharmacy is 21.3km geodesic (~29.8km by road), pop=415",SA1 60203106106,,census_sa1,415,False
-34.297987,148.556751,,,NSW,Item 131,0.6,29.79,"Nearest pharmacy BOOROWA PHARMACY is 21.3km geodesic (~29.8km by road), pop=390",SA1 10106154419,,census_sa1,390,False
-31.646449,117.015845,,,WA,Item 131,0.6,29.759,"Nearest pharmacy Cunderdin Pharmacy is 21.3km geodesic (~29.8km by road), pop=314",SA1 50902123710,,census_sa1,314,False
