Latitude,Longitude,Address,Qualifying Rules,Evidence,Confidence,Nearest Pharmacy (km),Nearest Pharmacy Name,POI Name,POI Type,Region,Date Scanned,Verification,Verification Notes
-41.4448557,147.1386382,"Coles, 128, Wellington Street, Launceston, City of Launceston, Tasmania, 7250, Australia",Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 179 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.18,Chemist Warehouse South Launceston,Coles,supermarket,TAS,2026-02-14T21:25:23.806139,VERIFIED,All 4 nearby OSM pharmacies already in DB: Fitzpatrick's Pharmacy (0m); Chemist Warehouse (1m); Priceline Pharmacy (1m)
-41.4647153,147.1604867,"Woolworths, 111, Hobart Road, Kings Meadows, Launceston, City of Launceston, Tasmania, 7249, Australia",Item 133,"Supermarket 'Woolworths' (est. GLA 3,500 sqm, brand: woolworths) with no adjacent pharmacy (nearest 158 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.16,Slade Pharmacy Kings Meadows,Woolworths,supermarket,TAS,2026-02-14T21:25:23.802141,VERIFIED,All 3 nearby OSM pharmacies already in DB: Kings Meadows Capital Chemist (0m); HealthWise Pharmacy (0m); Meadow Mews Pharmacy (0m)
-41.4056454,147.1320764,"Mowbray Shops Stop 9 Out, 385, Invermay Road, Mowbray Heights, Mowbray, Launceston, City of Launceston, Tasmania, 7248, Australia",Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 139 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.14,TerryWhite Chemmart Mowbray,Coles,supermarket,TAS,2026-02-14T21:25:23.805139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Mowbray Capital Chemist (0m)
-42.8319921,147.2745657,"KFC, Main Road, Hobart, City of Glenorchy, Tasmania, 7010, Australia",Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 135 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.14,Chemist Warehouse Northgate Shopping Centre,Coles,supermarket,TAS,2026-02-14T21:25:23.809139,VERIFIED,All 6 nearby OSM pharmacies already in DB: Chemist Warehouse (0m); Priceline Pharmacy (0m); Guardian (0m)
-42.8960919,147.328783,"Coles, 246, Sandy Bay Road, Sandy Bay Shopping Area, Sandy Bay, Hobart, City of Hobart, Tasmania, 7005, Australia",Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 119 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.12,TerryWhite Chemmart Sandy Bay,Coles,supermarket,TAS,2026-02-14T21:25:23.801141,VERIFIED,All 7 nearby OSM pharmacies already in DB: Magnet Court Chemmart Pharmacy (0m); Chemist Warehouse (0m); TerryWhite Chemmart (0m)
-41.1766608,146.3551924,"Coles, 86, Best Street, Devonport, City of Devonport, Tasmania, 7310, Australia",Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 109 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.11,Chemist Discount Centre Devonport,Coles,supermarket,TAS,2026-02-14T21:25:23.796139,VERIFIED,All 4 nearby OSM pharmacies already in DB: TerryWhite Chemmart (0m); Good Price Pharmacy Warehouse (1m); Mersey Pharmacy (1m)
-41.069097066666664,145.9010145,"Linton Street, Upper Burnie, Burnie, City of Burnie, Tasmania, 7320, Australia","Item 133, Item 134","Supermarket 'Woolworths' (est. GLA 3,500 sqm, brand: woolworths) with no adjacent pharmacy (nearest 105 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Upper Burnie Illusions2' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+) | Shopping centre 'Upper Burnie Mowers' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",75%,0.11,Upper Burnie Pharmacy,Woolworths,supermarket,TAS,2026-02-14T21:25:23.803141,VERIFIED,All 2 nearby OSM pharmacies already in DB: Burnie Chemmart Pharmacy (0m); Pharmacy One (1m)
-42.8653782,147.368848,"Coles, 26, Bligh Street, Rosny Park, Hobart, City of Clarence, Tasmania, 7018, Australia",Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 104 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.1,Chemist Warehouse Eastlands Shopping Centre,Coles,supermarket,TAS,2026-02-14T21:25:23.800141,VERIFIED,All 2 nearby OSM pharmacies already in DB: Chemist Warehouse (0m); Guardian (1m)
-42.48649965,146.7170984,,Item 131,"Near 'Central Highlands General Practice' (gp); straight-line 26.34 km, est. route 34.24 km from nearest pharmacy | Near 'Ouse District Public Hospital' (hospital); straight-line 26.33 km, est. route 34.23 km from nearest pharmacy",70%,26.34,Central Highlands Pharmacy,Central Highlands General Practice,gp,TAS,2026-02-14T21:25:23.814139,VERIFIED,No pharmacies found in OSM within search radius
-40.048726,144.0576882,"Grassy Supermarket, Grassy Road, Grassy, King Island Council, Tasmania, 7256, Australia",Item 131,"Near 'Grassy Supermarket' (supermarket); straight-line 21.94 km, est. route 28.52 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,21.94,King Island Pharmacy,Grassy Supermarket,supermarket,TAS,2026-02-14T21:25:23.811139,VERIFIED,No pharmacies found in OSM within search radius
-42.1224456,148.2845945,"Esplanade, Coles Bay, Glamorgan-Spring Bay, Tasmania, 7215, Australia",Item 131,"Near 'Supermarket' (supermarket); straight-line 17.31 km, est. route 22.51 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,17.31,Swansea Pharmacy,Supermarket,supermarket,TAS,2026-02-14T21:25:23.810139,VERIFIED,No pharmacies found in OSM within search radius
-40.7625163,145.2950685,,"Item 131, Item 133","Near 'Stanley IGA' (supermarket); straight-line 16.69 km, est. route 21.70 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Supermarket 'Stanley IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 16.69 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,16.69,Smithton Pharmacy,Stanley IGA,supermarket,TAS,2026-02-14T21:25:23.813139,VERIFIED,No pharmacies found in OSM within search radius
-42.781,147.2487,,Item 134,"Shopping centre 'Claremont Village Shopping Centre' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",70%,1.22,Claremont Pharmacy,Claremont Village Shopping Centre,shopping_centre,TAS,2026-02-14T21:25:23.820139,VERIFIED,All 2 nearby OSM pharmacies already in DB: Claremont Plaza Advantage Pharmacy (1m); Claremont Pharmacy (1m)
-42.8803,147.3845,,Item 134,"Shopping centre 'Shoreline Shopping Centre' (GLA 12,000 sqm, est. 48 tenants) with supermarket but no pharmacy. Large supermarket present but only 48 est. tenants (needs 50+)",70%,0.5,Amcal+ Pharmacy Howrah - Wentworth,Shoreline Shopping Centre,shopping_centre,TAS,2026-02-14T21:25:23.817141,VERIFIED,All 1 nearby OSM pharmacies already in DB: Wentworth Pharmacy (1m)
-42.831,147.282,,Item 134,"Shopping centre 'Glenorchy Central' (GLA 10,000 sqm, est. 40 tenants) with supermarket but no pharmacy. Large supermarket present but only 40 est. tenants (needs 50+)",70%,0.42,Priceline Pharmacy Glenorchy,Glenorchy Central,shopping_centre,TAS,2026-02-14T21:25:23.816141,VERIFIED,All 6 nearby OSM pharmacies already in DB: Priceline Pharmacy (0m); Chemist Warehouse (1m); Guardian (1m)
-41.4267,147.1336,,Item 134,"Shopping centre 'Northgate Shopping Centre' (GLA 12,000 sqm, est. 48 tenants) with supermarket but no pharmacy. Large supermarket present but only 48 est. tenants (needs 50+)",70%,0.36,Invermay Discount Drug Store,Northgate Shopping Centre,shopping_centre,TAS,2026-02-14T21:25:23.815141,VERIFIED,All 7 nearby OSM pharmacies already in DB: Invermay Discount Drug Store (0m); Chemist Warehouse (1m); Launceston City Capital Chemist (1m)
-41.4352,147.1452,,Item 134,"Shopping centre 'Gateway Shopping Centre (Launceston)' (GLA 7,000 sqm, est. 28 tenants) with supermarket but no pharmacy. Large supermarket present but only 28 est. tenants (needs 50+)",70%,0.22,TerryWhite Chemmart Launceston City,Gateway Shopping Centre (Launceston),shopping_centre,TAS,2026-02-14T21:25:23.818140,VERIFIED,All 8 nearby OSM pharmacies already in DB: Launceston City Capital Chemist (0m); Chemist Warehouse (1m); Priceline Pharmacy (1m)
-42.5593001,147.872333,,Item 133,"Supermarket 'Orford Festival IGA Supermarket' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 6.63 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,6.63,Triabunna Pharmacy,Orford Festival IGA Supermarket,supermarket,TAS,2026-02-14T21:25:23.834139,VERIFIED,No pharmacies found in OSM within search radius
-41.2189569,146.344958,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 3.57 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,3.57,Complete Care Pharmacy Devonport,IGA,supermarket,TAS,2026-02-14T21:25:23.831139,VERIFIED,No pharmacies found in OSM within search radius
-41.4695436,147.0899735,,Item 133,"Supermarket 'Baxter's IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 3.14 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,3.14,TerryWhite Chemmart Prospect Vale,Baxter's IGA,supermarket,TAS,2026-02-14T21:25:23.833139,VERIFIED,No pharmacies found in OSM within search radius
-42.7484982,147.2659412,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 1.96 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,1.96,Priceline Pharmacy Bridgewater,IGA,supermarket,TAS,2026-02-14T21:25:23.839139,VERIFIED,No pharmacies found in OSM within search radius
-42.8966766,147.4320085,,Item 133,"Supermarket 'Rokeby IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 1.05 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,1.05,Priceline Pharmacy Glebe Hill Village,Rokeby IGA,supermarket,TAS,2026-02-14T21:25:23.825140,VERIFIED,All 2 nearby OSM pharmacies already in DB: Priceline Pharmacy (1m); Unknown Pharmacy (1m)
-41.525328,146.8449712,,"Item 133, Item 134","Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 873 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'IGA' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",65%,0.87,Westbury Pharmacy,IGA,supermarket,TAS,2026-02-14T21:25:23.837139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Westbury Pharmacy (1m)
-41.0980218,146.8232761,,Item 133,"Supermarket 'IGA George Town' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 836 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.84,Amcal Pharmacy George Town,IGA George Town,supermarket,TAS,2026-02-14T21:25:23.838139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Your Pharmacy (1m)
-42.3007354,147.3697897,,Item 133,"Supermarket 'IGA: Oatlands' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 403 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.4,Oatlands Pharmacy,IGA: Oatlands,supermarket,TAS,2026-02-14T21:25:23.830140,VERIFIED,All 1 nearby OSM pharmacies already in DB: Oatlands Pharmacy (0m)
-41.1129758,146.0716909,,Item 133,"Supermarket 'Lane's IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 354 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.35,Complete Care Pharmacy Penguin,Lane's IGA,supermarket,TAS,2026-02-14T21:25:23.824139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Penguin Pharmacy (0m)
-40.9897747,145.7194643,,Item 133,"Supermarket 'IGA West End Supermarket' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 349 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.35,Healthpoint Pharmacy Wynyard,IGA West End Supermarket,supermarket,TAS,2026-02-14T21:25:23.826139,VERIFIED,All 2 nearby OSM pharmacies already in DB: Healthpoint Pharmacy (0m); Dixon's Pharmacy (1m)
-43.0659047,147.255555,,Item 133,"Supermarket 'Baxter's IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 352 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.35,Healthpoint Pharmacy Snug,Baxter's IGA,supermarket,TAS,2026-02-14T21:25:23.836139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Healthpoint Pharmacy Snug (0m)
-41.32339865,148.2489222,,Item 133,"Supermarket 'Hilly's IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 270 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Supermarket 'Bay of Fires IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 182 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.27,Blooms the Chemist St Helen's,Hilly's IGA,supermarket,TAS,2026-02-14T21:25:23.823139,VERIFIED,No pharmacies found in OSM within search radius
-42.8751386,147.3704878,,Item 133,"Supermarket 'Salamanca Fresh IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 243 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.24,Bellerive Quay Pharmacy,Salamanca Fresh IGA,supermarket,TAS,2026-02-14T21:25:23.822139,VERIFIED,All 2 nearby OSM pharmacies already in DB: Guardian (0m); Chemist Warehouse (1m)
-41.2991302,146.9521946,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 186 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.19,TerryWhite Chemmart Exeter,IGA,supermarket,TAS,2026-02-14T21:25:23.821139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Unknown Pharmacy (0m)
-42.0805434,145.5574234,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 184 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.18,Queenstown Medical Union Pharmacy,IGA,supermarket,TAS,2026-02-14T21:25:23.827139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Queenstown Medical Union Pharmacy (0m)
-41.1584465,146.174394,,Item 133,"Supermarket 'Railway IGA Supermarket' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 145 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.15,Priceline Pharmacy Ulverstone,Railway IGA Supermarket,supermarket,TAS,2026-02-14T21:25:23.828139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Westside Pharmacy & Post Office (1m)
-43.0988811,147.7427548,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 103 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.1,Tasman Pharmacy,IGA,supermarket,TAS,2026-02-14T21:25:23.832139,VERIFIED,All 1 nearby OSM pharmacies already in DB: Amcal Pharmacy (0m)
-41.4584509,147.153164,,Item 134,"Shopping centre 'DongSheng' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",55%,0.88,Slade Pharmacy Kings Meadows,DongSheng,shopping_centre,TAS,2026-02-14T21:25:23.845139,VERIFIED,All 3 nearby OSM pharmacies already in DB: Kings Meadows Capital Chemist (1m); Meadow Mews Pharmacy (1m); HealthWise Pharmacy (1m)
-42.8957201,147.3060276,,Item 135,"Hospital 'Calvary Healthcare Tasmania - St John's Campus' (0 beds, type: religious) with no pharmacy in complex (nearest 848 m). Private hospital, bed count unknown — requires verification; Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",55%,0.85,Complete Care Pharmacy South Hobart,Calvary Healthcare Tasmania - St John's Campus,hospital,TAS,2026-02-14T21:25:23.849139,VERIFIED,All 2 nearby OSM pharmacies already in DB: Complete Care Pharmacy (1m); Davey Street Discount Pharmacy (1m)
-41.43,147.1295,,Item 134,"Shopping centre 'Meadow Mews Shopping Centre' (GLA 5,500 sqm, est. 22 tenants) with supermarket but no pharmacy. Borderline: 22 est. tenants, supermarket size uncertain",55%,0.72,Invermay Discount Drug Store,Meadow Mews Shopping Centre,shopping_centre,TAS,2026-02-14T21:25:23.841139,VERIFIED,All 6 nearby OSM pharmacies already in DB: Invermay Discount Drug Store (1m); Chemists' Own Trevallyn Pharmacy (1m); Priceline Pharmacy (1m)
-41.5699777,147.2513504,,Item 134,"Shopping centre 'Jardin Skin Care Apothecary Tonics' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",55%,0.42,Evandale Pharmacy,Jardin Skin Care Apothecary Tonics,shopping_centre,TAS,2026-02-14T21:25:23.844139,VERIFIED,No pharmacies found in OSM within search radius
-42.9818279,147.2938109,,Item 134,"Shopping centre 'Total Tools' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",55%,0.37,Priceline Pharmacy Kingston,Total Tools,shopping_centre,TAS,2026-02-14T21:25:23.847139,VERIFIED,All 1 nearby OSM pharmacies already in DB: TerryWhite Chemmart (1m)
-42.843114,147.2977798,,Item 134,"Shopping centre 'Fantastic Furniture' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",55%,0.37,Friendly Care Advantage Moonah,Fantastic Furniture,shopping_centre,TAS,2026-02-14T21:25:23.848139,VERIFIED,All 2 nearby OSM pharmacies already in DB: Chemist Warehouse (1m); Amcal (1m)
