Latitude,Longitude,Address,Qualifying Rules,Evidence,Confidence,Nearest Pharmacy (km),Nearest Pharmacy Name,POI Name,POI Type,Region,Date Scanned
-32.0218491,115.9366265,,Item 133,"Supermarket 'Aldi' (1,300 sqm) with no adjacent pharmacy (nearest 125 m)",75%,0.13,TerryWhite Chemmart Cannington,Aldi,supermarket,WA,2026-02-14T16:53:20.895776
-32.5321688,115.7330288,,Item 133,"Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 415 m)",75%,0.42,TerryWhite Chemmart Mandurah,ALDI,supermarket,WA,2026-02-14T16:53:20.896776
-31.7413395,115.7410722,,Item 133,"Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 218 m)",75%,0.22,Currambine Pharmacy & Gifts,ALDI,supermarket,WA,2026-02-14T16:53:20.897776
-31.781977,115.9741291,,Item 133,"Supermarket 'Aldi' (1,300 sqm) with no adjacent pharmacy (nearest 350 m)",75%,0.35,Zest Pharmacy Ellenbrook,Aldi,supermarket,WA,2026-02-14T16:53:20.898776
-32.2879689,115.7427645,,Item 133,"Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 190 m)",75%,0.19,Chemist Warehouse Rockingham - Robinson Road,ALDI,supermarket,WA,2026-02-14T16:53:20.899776
-31.9735375,116.0582256,,Item 133,"Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 146 m)",75%,0.15,Priceline Pharmacy Kalamunda,ALDI,supermarket,WA,2026-02-14T16:53:20.901776
-31.7050781,115.8014225,,Item 133,"Supermarket 'Aldi' (1,300 sqm) with no adjacent pharmacy (nearest 115 m)",75%,0.12,TerryWhite Chemmart Banksia Grove,Aldi,supermarket,WA,2026-02-14T16:53:20.902776
-28.7769984,114.62681156666667,,"Item 133, Item 134","Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 866 m) | Shopping centre 'BWS' (GLA 5,000 sqm) with supermarket but no pharmacy | Shopping centre 'Pet City Geraldton' (GLA 5,000 sqm) with supermarket but no pharmacy",75%,0.87,Rangeway Amcal Pharmacy,ALDI,supermarket,WA,2026-02-14T16:53:20.903776
-31.5483389,115.640337,,Item 133,"Supermarket 'Aldi' (1,300 sqm) with no adjacent pharmacy (nearest 183 m)",75%,0.18,Pharmacy 777 Yanchep,Aldi,supermarket,WA,2026-02-14T16:53:20.904776
-32.0963532,115.7846333,,Item 133,"Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 111 m)",75%,0.11,Phoenix Centre Pharmacy,ALDI,supermarket,WA,2026-02-14T16:53:20.906379
-32.4086272,115.7592699,,Item 133,"Supermarket 'ALDI' (1,300 sqm) with no adjacent pharmacy (nearest 161 m)",75%,0.16,Priceline Pharmacy Secret Harbour,ALDI,supermarket,WA,2026-02-14T16:53:20.907379
-33.9766994,115.7649428,,Item 134,"Shopping centre 'Melo Velo' (GLA 5,000 sqm) with supermarket but no pharmacy",75%,0.20,Nannup Pharmacy,Melo Velo,shopping_centre,WA,2026-02-14T16:53:20.908378
-32.1085447,115.9390621,,Item 134,"Shopping centre 'Sista Fitness' (GLA 5,000 sqm) with supermarket but no pharmacy",75%,0.27,Greg's Discount Chemist - Southern River,Sista Fitness,shopping_centre,WA,2026-02-14T16:53:20.909378
-25.794013,113.7191705,,"Item 131, Item 133","Near 'Supermarket' (supermarket); straight-line 23.67 km, est. route 30.77 km from nearest pharmacy | Supermarket 'Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 23.67 km)",70%,23.67,Shark Bay Pharmacy,Supermarket,supermarket,WA,2026-02-14T16:53:20.910379
-32.6689164,118.155206,,"Item 131, Item 133","Near 'IGA Local Grocer' (supermarket); straight-line 45.82 km, est. route 59.56 km from nearest pharmacy | Supermarket 'IGA Local Grocer' (1,200 sqm) with no adjacent pharmacy (nearest 45.82 km)",70%,45.82,Corrigin Pharmacy & Health Food Centre,IGA Local Grocer,supermarket,WA,2026-02-14T16:53:20.911378
-30.9544584,121.169181,,"Item 131, Item 133","Near 'Morans General store' (supermarket); straight-line 36.08 km, est. route 46.90 km from nearest pharmacy | Supermarket 'Morans General store' (1,200 sqm) with no adjacent pharmacy (nearest 36.08 km)",70%,36.08,Boulder Pharmacy,Morans General store,supermarket,WA,2026-02-14T16:53:20.912411
-34.8372469,116.0257786,,"Item 131, Item 133","Near 'Windy Harbour Store' (supermarket); straight-line 43.57 km, est. route 56.64 km from nearest pharmacy | Supermarket 'Windy Harbour Store' (1,500 sqm) with no adjacent pharmacy (nearest 43.57 km)",70%,43.57,Pemberton Pharmacy,Windy Harbour Store,supermarket,WA,2026-02-14T16:53:20.914378
-33.5412671,118.1486847,,"Item 131, Item 133","Near '124 Nyabing Store' (supermarket); straight-line 45.83 km, est. route 59.58 km from nearest pharmacy | Supermarket '124 Nyabing Store' (1,500 sqm) with no adjacent pharmacy (nearest 45.83 km)",70%,45.83,Gnowangerup Pharmacy,124 Nyabing Store,supermarket,WA,2026-02-14T16:53:20.915378
-33.3368816,116.7427284,,"Item 131, Item 133","Near 'Fleay's Store' (supermarket); straight-line 36.67 km, est. route 47.67 km from nearest pharmacy | Supermarket 'Fleay's Store' (1,500 sqm) with no adjacent pharmacy (nearest 36.67 km)",70%,36.67,Williams Pharmacy,Fleay's Store,supermarket,WA,2026-02-14T16:53:20.916378
-28.539757,115.5119191,,"Item 131, Item 133","Near 'unkown (minimarket)' (supermarket); straight-line 85.43 km, est. route 111.06 km from nearest pharmacy | Supermarket 'unkown (minimarket)' (1,500 sqm) with no adjacent pharmacy (nearest 85.43 km)",70%,85.43,Optimal Pharmacy Plus Sunset Beach,unkown (minimarket),supermarket,WA,2026-02-14T16:53:20.917378
-31.995862,115.5405252,,"Item 131, Item 133","Near 'Rottnest General Store' (supermarket); straight-line 20.33 km, est. route 26.43 km from nearest pharmacy | Supermarket 'Rottnest General Store' (1,500 sqm) with no adjacent pharmacy (nearest 20.33 km)",70%,20.33,Leighton Beach Drive-In Pharmacy,Rottnest General Store,supermarket,WA,2026-02-14T16:53:20.918378
-33.965459,118.488139,,"Item 131, Item 133","Near 'Ongerup General Store' (supermarket); straight-line 39.77 km, est. route 51.70 km from nearest pharmacy | Supermarket 'Ongerup General Store' (1,500 sqm) with no adjacent pharmacy (nearest 39.77 km)",70%,39.77,Jerramungup Pharmacy Amcal,Ongerup General Store,supermarket,WA,2026-02-14T16:53:20.919378
-28.1880216,114.2511278,,"Item 131, Item 133","Near 'General Store' (supermarket); straight-line 41.36 km, est. route 53.77 km from nearest pharmacy | Supermarket 'General Store' (1,500 sqm) with no adjacent pharmacy (nearest 41.36 km)",70%,41.36,Northampton Pharmacy,General Store,supermarket,WA,2026-02-14T16:53:20.920932
-30.4506327,117.8633641,,"Item 131, Item 133","Near 'Beacon General Store Co-Op' (supermarket); straight-line 73.54 km, est. route 95.61 km from nearest pharmacy | Supermarket 'Beacon General Store Co-Op' (1,500 sqm) with no adjacent pharmacy (nearest 73.54 km)",70%,73.54,Unknown Pharmacy,Beacon General Store Co-Op,supermarket,WA,2026-02-14T16:53:20.921926
-15.485668,128.1192082,,"Item 131, Item 133","Near 'Wyndham Supermarket' (supermarket); straight-line 73.83 km, est. route 95.99 km from nearest pharmacy | Supermarket 'Wyndham Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 73.83 km)",70%,73.83,Amcal+ Pharmacy Kununurra,Wyndham Supermarket,supermarket,WA,2026-02-14T16:53:20.922926
-30.3645672,117.1181985,,"Item 131, Item 133","Near 'IGA Express Local Grocer' (supermarket); straight-line 44.84 km, est. route 58.29 km from nearest pharmacy | Supermarket 'IGA Express Local Grocer' (1,200 sqm) with no adjacent pharmacy (nearest 44.84 km)",70%,44.84,TerryWhite Chemmart Dalwallinu,IGA Express Local Grocer,supermarket,WA,2026-02-14T16:53:20.923927
-32.368673,117.0107759,,"Item 131, Item 133","Near 'IGA Local Grocer - Nourish Brookton' (supermarket); straight-line 19.69 km, est. route 25.60 km from nearest pharmacy | Supermarket 'IGA Local Grocer - Nourish Brookton' (1,200 sqm) with no adjacent pharmacy (nearest 19.69 km)",70%,19.69,Pingelly Pharmacy,IGA Local Grocer - Nourish Brookton,supermarket,WA,2026-02-14T16:53:20.924926
-31.1948727,117.0311121,,"Item 131, Item 133","Near 'Tin Dog Grocer' (supermarket); straight-line 22.51 km, est. route 29.26 km from nearest pharmacy | Supermarket 'Tin Dog Grocer' (1,500 sqm) with no adjacent pharmacy (nearest 22.51 km)",70%,22.51,Goomalling Pharmacy,Tin Dog Grocer,supermarket,WA,2026-02-14T16:53:20.925926
-33.3144361,117.7421943,,"Item 131, Item 133","Near 'Foodworks Dumbleyung General Store' (supermarket); straight-line 37.04 km, est. route 48.15 km from nearest pharmacy | Supermarket 'Foodworks Dumbleyung General Store' (1,500 sqm) with no adjacent pharmacy (nearest 37.04 km)",70%,37.04,Wagin Pharmacy,Foodworks Dumbleyung General Store,supermarket,WA,2026-02-14T16:53:20.926927
-32.7141732,116.0622492,,"Item 131, Item 133","Near 'IGA' (supermarket); straight-line 19.59 km, est. route 25.47 km from nearest pharmacy | Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 19.59 km)",70%,19.59,Amcal Waroona Pharmacy,IGA,supermarket,WA,2026-02-14T16:53:20.927926
-29.1903298,115.4417385,,"Item 131, Item 133","Near 'Mingenew IGA' (supermarket); straight-line 49.28 km, est. route 64.07 km from nearest pharmacy | Supermarket 'Mingenew IGA' (1,200 sqm) with no adjacent pharmacy (nearest 49.28 km)",70%,49.28,Sal's Pharmacy,Mingenew IGA,supermarket,WA,2026-02-14T16:53:20.928926
-32.5929491,117.6255539,,"Item 131, Item 133","Near 'Lake Yealering Emporium' (supermarket); straight-line 37.40 km, est. route 48.62 km from nearest pharmacy | Supermarket 'Lake Yealering Emporium' (1,500 sqm) with no adjacent pharmacy (nearest 37.40 km)",70%,37.40,Corrigin Pharmacy & Health Food Centre,Lake Yealering Emporium,supermarket,WA,2026-02-14T16:53:20.929927
-30.9165437,118.2072057,,Item 131,"Near 'Mukinbudin Healthcare Centre' (gp); straight-line 34.59 km, est. route 44.96 km from nearest pharmacy",70%,34.59,Unknown Pharmacy,Mukinbudin Healthcare Centre,gp,WA,2026-02-14T16:53:20.931926
-29.439461,116.2861936,,Item 131,"Near 'Perenjori Medical Centre' (gp); straight-line 36.90 km, est. route 47.97 km from nearest pharmacy",70%,36.90,Morawa Pharmacy,Perenjori Medical Centre,gp,WA,2026-02-14T16:53:20.932926
-22.8660358,117.8326301,,Item 131,"Near 'Clinic' (gp); straight-line 19.47 km, est. route 25.31 km from nearest pharmacy",70%,19.47,Tom Price Guardian Pharmacy,Clinic,gp,WA,2026-02-14T16:53:20.933945
-29.6881724,115.8861433,,Item 131,"Near 'Carnamah Medical & Allied Health Centre' (gp); straight-line 20.88 km, est. route 27.14 km from nearest pharmacy",70%,20.88,Sal's Pharmacy,Carnamah Medical & Allied Health Centre,gp,WA,2026-02-14T16:53:20.934926
-34.6351705,116.1229411,,Item 131,"Near 'Northcliffe Nursing Post' (gp); straight-line 22.61 km, est. route 29.40 km from nearest pharmacy",70%,22.61,Pemberton Pharmacy,Northcliffe Nursing Post,gp,WA,2026-02-14T16:53:20.935986
-30.5039781,115.066037,,Item 131,"Near 'Cervantes Health Centre' (hospital); straight-line 22.46 km, est. route 29.20 km from nearest pharmacy",70%,22.46,Jurien Pharmacy,Cervantes Health Centre,hospital,WA,2026-02-14T16:53:20.937496
-30.9600365,121.1644984,,Item 131,"Near 'Coolgardie Health Centre' (hospital); straight-line 36.78 km, est. route 47.82 km from nearest pharmacy",70%,36.78,Boulder Pharmacy,Coolgardie Health Centre,hospital,WA,2026-02-14T16:53:20.938496
-33.4462674,116.3041447,,Item 131,"Near 'First Aid Muja Power Station' (hospital); straight-line 16.95 km, est. route 22.04 km from nearest pharmacy",70%,16.95,Unknown Pharmacy,First Aid Muja Power Station,hospital,WA,2026-02-14T16:53:20.939496
-32.4890447,118.2655506,,Item 131,"Near 'Kondinin Hospital & Aged Care' (hospital); straight-line 40.60 km, est. route 52.79 km from nearest pharmacy",70%,40.60,Corrigin Pharmacy & Health Food Centre,Kondinin Hospital & Aged Care,hospital,WA,2026-02-14T16:53:20.940496
-28.5359855,115.5098174,,Item 131,"Near 'Mullewa Health Service' (hospital); straight-line 85.33 km, est. route 110.93 km from nearest pharmacy",70%,85.33,Optimal Pharmacy Plus Sunset Beach,Mullewa Health Service,hospital,WA,2026-02-14T16:53:20.941496
-33.3101989,117.740287,,Item 131,"Near 'Dumbleyung Health Service' (hospital); straight-line 36.86 km, est. route 47.92 km from nearest pharmacy",70%,36.86,Wagin Pharmacy,Dumbleyung Health Service,hospital,WA,2026-02-14T16:53:20.942496
-30.8941224,116.7247833,,Item 131,"Near 'Wongan Hills Health Service' (hospital); straight-line 46.02 km, est. route 59.82 km from nearest pharmacy",70%,46.02,Goomalling Pharmacy,Wongan Hills Health Service,hospital,WA,2026-02-14T16:53:20.943496
-15.4776236,128.1273182,,Item 131,"Near 'Wyndham Hospital' (hospital); straight-line 73.45 km, est. route 95.49 km from nearest pharmacy",70%,73.45,Amcal+ Pharmacy Kununurra,Wyndham Hospital,hospital,WA,2026-02-14T16:53:20.945496
-35.0173721,117.8779606,,Item 133,"Supermarket 'Highway' (1,500 sqm) with no adjacent pharmacy (nearest 497 m)",65%,0.50,Albany Plaza Discount Drug Store,Highway,supermarket,WA,2026-02-14T16:53:20.946496
-31.9947466,116.0712989,,Item 133,"Supermarket 'Primavera - green grocer' (1,500 sqm) with no adjacent pharmacy (nearest 1.30 km)",65%,1.30,Nightingales Pharmacy & Newsagency Kalamunda,Primavera - green grocer,supermarket,WA,2026-02-14T16:53:20.947496
-17.9609888,122.2152497,,Item 133,"Supermarket 'Broome IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.72 km)",65%,1.72,Northpharm Broome Pharmacy,Broome IGA,supermarket,WA,2026-02-14T16:53:20.948496
-31.9826678,115.7694666,,Item 133,"Supermarket 'Swanbourne Markets' (1,500 sqm) with no adjacent pharmacy (nearest 876 m)",65%,0.88,Wizard Pharmacy Claremont,Swanbourne Markets,supermarket,WA,2026-02-14T16:53:20.949496
-33.3487531,115.6572878,,Item 133,"Supermarket 'IGA Carey Park' (1,200 sqm) with no adjacent pharmacy (nearest 1.36 km)",65%,1.36,Bunbury Forum Pharmacy,IGA Carey Park,supermarket,WA,2026-02-14T16:53:20.950496
-32.0893407,115.9874444,,Item 133,"Supermarket 'Foodworks' (1,500 sqm) with no adjacent pharmacy (nearest 1.02 km)",65%,1.02,Corfield Street Family Chemist,Foodworks,supermarket,WA,2026-02-14T16:53:20.952049
-31.921053,115.83786,,Item 133,"Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 128 m)",65%,0.13,Pharmacy 777 Mount Hawthorn,IGA,supermarket,WA,2026-02-14T16:53:20.953081
-27.7037781,114.1683953,,Item 133,"Supermarket 'IGA Kalbarri' (1,200 sqm) with no adjacent pharmacy (nearest 945 m)",65%,0.95,Kalbarri Pharmacy,IGA Kalbarri,supermarket,WA,2026-02-14T16:53:20.954043
-31.8984502,115.7683429,,Item 133,"Supermarket 'Brighton Food Market' (1,500 sqm) with no adjacent pharmacy (nearest 497 m)",65%,0.50,Optimal Pharmacy Plus Scarborough,Brighton Food Market,supermarket,WA,2026-02-14T16:53:20.955058
-31.8692377,116.0349755,,Item 133,"Supermarket 'Stratton Supa IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.81 km)",65%,1.81,TerryWhite Chemmart Midvale,Stratton Supa IGA,supermarket,WA,2026-02-14T16:53:20.956043
-32.1085892,116.9256631,,Item 133,"Supermarket 'IGA Beverley' (1,200 sqm) with no adjacent pharmacy (nearest 106 m)",65%,0.11,Beverley Pharmacy,IGA Beverley,supermarket,WA,2026-02-14T16:53:20.957043
-31.5509306,116.4661064,,Item 133,"Supermarket 'Toodyay IGA' (1,200 sqm) with no adjacent pharmacy (nearest 220 m)",65%,0.22,Toodyay Pharmacy,Toodyay IGA,supermarket,WA,2026-02-14T16:53:20.958043
-15.7724169,128.740091,,Item 133,"Supermarket 'IGA Tuckerbox supermarket' (1,200 sqm) with no adjacent pharmacy (nearest 231 m)",65%,0.23,Amcal+ Pharmacy Kununurra,IGA Tuckerbox supermarket,supermarket,WA,2026-02-14T16:53:20.959043
-35.0274061,117.8842006,,Item 133,"Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 575 m)",65%,0.58,Amcal Max Albany,IGA,supermarket,WA,2026-02-14T16:53:20.961043
-33.8342907,117.1605222,,Item 133,"Supermarket 'Kojonup Retail Centre' (1,500 sqm) with no adjacent pharmacy (nearest 136 m)",65%,0.14,Kojonup Pharmacy,Kojonup Retail Centre,supermarket,WA,2026-02-14T16:53:20.962043
-32.8434834,115.9212677,,Item 133,"Supermarket 'Waroona IGA' (1,200 sqm) with no adjacent pharmacy (nearest 130 m)",65%,0.13,Amcal Waroona Pharmacy,Waroona IGA,supermarket,WA,2026-02-14T16:53:20.963043
-18.2235417,127.6692516,,Item 133,"Supermarket 'IGA Express' (1,200 sqm) with no adjacent pharmacy (nearest 112 m)",65%,0.11,Halls Creek Pharmacy,IGA Express,supermarket,WA,2026-02-14T16:53:20.964043
-31.8077952,115.8628655,,Item 133,"Supermarket 'Landsdale Forum' (1,500 sqm) with no adjacent pharmacy (nearest 162 m)",65%,0.16,Landsdale Compounding Pharmacy,Landsdale Forum,supermarket,WA,2026-02-14T16:53:20.965043
-30.7402503,121.4667222,,Item 133,"Supermarket 'Hannans IGA' (1,200 sqm) with no adjacent pharmacy (nearest 915 m)",65%,0.92,Guardian,Hannans IGA,supermarket,WA,2026-02-14T16:53:20.966043
-30.7715323,121.4836934,,Item 133,"Supermarket 'Lionel Street IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.31 km)",65%,1.31,Boulder Pharmacy,Lionel Street IGA,supermarket,WA,2026-02-14T16:53:20.967615
-32.1678487,115.8616113,,Item 133,"Supermarket 'IGA X-press' (1,200 sqm) with no adjacent pharmacy (nearest 1.19 km)",65%,1.19,Harvest Lakes Pharmacy,IGA X-press,supermarket,WA,2026-02-14T16:53:20.968612
-32.0090841,115.9023283,,Item 133,"Supermarket 'Bentley IGA' (1,200 sqm) with no adjacent pharmacy (nearest 354 m)",65%,0.35,Pharmacy 777 Bentley,Bentley IGA,supermarket,WA,2026-02-14T16:53:20.969612
-31.984866,115.9037543,,Item 133,"Supermarket 'East Victoria Park IGA' (1,200 sqm) with no adjacent pharmacy (nearest 196 m)",65%,0.20,Priceline Pharmacy,East Victoria Park IGA,supermarket,WA,2026-02-14T16:53:20.970612
-30.3053241,115.0381341,,Item 133,"Supermarket 'IGA Jurien Bay' (1,200 sqm) with no adjacent pharmacy (nearest 404 m)",65%,0.40,Jurien Pharmacy,IGA Jurien Bay,supermarket,WA,2026-02-14T16:53:20.971612
-31.9082862,115.7914294,,Item 133,"Supermarket 'Farmer's Jack, Woodlands' (1,500 sqm) with no adjacent pharmacy (nearest 890 m)",65%,0.89,Chemist Warehouse,"Farmer's Jack, Woodlands",supermarket,WA,2026-02-14T16:53:20.972612
-33.9404575,118.91964,,Item 133,"Supermarket 'Jerramungup IGA' (1,200 sqm) with no adjacent pharmacy (nearest 135 m)",65%,0.14,Jerramungup Pharmacy Amcal,Jerramungup IGA,supermarket,WA,2026-02-14T16:53:20.973612
-31.945572,115.8253534,,Item 133,"Supermarket 'Golden Choice Subiaco Fresh Market' (1,500 sqm) with no adjacent pharmacy (nearest 116 m)",65%,0.12,Priceline Pharmacy Rokeby Road,Golden Choice Subiaco Fresh Market,supermarket,WA,2026-02-14T16:53:20.974612
-31.8939026,115.7639173,,Item 133,"Supermarket 'Scarboro Super Deli' (1,500 sqm) with no adjacent pharmacy (nearest 212 m)",65%,0.21,Optimal Pharmacy Plus Scarborough,Scarboro Super Deli,supermarket,WA,2026-02-14T16:53:20.975612
-31.9598843,115.8713888,,Item 133,"Supermarket 'Rise' (1,500 sqm) with no adjacent pharmacy (nearest 186 m)",65%,0.19,Rosen's Pharmacy,Rise,supermarket,WA,2026-02-14T16:53:20.976612
-33.9636612,116.1353357,,Item 133,"Supermarket 'Lucky 7' (1,500 sqm) with no adjacent pharmacy (nearest 557 m)",65%,0.56,Pharmacy 777 Bridgetown,Lucky 7,supermarket,WA,2026-02-14T16:53:20.977614
-31.8616863,115.8208889,,Item 133,"Supermarket 'Campbells' (1,500 sqm) with no adjacent pharmacy (nearest 745 m)",65%,0.75,Chemist Warehouse,Campbells,supermarket,WA,2026-02-14T16:53:20.978613
-28.3489688,114.6311376,,Item 133,"Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 103 m)",65%,0.10,Northampton Pharmacy,IGA,supermarket,WA,2026-02-14T16:53:20.979612
-31.3853352,116.0956328,,Item 133,"Supermarket 'BindoonIGA' (1,200 sqm) with no adjacent pharmacy (nearest 185 m)",65%,0.19,TerryWhite Chemmart Bindoon,BindoonIGA,supermarket,WA,2026-02-14T16:53:20.980612
-28.8025095,114.625062,,Item 133,"Supermarket 'Gearings Local Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 1.07 km)",65%,1.07,Pharmacy 777 Geraldton,Gearings Local Supermarket,supermarket,WA,2026-02-14T16:53:20.982612
-31.8798974,115.8810388,,Item 133,"Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.38 km)",65%,1.38,Noranda Feelgood Pharmacy,IGA,supermarket,WA,2026-02-14T16:53:20.983181
-32.0152293,115.9399741,,Item 133,"Supermarket 'NP Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 221 m)",65%,0.22,TerryWhite Chemmart,NP Supermarket,supermarket,WA,2026-02-14T16:53:20.984175
-31.9987649,115.7616264,,Item 133,"Supermarket 'Boatshed' (1,500 sqm) with no adjacent pharmacy (nearest 124 m)",65%,0.12,Pharmacy on Napoleon,Boatshed,supermarket,WA,2026-02-14T16:53:20.985175
-31.9912295,115.9144064,,Item 133,"Supermarket 'Swansea Street Markets' (1,500 sqm) with no adjacent pharmacy (nearest 396 m)",65%,0.40,Priceline Pharmacy St James,Swansea Street Markets,supermarket,WA,2026-02-14T16:53:20.986175
-34.959084399999995,117.35467940000001,,Item 133,"Supermarket 'IGA Local Grocer' (1,200 sqm) with no adjacent pharmacy (nearest 160 m) | Supermarket 'IGA Fine Food Market' (1,200 sqm) with no adjacent pharmacy (nearest 126 m)",65%,0.16,Denmark Pharmacy,IGA Local Grocer,supermarket,WA,2026-02-14T16:53:20.988175
-32.0663361,115.8340124,,Item 133,"Supermarket 'Murdoch University Grab N Go' (1,500 sqm) with no adjacent pharmacy (nearest 864 m)",65%,0.86,Winthrop Pharmacy,Murdoch University Grab N Go,supermarket,WA,2026-02-14T16:53:20.989174
-31.9218132,115.8801454,,Item 133,"Supermarket 'Perth Ceilling Fixers' (1,500 sqm) with no adjacent pharmacy (nearest 593 m)",65%,0.59,The Dispensary Mount Lawley,Perth Ceilling Fixers,supermarket,WA,2026-02-14T16:53:20.993174
-31.9090657,115.9206882,,Item 133,"Supermarket 'Indian Grocer' (1,500 sqm) with no adjacent pharmacy (nearest 1.34 km)",65%,1.34,Pharmacy 777 Bayswater,Indian Grocer,supermarket,WA,2026-02-14T16:53:20.997174
-31.8994268,115.8012012,,Item 133,"Supermarket 'Spudshed' (1,500 sqm) with no adjacent pharmacy (nearest 176 m)",65%,0.18,Wizard Pharmacy Innaloo Medical Centre,Spudshed,supermarket,WA,2026-02-14T16:53:21.000833
-31.9577387,115.86956565,,Item 133,"Supermarket 'Golden Hay Super Market' (1,500 sqm) with no adjacent pharmacy (nearest 131 m) | Supermarket 'Top Mart' (1,500 sqm) with no adjacent pharmacy (nearest 289 m)",65%,0.13,Rosen's Pharmacy,Golden Hay Super Market,supermarket,WA,2026-02-14T16:53:21.004833
-31.7795159,115.7450518,,Item 133,"Supermarket 'IGA Mullaloo' (1,200 sqm) with no adjacent pharmacy (nearest 1.03 km)",65%,1.03,Beldon Amcal Chemist,IGA Mullaloo,supermarket,WA,2026-02-14T16:53:21.008833
-31.8269276,115.8783637,,Item 133,"Supermarket 'The Market Place Ballajura IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.08 km)",65%,1.08,Summer Lakes Pharmacy,The Market Place Ballajura IGA,supermarket,WA,2026-02-14T16:53:21.012833
-31.739233300000002,115.73823035000001,,Item 133,"Supermarket 'The Cheesecake Shop' (1,500 sqm) with no adjacent pharmacy (nearest 223 m) | Supermarket 'City Farmers' (1,500 sqm) with no adjacent pharmacy (nearest 222 m)",65%,0.22,Currambine Pharmacy & Gifts,The Cheesecake Shop,supermarket,WA,2026-02-14T16:53:21.016411
-31.989839,115.8704578,,Item 133,"Supermarket 'Farmer Jack's' (1,500 sqm) with no adjacent pharmacy (nearest 776 m)",65%,0.78,Community Pharmacy,Farmer Jack's,supermarket,WA,2026-02-14T16:53:21.020411
-31.9796298,115.7821082,,Item 133,"Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 251 m)",65%,0.25,Claremont Chemist and News,IGA,supermarket,WA,2026-02-14T16:53:21.021411
-31.9476893,115.8217556,,Item 133,"Supermarket 'Be Free Organics' (1,500 sqm) with no adjacent pharmacy (nearest 205 m)",65%,0.21,Chemist Warehouse,Be Free Organics,supermarket,WA,2026-02-14T16:53:21.022411
-33.2713394,115.7513515,,Item 133,"Supermarket 'Spudshed Australind' (1,500 sqm) with no adjacent pharmacy (nearest 1.24 km)",65%,1.24,Chemwise Pharmacy Australind,Spudshed Australind,supermarket,WA,2026-02-14T16:53:21.024411
-31.7982747,115.8313839,,Item 133,"Supermarket 'Climateframe Double Glazing' (1,500 sqm) with no adjacent pharmacy (nearest 1.83 km)",65%,1.83,Terry White Wangara Pharmacy,Climateframe Double Glazing,supermarket,WA,2026-02-14T16:53:21.025411
-31.9106502,115.8089187,,Item 133,"Supermarket 'Pine Timber Products' (1,500 sqm) with no adjacent pharmacy (nearest 1.19 km)",65%,1.19,Chemist Warehouse,Pine Timber Products,supermarket,WA,2026-02-14T16:53:21.026411
-32.0392669,115.8783755,,Item 133,"Supermarket 'Lotus Indian Groceries' (1,500 sqm) with no adjacent pharmacy (nearest 834 m) | Supermarket 'Spicy Touch Indian Groceries' (1,500 sqm) with no adjacent pharmacy (nearest 882 m)",65%,0.83,Wizard Pharmacy Willetton,Lotus Indian Groceries,supermarket,WA,2026-02-14T16:53:21.027412
-31.9119536,116.0120698,,Item 133,"Supermarket 'BTP Group' (1,500 sqm) with no adjacent pharmacy (nearest 1.65 km)",65%,1.65,TerryWhite Chemmart Helena Valley,BTP Group,supermarket,WA,2026-02-14T16:53:21.028411
-31.2321186,119.3283702,,Item 133,"Supermarket 'Southern Cross Foodworks' (1,500 sqm) with no adjacent pharmacy (nearest 103 m)",65%,0.10,Southern Cross Pharmacy,Southern Cross Foodworks,supermarket,WA,2026-02-14T16:53:21.029411
-31.6339442,117.7191303,,Item 133,"Supermarket 'Kellerberrin Farmers Market IGA' (1,200 sqm) with no adjacent pharmacy (nearest 131 m)",65%,0.13,Kellberrin Pharmacy,Kellerberrin Farmers Market IGA,supermarket,WA,2026-02-14T16:53:21.031001
-31.180058,117.3809792,,Item 133,"Supermarket 'Wyalkatchem General Store' (1,500 sqm) with no adjacent pharmacy (nearest 161 m)",65%,0.16,Happy Pill Pharmacy,Wyalkatchem General Store,supermarket,WA,2026-02-14T16:53:21.032001
