Latitude,Longitude,Address,Qualifying Rules,Evidence,Confidence,Nearest Pharmacy (km),Nearest Pharmacy Name,POI Name,POI Type,Region,Date Scanned,Verification,Verification Notes,Pop 5km,Pop 10km,Pop 15km,Nearest Town,Nearest Town Pop,Nearest Town Dist (km),Opportunity Score,Pharmacy Count 5km,Pharmacy Count 10km,Pharmacy Count 15km,Chain Count,Independent Count,Competition Score,Nearest Competitors,Composite Score
-33.3144361,117.7421943,,"Item 131, Item 133","Near 'Foodworks Dumbleyung General Store' (supermarket); straight-line 37.04 km, est. route 48.15 km from nearest pharmacy | Supermarket 'Foodworks Dumbleyung General Store' (1,500 sqm) with no adjacent pharmacy (nearest 37.04 km)",70%,37.04,Wagin Pharmacy,Foodworks Dumbleyung General Store,supermarket,WA,2026-02-14T16:53:20.926927,VERIFIED,No pharmacies found in OSM within search radius,238,238,238,Unknown,0,-1,249.9,0,0,0,0,0,0.0,,8815.5
-33.3101989,117.740287,,Item 131,"Near 'Dumbleyung Health Service' (hospital); straight-line 36.86 km, est. route 47.92 km from nearest pharmacy",70%,36.86,Wagin Pharmacy,Dumbleyung Health Service,hospital,WA,2026-02-14T16:53:20.942496,VERIFIED,No pharmacies found in OSM within search radius,238,238,238,Unknown,0,-1,249.9,0,0,0,0,0,0.0,,8772.7
-33.09412438,119.02465134000002,,"Item 130, Item 131, Item 133","Supermarket 'Newdegate Groicer and Cafe' (1200 sqm) + GP 'Newdegate Medical Centre' (1.0 FTE) within 500 m; 52.43 km from nearest pharmacy | GP 'Newdegate Medical Centre' (1.0 FTE) + Supermarket 'Newdegate Groicer and Cafe' (1200 sqm) within 500 m; 52.51 km from nearest pharmacy | Near 'Newdegate Groicer and Cafe' (supermarket); straight-line 52.43 km, est. route 68.16 km from nearest pharmacy | Near 'Newdegate Medical Centre' (gp); straight-line 52.51 km, est. route 68.27 km from nearest pharmacy | Supermarket 'Newdegate Groicer and Cafe' (1,200 sqm) with no adjacent pharmacy (nearest 52.43 km)",75%,52.43,Lake Grace Community Pharmacy,Newdegate Groicer and Cafe,supermarket,WA,2026-02-14T16:53:20.851071,VERIFIED,No pharmacies found in OSM within search radius,167,167,167,Unknown,0,-1,187.9,0,0,0,0,0,0.0,,8755.8
-30.824989025,117.48283825,,"Item 130, Item 131, Item 133","Supermarket 'Koorda IGA' (1200 sqm) + GP 'Koorda Health Centre' (1.0 FTE) within 500 m; 40.70 km from nearest pharmacy | Near 'Koorda IGA' (supermarket); straight-line 40.70 km, est. route 52.91 km from nearest pharmacy | Near 'Koorda Health Centre' (gp); straight-line 40.74 km, est. route 52.96 km from nearest pharmacy | Supermarket 'Koorda IGA' (1,200 sqm) with no adjacent pharmacy (nearest 40.70 km)",75%,40.7,Happy Pill Pharmacy,Koorda IGA,supermarket,WA,2026-02-14T16:53:20.852071,VERIFIED,No pharmacies found in OSM within search radius,213,213,213,Unknown,0,-1,239.6,0,0,0,0,0,0.0,,8669.1
-30.3645672,117.1181985,,"Item 131, Item 133","Near 'IGA Express Local Grocer' (supermarket); straight-line 44.84 km, est. route 58.29 km from nearest pharmacy | Supermarket 'IGA Express Local Grocer' (1,200 sqm) with no adjacent pharmacy (nearest 44.84 km)",70%,44.84,TerryWhite Chemmart Dalwallinu,IGA Express Local Grocer,supermarket,WA,2026-02-14T16:53:20.923927,VERIFIED,No pharmacies found in OSM within search radius,187,187,187,Unknown,0,-1,196.3,0,0,0,0,0,0.0,,8385.1
-32.07178513333333,115.8940852,,"Item 130, Item 133","Supermarket 'Market City Gourmet Foods' (1500 sqm) + GP 'Olympic Medical Centre' (1.0 FTE) within 500 m; 1.99 km from nearest pharmacy | Supermarket 'Market City Gourmet Foods' (1,500 sqm) with no adjacent pharmacy (nearest 1.99 km) | Supermarket 'Janani Trading' (1,500 sqm) with no adjacent pharmacy (nearest 1.95 km)",75%,1.99,Priceline Willetton,Market City Gourmet Foods,supermarket,WA,2026-02-14T16:53:20.849071,VERIFIED,No pharmacies found in OSM within search radius,996270,1629746,1767145,Jandakot,2657,3.97,977847.6,24,104,218,84,134,388.0,"Priceline Willetton (2.0km, chain); Southlands Pharmacy (2.1km, ind); Priceline Pharmacy (2.2km, chain)",8337.3
-29.88172854,116.02294835999999,,"Item 130, Item 131, Item 133","Supermarket 'Family Shopping Centre' (1500 sqm) + GP 'Coorow Medical Centre' (1.0 FTE) within 500 m; 46.12 km from nearest pharmacy | GP 'Coorow Medical Centre' (1.0 FTE) + Supermarket 'Family Shopping Centre' (1500 sqm) within 500 m; 46.08 km from nearest pharmacy | Near 'Family Shopping Centre' (supermarket); straight-line 46.12 km, est. route 59.96 km from nearest pharmacy | Near 'Coorow Medical Centre' (gp); straight-line 46.08 km, est. route 59.91 km from nearest pharmacy | Supermarket 'Family Shopping Centre' (1,500 sqm) with no adjacent pharmacy (nearest 46.12 km)",75%,46.12,Sal's Pharmacy,Family Shopping Centre,supermarket,WA,2026-02-14T16:53:20.853071,VERIFIED,No pharmacies found in OSM within search radius,176,176,176,Unknown,0,-1,198.0,0,0,0,0,0,0.0,,8117.1
-31.1948727,117.0311121,,"Item 131, Item 133","Near 'Tin Dog Grocer' (supermarket); straight-line 22.51 km, est. route 29.26 km from nearest pharmacy | Supermarket 'Tin Dog Grocer' (1,500 sqm) with no adjacent pharmacy (nearest 22.51 km)",70%,22.51,Goomalling Pharmacy,Tin Dog Grocer,supermarket,WA,2026-02-14T16:53:20.925926,VERIFIED,No pharmacies found in OSM within search radius,357,357,357,Dowerin,357,0.08,374.8,0,0,0,0,0,0.0,,8036.1
-32.070180475,115.8919354,,"Item 130, Item 133","Supermarket 'Natural City' (1500 sqm) + GP 'Olympic Medical Centre' (1.0 FTE) within 500 m; 1.83 km from nearest pharmacy | GP 'Olympic Medical Centre' (1.0 FTE) + Supermarket 'Springbok Foods' (1500 sqm) within 500 m; 1.69 km from nearest pharmacy | Supermarket 'Natural City' (1,500 sqm) with no adjacent pharmacy (nearest 1.83 km) | Supermarket 'Springbok Foods' (1,500 sqm) with no adjacent pharmacy (nearest 1.82 km)",75%,1.83,Southlands Pharmacy,Natural City,supermarket,WA,2026-02-14T16:53:20.850071,VERIFIED,No pharmacies found in OSM within search radius,1024225,1657701,1767145,Jandakot,2657,4.03,994620.6,23,102,220,84,136,387.0,"Southlands Pharmacy (1.8km, ind); Priceline Pharmacy (1.9km, chain); Priceline Willetton (2.2km, chain)",7818.5
-32.0679225,115.9033576,,Item 133,"Supermarket 'Campbells' (1,500 sqm) with no adjacent pharmacy (nearest 1.73 km)",65%,1.73,Priceline Willetton,Campbells,supermarket,WA,2026-02-14T16:53:21.060578,VERIFIED,No pharmacies found in OSM within search radius,1018360,1651836,1767145,Langford,5671,4.67,858954.7,24,106,212,79,133,381.5,"Priceline Willetton (1.7km, chain); TerryWhite Chemmart Rostrata (2.0km, chain); Wizard Pharmacy Livingston (2.4km, chain)",7471.0
-33.3368816,116.7427284,,"Item 131, Item 133","Near 'Fleay's Store' (supermarket); straight-line 36.67 km, est. route 47.67 km from nearest pharmacy | Supermarket 'Fleay's Store' (1,500 sqm) with no adjacent pharmacy (nearest 36.67 km)",70%,36.67,Williams Pharmacy,Fleay's Store,supermarket,WA,2026-02-14T16:53:20.916378,VERIFIED,No pharmacies found in OSM within search radius,194,194,194,Unknown,0,-1,203.7,0,0,0,0,0,0.0,,7114.0
-34.6351705,116.1229411,,Item 131,"Near 'Northcliffe Nursing Post' (gp); straight-line 22.61 km, est. route 29.40 km from nearest pharmacy",70%,22.61,Pemberton Pharmacy,Northcliffe Nursing Post,gp,WA,2026-02-14T16:53:20.935986,VERIFIED,No pharmacies found in OSM within search radius,300,300,300,Northcliffe,300,0.26,315.0,0,0,0,0,0,0.0,,6783.0
-29.6881724,115.8861433,,Item 131,"Near 'Carnamah Medical & Allied Health Centre' (gp); straight-line 20.88 km, est. route 27.14 km from nearest pharmacy",70%,20.88,Sal's Pharmacy,Carnamah Medical & Allied Health Centre,gp,WA,2026-02-14T16:53:20.934926,VERIFIED,No pharmacies found in OSM within search radius,314,314,314,Carnamah,314,0.15,329.7,0,0,0,0,0,0.0,,6556.3
-32.7141732,116.0622492,,"Item 131, Item 133","Near 'IGA' (supermarket); straight-line 19.59 km, est. route 25.47 km from nearest pharmacy | Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 19.59 km)",70%,19.59,Amcal Waroona Pharmacy,IGA,supermarket,WA,2026-02-14T16:53:20.927926,VERIFIED,No pharmacies found in OSM within search radius,332,332,332,Dwellingup,332,0.61,348.6,0,0,0,0,0,0.0,,6503.9
-29.439461,116.2861936,,Item 131,"Near 'Perenjori Medical Centre' (gp); straight-line 36.90 km, est. route 47.97 km from nearest pharmacy",70%,36.9,Morawa Pharmacy,Perenjori Medical Centre,gp,WA,2026-02-14T16:53:20.932926,VERIFIED,No pharmacies found in OSM within search radius,176,176,176,Unknown,0,-1,184.8,0,0,0,0,0,0.0,,6494.4
-32.0370731,115.9679329,,Item 133,"Supermarket 'Al Fares Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 1.35 km)",65%,1.35,Kenwick Pharmacy,Al Fares Supermarket,supermarket,WA,2026-02-14T16:53:21.039001,VERIFIED,All 1 nearby OSM pharmacies already in DB: Unknown Pharmacy (1m),964563,1598039,1772892,Kenwick,5688,1.62,830980.3,31,80,189,87,102,343.5,"Kenwick Pharmacy (1.3km, ind); Maddington Medical Centre Pharmacy (1.7km, ind); Spencer Village Pharmacy (1.7km, ind)",6262.3
-20.7743055,117.1464062,"Roebourne Supermarket, Roe Street, Roebourne, City Of Karratha, Western Australia, 6718, Australia","Item 131, Item 133","Near 'Roebourne Supermarket' (supermarket); route distance 12.79 km from nearest pharmacy (verified via OSRM) | Supermarket 'Roebourne Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 11.09 km)",85%,12.79,Clinicare Pharmacy Wickham,Roebourne Supermarket,supermarket,WA,2026-02-14T16:53:20.838517,VERIFIED,No pharmacies found in OSM within search radius,762,864,2778,Roebourne,700,0.22,1101.6,0,0,1,0,1,1.0,,5525.3
-20.776496,117.1435435,,Item 131,Near 'Roebourne Hospital' (hospital); route distance 13.16 km from nearest pharmacy (verified via OSRM),85%,13.16,Clinicare Pharmacy Wickham,Roebourne Hospital,hospital,WA,2026-02-14T16:53:20.839517,VERIFIED,No pharmacies found in OSM within search radius,762,762,2778,Roebourne,700,0.52,971.5,0,0,1,0,1,1.0,,5014.0
-31.8451751,115.8484824,,Item 133,"Supermarket 'Win-Win Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 1.09 km)",65%,1.09,Chemist Warehouse,Win-Win Supermarket,supermarket,WA,2026-02-14T16:53:21.072196,VERIFIED,All 1 nearby OSM pharmacies already in DB: Chemist Warehouse (1m),1125007,1758483,1781440,Girrawheen,8759,0.86,914411.2,36,116,223,91,132,420.5,"Chemist Warehouse (1.1km, chain); Koondoola Pharmacy (1.1km, ind); Chemist Discount Centre Girrawheen (1.2km, ind)",4547.4
-31.8269276,115.8783637,,Item 133,"Supermarket 'The Market Place Ballajura IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.08 km)",65%,1.08,Summer Lakes Pharmacy,The Market Place Ballajura IGA,supermarket,WA,2026-02-14T16:53:21.012833,VERIFIED,All 1 nearby OSM pharmacies already in DB: Clinicare Pharmacy Summerlakes (1m),859999,1493475,1779217,Alexander Heights,7924,1.19,776607.0,18,89,225,92,133,378.0,"Summer Lakes Pharmacy (1.1km, ind); Chemist Warehouse Ballajura City Shopping Centre (1.9km, chain); Superchem Ballajura Pharmacy (2.3km, ind)",4255.8
-32.0663361,115.8340124,,Item 133,"Supermarket 'Murdoch University Grab N Go' (1,500 sqm) with no adjacent pharmacy (nearest 864 m)",65%,0.86,Winthrop Pharmacy,Murdoch University Grab N Go,supermarket,WA,2026-02-14T16:53:20.989174,VERIFIED,All 2 nearby OSM pharmacies already in DB: Winthrop Pharmacy (1m); Outpatient Pharmacy (1m),1100617,1734093,1778415,Murdoch,3524,0.52,563580.2,28,95,209,72,137,368.0,"Winthrop Pharmacy (0.9km, ind); Slade Pharmacy Murdoch (1.0km, ind); Wexford Medical Centre Pharmacy (1.0km, ind)",4041.5
-32.027604,115.7949629,,Item 133,"Supermarket 'The Foodie's Basket' (1,500 sqm) with no adjacent pharmacy (nearest 769 m)",65%,0.77,Gerald Burns Pharmacy,The Foodie's Basket,supermarket,WA,2026-02-14T16:53:21.050594,VERIFIED,All 2 nearby OSM pharmacies already in DB: Gerald Burns Pharmacy (1m); Formula Pharmacy (1m),1410708,2044184,1779346,Attadale,6335,0.74,664359.8,31,107,219,75,144,394.5,"Gerald Burns Pharmacy (0.8km, ind); Formula Pharmacy (1.0km, ind); Point Walter Pharmacy (1.4km, ind)",3979.8
-31.995181199999998,116.0111531,,"Item 133, Item 134","Supermarket 'Farmer Jacks' (1,500 sqm) with no adjacent pharmacy (nearest 731 m) | Shopping centre 'Edinburgh Road Shopping Centre' (GLA 5,000 sqm) with supermarket but no pharmacy",75%,0.73,Forrestfield Pharmacy,Edinburgh Road Shopping Centre,shopping_centre,WA,2026-02-14T16:53:20.862144,VERIFIED,All 2 nearby OSM pharmacies already in DB: Forrestfield Pharmacy (1m); Priceline Pharmacy (1m),802685,1436161,1775201,Forrestfield,12690,1.1,538560.4,8,69,157,68,89,268.0,"Forrestfield Pharmacy (0.7km, ind); Priceline Pharmacy Forrestfield (0.9km, chain); Priceline Pharmacy (0.9km, chain)",3897.4
-32.5929491,117.6255539,,"Item 131, Item 133","Near 'Lake Yealering Emporium' (supermarket); straight-line 37.40 km, est. route 48.62 km from nearest pharmacy | Supermarket 'Lake Yealering Emporium' (1,500 sqm) with no adjacent pharmacy (nearest 37.40 km)",70%,37.4,Corrigin Pharmacy & Health Food Centre,Lake Yealering Emporium,supermarket,WA,2026-02-14T16:53:20.929927,VERIFIED,No pharmacies found in OSM within search radius,104,104,104,Unknown,0,-1,109.2,0,0,0,0,0,0.0,,3889.6
-33.965459,118.488139,,"Item 131, Item 133","Near 'Ongerup General Store' (supermarket); straight-line 39.77 km, est. route 51.70 km from nearest pharmacy | Supermarket 'Ongerup General Store' (1,500 sqm) with no adjacent pharmacy (nearest 39.77 km)",70%,39.77,Jerramungup Pharmacy Amcal,Ongerup General Store,supermarket,WA,2026-02-14T16:53:20.919378,VERIFIED,No pharmacies found in OSM within search radius,93,93,93,Unknown,0,-1,97.6,0,0,0,0,0,0.0,,3698.6
-32.045161300000004,115.81239554999999,,Item 133,"Supermarket 'Perth Kimchi' (1,500 sqm) with no adjacent pharmacy (nearest 734 m) | Supermarket 'Yee Seng Oriental Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 725 m)",65%,0.73,Myaree Pharmacy,Perth Kimchi,supermarket,WA,2026-02-14T16:53:21.045065,VERIFIED,All 2 nearby OSM pharmacies already in DB: Myaree Pharmacy (1m); 777 Pharmacy (1m),1306060,1939536,1779005,Myaree,1945,0.71,630349.2,30,102,216,75,141,385.5,"Myaree Pharmacy (0.7km, ind); Optimal Medication Solutions (0.9km, ind); Pharmacy 777 Willagee (1.0km, ind)",3663.3
-32.0134797,115.9460789,,Item 133,"Supermarket 'Quick and Easy Indian Grocery' (1,500 sqm) with no adjacent pharmacy (nearest 720 m)",65%,0.72,TerryWhite Chemmart,Quick and Easy Indian Grocery,supermarket,WA,2026-02-14T16:53:21.051577,VERIFIED,All 5 nearby OSM pharmacies already in DB: TerryWhite Chemmart (1m); Amcal (1m); Chemist Warehouse (1m),1385905,2019381,1780370,Cannington,5929,0.79,656298.8,28,98,241,99,142,416.5,"TerryWhite Chemmart (0.7km, chain); Pharmacy 4 Less Cannington (0.9km, ind); Amcal Cannington (1.0km, chain)",3482.5
-32.072,115.838,,Item 135,Hospital 'Fiona Stanley Hospital' (783 beds) with no adjacent pharmacy (nearest 676 m),80%,0.68,Slade Pharmacy Murdoch,Fiona Stanley Hospital,hospital,WA,2026-02-14T16:53:20.844071,VERIFIED,All 1 nearby OSM pharmacies already in DB: Outpatient Pharmacy (1m),1023555,1657031,1771197,Murdoch,3524,0.24,662812.4,29,90,203,71,132,357.5,"Slade Pharmacy Murdoch (0.7km, ind); Wexford Medical Centre Pharmacy (0.7km, ind); Outpatient Pharmacy (0.7km, ind)",3143.0
-31.8616863,115.8208889,,Item 133,"Supermarket 'Campbells' (1,500 sqm) with no adjacent pharmacy (nearest 745 m)",65%,0.75,Chemist Warehouse,Campbells,supermarket,WA,2026-02-14T16:53:20.978613,VERIFIED,All 2 nearby OSM pharmacies already in DB: Chemist Warehouse (1m); Unknown Pharmacy (1m),1282261,1915737,1781712,Balcatta,10382,1.03,622614.5,49,133,232,91,141,459.5,"Chemist Warehouse (0.7km, chain); MedWest Medical Dispensary (0.8km, ind); Unknown Pharmacy (1.2km, ind)",3120.1
-30.775541750000002,121.4608674,,"Item 133, Item 134","Supermarket 'O'Connor Fresh IGA' (1,200 sqm) with no adjacent pharmacy (nearest 2.84 km) | Shopping centre 'O'Connor IGA' (GLA 5,000 sqm) with supermarket but no pharmacy",75%,2.83,Boulder Pharmacy,O'Connor IGA,shopping_centre,WA,2026-02-14T16:53:20.863144,VERIFIED,No pharmacies found in OSM within search radius,29068,29068,29152,Kalgoorlie,29068,3.45,21801.0,8,8,8,6,2,27.0,"Boulder Pharmacy (2.8km, ind); Wizard Pharmacy Kalgoorlie City (3.0km, chain); Wizard Pharmacy Kalgoorlie (3.0km, chain)",2937.9
-28.1880216,114.2511278,,"Item 131, Item 133","Near 'General Store' (supermarket); straight-line 41.36 km, est. route 53.77 km from nearest pharmacy | Supermarket 'General Store' (1,500 sqm) with no adjacent pharmacy (nearest 41.36 km)",70%,41.36,Northampton Pharmacy,General Store,supermarket,WA,2026-02-14T16:53:20.920932,VERIFIED,No pharmacies found in OSM within search radius,64,64,64,Unknown,0,-1,67.2,0,0,0,0,0,0.0,,2647.0
-31.8567139,115.9069544,,Item 133,"Supermarket 'MCQ Supermarket' (1,500 sqm) with no adjacent pharmacy (nearest 595 m)",65%,0.6,Plant Pharm Malaga,MCQ Supermarket,supermarket,WA,2026-02-14T16:53:21.075196,VERIFIED,No pharmacies found in OSM within search radius,1173916,1807392,1767148,Noranda,7979,2.44,587402.4,30,104,233,94,139,414.0,"Plant Pharm Malaga (0.6km, ind); Ballajura Community Pharmacy (1.1km, ind); TerryWhite Chemmart Bennett Springs (1.8km, chain)",2613.1
-31.8984502,115.7683429,,Item 133,"Supermarket 'Brighton Food Market' (1,500 sqm) with no adjacent pharmacy (nearest 497 m)",65%,0.5,Optimal Pharmacy Plus Scarborough,Brighton Food Market,supermarket,WA,2026-02-14T16:53:20.955058,VERIFIED,All 2 nearby OSM pharmacies already in DB: TerryWhite Chemmart (1m); Friendlies Chemist (1m),1320124,1953600,1777948,Scarborough,15467,0.9,634920.0,24,105,213,77,136,380.5,"Optimal Pharmacy Plus Scarborough (0.5km, ind); Doric Street Pharmacy (0.8km, ind); TerryWhite Chemmart Doubleview (0.9km, chain)",2560.4
-17.9609888,122.2152497,,Item 133,"Supermarket 'Broome IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.72 km)",65%,1.72,Northpharm Broome Pharmacy,Broome IGA,supermarket,WA,2026-02-14T16:53:20.948496,VERIFIED,No pharmacies found in OSM within search radius,14660,14660,14660,Broome,14660,1.04,7623.2,3,3,3,0,3,9.0,"Northpharm Broome Pharmacy (1.7km, ind); Kimberley Pharmacy Services (Broome) (2.4km, ind); Northpharm Chinatown Pharmacy (3.1km, ind)",2521.5
-31.8798974,115.8810388,,Item 133,"Supermarket 'IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.38 km)",65%,1.38,Noranda Feelgood Pharmacy,IGA,supermarket,WA,2026-02-14T16:53:20.983181,VERIFIED,No pharmacies found in OSM within search radius,1592390,798817,1780564,Noranda,7979,1.4,415384.8,42,157,256,99,157,504.5,"Noranda Feelgood Pharmacy (1.4km, ind); TerryWhite Chemmart Noranda (1.4km, chain); Blooms the Chemist Dianella (1.9km, chain)",2180.7
-31.9090657,115.9206882,,Item 133,"Supermarket 'Indian Grocer' (1,500 sqm) with no adjacent pharmacy (nearest 1.34 km)",65%,1.34,Pharmacy 777 Bayswater,Indian Grocer,supermarket,WA,2026-02-14T16:53:20.997174,VERIFIED,All 1 nearby OSM pharmacies already in DB: Pharmacy 777 (1m),1713692,797433,1779180,Bayswater,14432,1.02,414665.2,40,150,267,108,159,511.0,"Pharmacy 777 Bayswater (1.3km, ind); TerryWhite Chemmart Ashfield (1.5km, chain); Night & Day Pharmacy Bayswater (1.6km, ind)",2087.0
-22.8660358,117.8326301,,Item 131,"Near 'Clinic' (gp); straight-line 19.47 km, est. route 25.31 km from nearest pharmacy",70%,19.47,Tom Price Guardian Pharmacy,Clinic,gp,WA,2026-02-14T16:53:20.933945,VERIFIED,No pharmacies found in OSM within search radius,100,100,100,Unknown,0,-1,105.0,0,0,0,0,0,0.0,,1947.0
-31.9106502,115.8089187,,Item 133,"Supermarket 'Pine Timber Products' (1,500 sqm) with no adjacent pharmacy (nearest 1.19 km)",65%,1.19,Chemist Warehouse,Pine Timber Products,supermarket,WA,2026-02-14T16:53:21.026411,VERIFIED,All 2 nearby OSM pharmacies already in DB: Chemist Warehouse (1m); Priceline Pharmacy (1m),1792685,788420,1770167,Woodlands,4145,1.62,409978.4,51,160,254,97,157,513.5,"Chemist Warehouse (1.2km, chain); Wizard Pharmacy Innaloo (1.4km, chain); Wizard Pharmacy Innaloo Medical Centre (1.4km, chain)",1823.6
-31.9826678,115.7694666,,Item 133,"Supermarket 'Swanbourne Markets' (1,500 sqm) with no adjacent pharmacy (nearest 876 m)",65%,0.88,Wizard Pharmacy Claremont,Swanbourne Markets,supermarket,WA,2026-02-14T16:53:20.949496,VERIFIED,All 4 nearby OSM pharmacies already in DB: Wizard Pharmacy Claremont (1m); Advantage Pharmacy (1m); Priceline (1m),1535060,795579,1777326,Swanbourne,4059,1.12,258563.2,27,113,211,66,145,384.0,"Wizard Pharmacy Claremont (0.9km, chain); Wizard Pharmacy Claremont (1.0km, chain); Claremont Chemist and News (1.2km, ind)",1818.5
-33.4462674,116.3041447,,Item 131,"Near 'First Aid Muja Power Station' (hospital); straight-line 16.95 km, est. route 22.04 km from nearest pharmacy",70%,16.95,Unknown Pharmacy,First Aid Muja Power Station,hospital,WA,2026-02-14T16:53:20.939496,VERIFIED,No pharmacies found in OSM within search radius,0,107,107,Unknown,0,-1,112.3,0,0,0,0,0,0.0,,1813.6
-32.027541400000004,115.9495743,,"Item 133, Item 134","Supermarket 'Taj Mahal Indian Groceries' (1,500 sqm) with no adjacent pharmacy (nearest 168 m) | Shopping centre 'Amart' (GLA 5,000 sqm) with supermarket but no pharmacy",75%,0.36,Wizard Pharmacy Cannington,Amart,shopping_centre,WA,2026-02-14T16:53:20.886710,VERIFIED,All 4 nearby OSM pharmacies already in DB: Wizard Pharmacy (0m); Chemist Warehouse (1m); Amcal (1m),1221026,1854502,1777028,Cannington,5929,1.04,417262.9,31,91,226,96,130,396.0,"Wizard Pharmacy Cannington (0.3km, chain); Chemist Warehouse (1.0km, chain); Neighbourhood Pharmacy Huntingdale (1.1km, ind)",1681.7
-33.3487531,115.6572878,,Item 133,"Supermarket 'IGA Carey Park' (1,200 sqm) with no adjacent pharmacy (nearest 1.36 km)",65%,1.36,Bunbury Forum Pharmacy,IGA Carey Park,supermarket,WA,2026-02-14T16:53:20.950496,VERIFIED,All 2 nearby OSM pharmacies already in DB: Bunbury Medical Services - Doctors GP Surgery (1m); Bunbury Drive-In Chemist (1m),75196,75390,76332,Bunbury,75196,3.1,39202.8,15,21,23,9,14,63.5,"Bunbury Forum Pharmacy (1.4km, ind); Bunbury Drive-In Chemist (1.4km, ind); TerryWhite Chemmart Southcity Bunbury (1.6km, chain)",1589.6
-32.0259878,115.9439154,,Item 133,"Supermarket 'Indian Gourmet Cannington' (1,500 sqm) with no adjacent pharmacy (nearest 329 m)",65%,0.33,Wizard Pharmacy Cannington,Indian Gourmet Cannington,supermarket,WA,2026-02-14T16:53:21.071196,VERIFIED,All 5 nearby OSM pharmacies already in DB: Wizard Pharmacy (0m); Chemist Warehouse (0m); Amcal (1m),1281975,1915451,1774211,Cannington,5929,0.67,373512.9,32,94,227,95,132,400.5,"Wizard Pharmacy Cannington (0.3km, chain); Chemist Warehouse (0.4km, chain); Amcal (0.7km, chain)",1574.3
-31.9558069,115.8041291,,Item 133,"Supermarket 'Coles Local' (3,000 sqm) with no adjacent pharmacy (nearest 1.01 km)",75%,1.01,Shenton Pharmacy,Coles Local,supermarket,WA,2026-02-14T16:53:20.890268,VERIFIED,All 2 nearby OSM pharmacies already in DB: Shenton Pharmacy (1m); Greenleaf Pharmacy (1m),2007487,790383,1772130,Daglish,1419,0.63,474229.8,43,154,273,100,173,520.0,"Shenton Pharmacy (1.0km, ind); Onslow Road Pharmacy (1.0km, ind); Emslie's Floreat Pharmacy (1.7km, ind)",1532.2
-31.9082862,115.7914294,,Item 133,"Supermarket 'Farmer's Jack, Woodlands' (1,500 sqm) with no adjacent pharmacy (nearest 890 m)",65%,0.89,Chemist Warehouse,"Farmer's Jack, Woodlands",supermarket,WA,2026-02-14T16:53:20.972612,VERIFIED,All 3 nearby OSM pharmacies already in DB: Chemist Warehouse (1m); Chemist Warehouse (1m); Priceline Pharmacy (1m),1625137,797905,1779652,Woodlands,4145,0.06,259319.1,37,148,241,92,149,472.0,"Chemist Warehouse (0.9km, chain); Chemist Warehouse (0.9km, chain); Wizard Pharmacy Innaloo (1.1km, chain)",1501.3
-32.0017228,115.8913581,,Item 133,"Supermarket 'Tucker Fresh IGA Exchange' (1,200 sqm) with no adjacent pharmacy (nearest 993 m)",65%,0.99,Pharmacy 777 Bentley,Tucker Fresh IGA Exchange,supermarket,WA,2026-02-14T16:53:21.049577,VERIFIED,All 1 nearby OSM pharmacies already in DB: Unknown Pharmacy (1m),1934219,785398,1767145,Wilson,6376,2.77,255254.4,37,156,286,110,176,534.0,"Pharmacy 777 Bentley (1.0km, ind); Village Green Pharmacy (1.2km, ind); Waterford Plaza Discount Drug Store (1.2km, ind)",1453.4
-31.9063812,115.8197752,,Item 133,"Supermarket 'European Foods Marketplace' (1,500 sqm) with no adjacent pharmacy (nearest 942 m)",65%,0.94,Osborne Park Pharmacy,European Foods Marketplace,supermarket,WA,2026-02-14T16:53:21.041001,VERIFIED,No pharmacies found in OSM within search radius,1832719,792112,1773859,Glendalough,2483,1.38,257436.4,52,167,252,98,154,520.0,"Osborne Park Pharmacy (0.9km, ind); Main Street Pharmacy (1.2km, ind); Ashley and Martin Dispensary (1.2km, ind)",1429.1
-30.7715323,121.4836934,,Item 133,"Supermarket 'Lionel Street IGA' (1,200 sqm) with no adjacent pharmacy (nearest 1.31 km)",65%,1.31,Boulder Pharmacy,Lionel Street IGA,supermarket,WA,2026-02-14T16:53:20.967615,VERIFIED,No pharmacies found in OSM within search radius,29168,29168,29168,Kalgoorlie,29068,2.97,15167.4,7,8,8,6,2,26.0,"Boulder Pharmacy (1.3km, ind); Wizard Pharmacy Kalgoorlie (2.6km, chain); Wizard Pharmacy Kalgoorlie (2.7km, chain)",1415.2
