latitude,longitude,address,poi_name,poi_type,region,qualifying_rules,confidence,nearest_pharmacy_km,nearest_pharmacy_name,catchment_pop,effective_pop,pharmacy_count_5km,pharmacy_count_10km,market_share,est_annual_scripts,gp_fte,is_remote,growth_indicator,growth_details,est_annual_revenue,est_annual_costs,est_annual_profit,total_investment,roi,payback_years,npv_10yr,worst_revenue,worst_profit,worst_roi,worst_npv,best_revenue,best_profit,best_roi,best_npv
-20.776496,117.1435435,,Roebourne Hospital,hospital,WA,Item 131,85%,13.16,Clinicare Pharmacy Wickham,762,762,0,0,0.8,7924,0.0,True,,,201168.0,464817.6,-263649.6,657500,-0.401,999.0,-2404260.6,140817.6,-345140.57,-0.5249,-2944163.61,261518.4,-194838.19,-0.2963,-1948363.62
-31.8269276,115.8783637,,The Market Place Ballajura IGA,supermarket,WA,Item 133,65%,1.08,Summer Lakes Pharmacy,859999,50000,18,89,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-32.0698,115.9279,"Lydiard Retreat, Canning Vale, City of Gosnells, Western Australia, 6155, Australia",Canning Vale Medical Centre,medical_centre,WA,Item 136,95%,0.89,Pharmacy 777 Canning Vale,882346,50000,20,96,0.2,130000,8.0,False,,,3600000.0,2939000.0,661000.0,657500,1.0053,0.99,3721830.58,2520000.0,9550.0,0.0145,-594228.28,4680000.0,1354500.0,2.0601,8316483.78
-31.9951685,116.0111658,,Edinburgh Road Shopping Centre,shopping_centre,WA,Item 134,55%,0.73,Forrestfield Pharmacy,802597,50000,8,69,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-32.5929491,117.6255539,,Lake Yealering Emporium,supermarket,WA,Item 131,70%,37.40,Corrigin Pharmacy & Health Food Centre,104,104,0,0,0.8,1081,0.0,True,,,27456.0,343219.2,-315763.2,657500,-0.4802,999.0,-2749529.41,19219.2,-368852.26,-0.561,-3101260.92,35692.8,-278393.66,-0.4234,-2501944.61
-33.965459,118.488139,,Ongerup General Store,supermarket,WA,Item 131,70%,39.77,Jerramungup Pharmacy Amcal,93,93,0,0,0.8,967,0.0,True,,,24552.0,341186.4,-316634.4,657500,-0.4816,999.0,-2755301.38,17186.4,-369248.65,-0.5616,-3103887.16,31917.6,-279790.49,-0.4255,-2511199.0
-32.0668,115.8364,"90, South Street, Murdoch, City of Melville, Western Australia, 6150, Australia",Murdoch Medical Centre,medical_centre,WA,Item 136,95%,0.76,Slade Pharmacy Murdoch,1096273,50000,28,94,0.2,130000,8.0,False,,,3600000.0,2939000.0,661000.0,657500,1.0053,0.99,3721830.58,2520000.0,9550.0,0.0145,-594228.28,4680000.0,1354500.0,2.0601,8316483.78
-30.775541750000002,121.4608674,,O'Connor Fresh IGA,supermarket,WA,"Item 133, Item 134",65%,2.84,Boulder Pharmacy,29068,29068,8,8,0.2,75576,0.0,False,,,1918488.0,1761941.6,156546.4,657500,0.2381,4.2,379668.59,1342941.6,-110726.39,-0.1684,-1391096.76,2494034.4,545692.73,0.83,2957884.04
-28.1880216,114.2511278,,General Store,supermarket,WA,Item 131,70%,41.36,Northampton Pharmacy,64,64,0,0,0.8,665,0.0,True,,,16896.0,335827.2,-318931.2,657500,-0.4851,999.0,-2770518.39,11827.2,-370293.7,-0.5632,-3110810.9,21964.8,-283473.02,-0.4311,-2535596.95
-17.9609888,122.2152497,,Broome IGA,supermarket,WA,Item 133,65%,1.72,Northpharm Broome Pharmacy,14660,14660,3,3,0.2,38116,0.0,False,,,967560.0,1001292.0,-33732.0,657500,-0.0513,999.0,-880984.99,677292.0,-240528.06,-0.3658,-2251073.21,1257828.0,173796.36,0.2643,493954.94
-31.8798974,115.8810388,,IGA,supermarket,WA,Item 133,65%,1.38,Noranda Feelgood Pharmacy,1592390,50000,42,157,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-22.8660358,117.8326301,,Clinic,gp,WA,Item 131,70%,19.47,Tom Price Guardian Pharmacy,100,100,0,0,0.8,1040,0.0,True,,,26400.0,342480.0,-316080.0,657500,-0.4807,999.0,-2751628.31,18480.0,-368996.4,-0.5612,-3102215.91,34320.0,-278901.6,-0.4242,-2505309.84
-33.4462674,116.3041447,,First Aid Muja Power Station,hospital,WA,Item 131,70%,16.95,Unknown Pharmacy,107,107,0,0,0.8,1112,0.0,True,,,28248.0,343773.6,-315525.6,657500,-0.4799,999.0,-2747955.23,19773.6,-368744.15,-0.5608,-3100544.67,36722.4,-278012.71,-0.4228,-2499420.68
-32.0281272,115.9503072,,Amart,shopping_centre,WA,Item 134,55%,0.36,Wizard Pharmacy Cannington,1208939,50000,31,91,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-33.3487531,115.6572878,,IGA Carey Park,supermarket,WA,Item 133,65%,1.36,Bunbury Forum Pharmacy,75196,50000,15,21,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-31.9558069,115.8041291,,Coles Local,supermarket,WA,Item 133,75%,1.01,Shenton Pharmacy,2007487,50000,43,154,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-32.0017228,115.8913581,,Tucker Fresh IGA Exchange,supermarket,WA,Item 133,65%,0.99,Pharmacy 777 Bentley,1934219,50000,37,156,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-30.7715323,121.4836934,,Lionel Street IGA,supermarket,WA,Item 133,65%,1.31,Boulder Pharmacy,29168,29168,7,8,0.2,75836,0.0,False,,,1925088.0,1766561.6,158526.4,657500,0.2411,4.15,392786.7,1347561.6,-109825.49,-0.167,-1385128.02,2502614.4,548867.33,0.8348,2978916.76
-34.8372469,116.0257786,,Windy Harbour Store,supermarket,WA,Item 131,70%,43.57,Pemberton Pharmacy,28,28,0,0,0.8,291,0.0,True,,,7392.0,329174.4,-321782.4,657500,-0.4894,999.0,-2789408.48,5174.4,-371590.99,-0.5652,-3119405.89,9609.6,-288044.45,-0.4381,-2565884.06
-32.0672687,115.8182739,,ALDI,supermarket,WA,"Item 133, Item 134",70%,0.23,TerryWhite Chemmart Kardinya,1042870,50000,31,93,0.2,130000,0.0,False,,,3300000.0,2729000.0,571000.0,657500,0.8684,1.15,3125552.59,2310000.0,-31400.0,-0.0478,-865534.77,4290000.0,1210200.0,1.8406,7360451.4
-30.7402503,121.4667222,,Hannans IGA,supermarket,WA,Item 133,65%,0.92,Guardian,29168,29168,7,8,0.2,75836,0.0,False,,,1925088.0,1766561.6,158526.4,657500,0.2411,4.15,392786.7,1347561.6,-109825.49,-0.167,-1385128.02,2502614.4,548867.33,0.8348,2978916.76
