Latitude,Longitude,Address,Qualifying Rules,Evidence,Confidence,Nearest Pharmacy (km),Nearest Pharmacy Name,POI Name,POI Type,Warnings,Region,Date Scanned
-35.0752471,138.5955477,,Item 133,"Supermarket 'Drakes' (est. GLA 2,500 sqm, brand: drakes) with no adjacent pharmacy (nearest 283 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.28,Hub Discount Chemist,Drakes,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.895665
-35.4574451,138.3488631,,Item 133,"Supermarket 'Drakes' (est. GLA 2,500 sqm, brand: drakes) with no adjacent pharmacy (nearest 104 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.10,Yankalilla Family Pharmacy,Drakes,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.896668
-34.8926587,138.5515648,,Item 133,"Supermarket 'Drakes' (est. GLA 2,500 sqm, brand: drakes) with no adjacent pharmacy (nearest 503 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.50,Midwest Pharmacy,Drakes,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.897667
-35.1057728,138.520531,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 132 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.13,United Chemists Southgate,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.898666
-33.028245,137.5358238,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 276 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.28,TerryWhite Chemmart,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.899665
-34.8900432,138.6027341,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 325 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.33,Nairne Community Soul Pattinson Chemist,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.925664
-35.0163122,138.6159732,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 469 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.47,TerryWhite Chemmart Main Road Blackwood,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.927664
-34.9759747,138.51801,,Item 133,"Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 379 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.38,Bayside Pharmacy Practice,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.928664
-34.8389892,138.4817137,,Item 133,"Supermarket 'Drakes' (est. GLA 2,500 sqm, brand: drakes) with no adjacent pharmacy (nearest 151 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.15,Priceline Pharmacy Semaphore,Drakes,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.929664
-34.8681932,138.5115316,,Item 133,"Supermarket 'Drakes' (est. GLA 2,500 sqm, brand: drakes) with no adjacent pharmacy (nearest 280 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.28,Star Discount Chemist,Drakes,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.956664
-34.8808904,138.5030345,,"Item 133, Item 134","Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 437 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Aldi' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",70%,0.44,TerryWhite Chemmart Woodlakes Day/Night Compounding Pharmacy,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.957664
-34.279962600000005,140.60929215,,"Item 133, Item 134","Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 419 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Riverland Central Plaza' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",70%,0.42,Berri Medical Pharmacy,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.972665
-34.7749958,138.6183911,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 924 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.92,Priceline Pharmacy,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.973665
-34.6846865,138.6897402,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 304 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.30,Munno Para Medical Centre Pharmasave Pharmacy,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.974665
-34.9739728,138.6088836,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 167 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.17,National Pharmacies,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:34.976665
-34.9348279,138.52332,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 1.11 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,1.11,TerryWhite Chemmart Fulham,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.003664
-34.8751989,138.5496932,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 119 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.12,Pharmasave Arndale Pharmacy,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.005663
-37.8296253,140.7833946,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 123 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.12,Star Discount Chemist Sturt St,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.006663
-34.6207894,138.7394369,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 150 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.15,Direct Chemist Outlet Gawler,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.007663
-33.1857282,138.0102996,,Item 133,"Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 621 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.62,TerryWhite Chemmart Port Pirie,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.008663
-34.9157539,138.6280969,,Item 133,"Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 373 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.37,TerryWhite Chemmart Stepney,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.009663
-33.9645997,137.7109124,,Item 133,"Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 252 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.25,Newbery Chemists - Kadina,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.010664
-34.6809307,138.7024569,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 209 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.21,United Chemists Blakes Crossing,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.011663
-34.7649047,138.6453142,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 293 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.29,John Street Chemist,ALDI,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.013663
-34.9476935,138.6425713,,Item 133,"Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 135 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.14,TerryWhite Chemmart Glenunga,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.014663
-35.5303157,138.6381617,,Item 133,"Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 672 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.67,TerryWhite Chemmart Hayborough Pharmacy,Aldi,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.015663
-34.876201,138.684282,,Item 133,"Supermarket 'Aldi Newton' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 881 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.88,TerryWhite Chemmart,Aldi Newton,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.016663
-34.8590848,138.6354683,,Item 133,"Supermarket 'Drakes' (est. GLA 2,500 sqm, brand: drakes) with no adjacent pharmacy (nearest 209 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.21,TerryWhite Chemmart Northgate Village,Drakes,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.017663
-34.8742367,138.6029961,,Item 134,"Shopping centre 'Regency Plaza Shopping Centre' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",70%,0.21,National Pharmacies,Regency Plaza Shopping Centre,shopping_centre,,SA,2026-02-14T21:58:35.018664
-34.44991506666667,140.5696613,,Item 134,"Shopping centre 'Bank SA' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain | Shopping centre 'Loxton Physiotherapy Service' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+) | Shopping centre 'Riverland & Mallee Conveyancers' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",70%,0.23,Loxton Pharmacies - East Tce,Loxton Physiotherapy Service,shopping_centre,,SA,2026-02-14T21:58:35.019664
-34.45098386666667,140.57294396666668,,Item 134,"Shopping centre 'Rotary Lox Care Op Shop' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+) | Shopping centre 'Car Wash' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+) | Shopping centre 'Crowe Horwath' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",70%,0.24,Loxton Pharmacies - East Tce,Rotary Lox Care Op Shop,shopping_centre,,SA,2026-02-14T21:58:35.020663
-35.349711,138.6218068,,Item 134,"Shopping centre 'BP' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",70%,0.22,Mt Compass Pharmacy,BP,shopping_centre,,SA,2026-02-14T21:58:35.021663
-34.5972,138.7447,,Item 136,"Medical centre 'Gawler Medical Centre' — 8 GPs (6.4 est. FTE), open 55hrs/wk (⚠️ BELOW 70hr/wk requirement — does not qualify unless hours increase) — nearest pharmacy 327 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",70%,0.33,Health-e-Advice Chemist,Gawler Medical Centre,medical_centre,,SA,2026-02-14T21:58:35.023663
-32.4905,137.7847,,Item 136,"Medical centre 'Port Augusta Medical Centre' — 8 GPs (4.8 est. FTE), open 50hrs/wk (⚠️ BELOW 70hr/wk requirement — does not qualify unless hours increase) — nearest pharmacy 689 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",70%,0.69,United Chemist Port Augusta,Port Augusta Medical Centre,medical_centre,,SA,2026-02-14T21:58:35.024663
-33.0252,137.5231,,Item 136,"Medical centre 'Whyalla Medical Centre' — 8 GPs (4.8 est. FTE), open 50hrs/wk (⚠️ BELOW 70hr/wk requirement — does not qualify unless hours increase) — nearest pharmacy 958 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",70%,0.96,TerryWhite Chemmart,Whyalla Medical Centre,medical_centre,,SA,2026-02-14T21:58:35.025663
-34.933070400000005,138.6594122,,"Item 133, Item 134","Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 762 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'OTR Hazelwood Park' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",65%,0.76,TerryWhite Chemmart Hazelwood Park,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.026663
-34.9290784,138.6124876,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 316 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.32,Star Discount Chemist Hutt Street,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.027664
-34.9345345,138.5990225,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 449 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.45,Centre Pharmacy,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.028663
-34.9333834,138.6126953,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 163 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.16,Star Discount Chemist Hutt Street,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.029663
-37.1651627,139.763536,,Item 133,"Supermarket 'Robe IGA Foodland Supermarket' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 370 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.37,Robe Pharmacy,Robe IGA Foodland Supermarket,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.031663
-33.1411684,136.4197935,,Item 133,"Supermarket 'Kimba IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 285 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.29,healthSAVE Pharmacy Kimba,Kimba IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.032664
-32.7954694,134.2122816,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 213 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.21,Streaky Bay Pharmacy,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.033664
-35.032695,138.8121286,,Item 133,"Supermarket 'Hahndorf IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 261 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.26,TerryWhite Chemmart Hahndorf,Hahndorf IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.034663
-33.1837618,138.3004136,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 102 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.10,Chris Ramsay Chemist,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.035663
-35.070299250000005,138.53787845,,"Item 133, Item 134","Supermarket 'Trott Park IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 1.65 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Trott Park Shopping Centre' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",65%,1.65,O'Halloran Hill Priceline,Trott Park IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.036663
-34.0280864,138.6857993,,Item 133,"Supermarket 'Becker's IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 235 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.24,Clare Valley Family Pharmacy,Becker's IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.037663
-34.906534,138.578436,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 991 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.99,HPS Pharmacies Calvary North Adelaide,IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.039663
-32.8813947,138.3507991,,Item 133,"Supermarket 'Booleroo IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 377 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.38,Booleroo Centre Pharmacy,Booleroo IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.040663
-36.8292143,139.8516034,,Item 133,"Supermarket 'IGA Foodland' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 535 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.54,Kingston Pharmacy,IGA Foodland,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.041663
-35.0793411,138.8651524,,Item 133,"Supermarket 'Mt Barker IGA Fresh' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 199 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.20,Unknown Pharmacy,Mt Barker IGA Fresh,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.042663
-34.4376892,138.5103251,,Item 133,"Supermarket 'Mallala IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 121 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.12,TerryWhite Chemmart,Mallala IGA,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.043663
-34.7243463,138.6804652,,Item 133,"Supermarket 'Foodworks' (est. GLA 1,000 sqm, brand: foodworks) with no adjacent pharmacy (nearest 589 m) ⚠️ Foodworks GLA varies widely (500-1,500 sqm), requires verification. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",55%,0.59,PharmaSave Elizabeth Day/Night Pharmacy,Foodworks,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.044664
-34.990578,137.4000886,,Item 133,"Supermarket 'Foodworks Warooka' (est. GLA 1,000 sqm, brand: foodworks) with no adjacent pharmacy (nearest 152 m) ⚠️ Foodworks GLA varies widely (500-1,500 sqm), requires verification. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",55%,0.15,Warooka Pharmacy,Foodworks Warooka,supermarket,Pharmacy must NOT be directly accessible from supermarket,SA,2026-02-14T21:58:35.045663
-34.9144556,138.6506382,,Item 134,"Shopping centre 'Organic Meats Company' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",55%,0.56,National Pharmacies Kensington Park,Organic Meats Company,shopping_centre,,SA,2026-02-14T21:58:35.047663
-34.9138158,138.6252783,,Item 135,"Hospital 'sportsmed Stepney Healthcare Hub' (0 beds, type: private) with no pharmacy in complex (nearest 51 m). Private hospital, bed count unknown — requires verification; ⚠️ Adjacent but may not be inside the complex (50-200m). Physical verification required.",40%,0.05,TerryWhite Chemmart Stepney,sportsmed Stepney Healthcare Hub,hospital,,SA,2026-02-14T21:58:35.048663
