Latitude,Longitude,Address,Qualifying Rules,Evidence,Confidence,Nearest Pharmacy (km),Nearest Pharmacy Name,POI Name,POI Type,Region,Date Scanned,Pop 5km,Pop 10km,Pop 15km,Nearest Town,Nearest Town Pop,Nearest Town Dist (km),Opportunity Score,Pharmacy Count 5km,Pharmacy Count 10km,Pharmacy Count 15km,Chain Count,Independent Count,Competition Score,Nearest Competitors,Composite Score,Growth Indicator,Growth Details
-33.6466763,151.3133588,,"Item 130, Item 133","Supermarket 'IGA Local Grocer' (est. GLA 1500 sqm, brand: iga) + GP 'Dr John Gurr' (1.0 FTE) within 500 m; 3.13 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | GP 'Dr John Gurr' (1.0 FTE) + Supermarket 'IGA Local Grocer' (est. GLA 1500 sqm, brand: iga) within 500 m; 3.22 km from nearest pharmacy | Supermarket 'IGA Local Grocer' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 3.13 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,3.13,Priceline Pharmacy Renmark,IGA Local Grocer,supermarket,SA,2026-02-14T21:58:34.839663,5729,5729,5729,Paringa,1026,0.38,4296.8,2,2,2,1,1,6.5,"Priceline Pharmacy Renmark (3.2km, chain); United Chemists Renmark (3.5km, ind)",2390.9,,
-33.7386178,151.2107779,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 1.11 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,1.11,TerryWhite Chemmart Fulham,ALDI,supermarket,SA,2026-02-14T21:58:35.003664,1044964,785398,1245011,Grange,5857,4.59,439822.9,31,148,212,115,97,448.5,"TerryWhite Chemmart Fulham (1.1km, chain); Chemist Warehouse Harbourtown (1.2km, chain); Chemist Warehouse Harbourtown (1.3km, chain)",1939.5,,
-34.876201,138.684282,,Item 133,"Supermarket 'Aldi Newton' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 881 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.88,TerryWhite Chemmart,Aldi Newton,supermarket,SA,2026-02-14T21:58:35.016663,787986,785504,1262057,Magill,8861,3.75,274926.4,37,118,192,95,97,394.5,"TerryWhite Chemmart (0.9km, chain); TerryWhite Chemmart Newton (0.9km, chain); National Pharmacies Newton (1.1km, chain)",1747.8,,
-33.0371836,137.5727108,,Item 136,"Medical centre 'Whyalla Medical Centre' — 8 GPs (4.8 est. FTE), open 50hrs/wk (⚠️ BELOW 70hr/wk requirement — does not qualify unless hours increase) — nearest pharmacy 958 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",70%,0.96,TerryWhite Chemmart,Whyalla Medical Centre,medical_centre,SA,2026-02-14T21:58:35.025663,12042,20880,20880,Whyalla,20880,5.89,7308.0,4,4,4,2,2,13.0,"TerryWhite Chemmart (1.0km, chain); TerryWhite Chemmart Westland (1.7km, chain); United Chemists Norrie Avenue (2.6km, ind)",1431.8,,
-33.522163649999996,151.32135375000001,,"Item 133, Item 134","Supermarket 'Aldi' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 437 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Aldi' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",70%,0.44,TerryWhite Chemmart Woodlakes Day/Night Compounding Pharmacy,Aldi,supermarket,SA,2026-02-14T21:58:34.957664,722653,1217080,1245011,Grange,5857,2.08,255586.8,39,88,193,108,85,374.0,"TerryWhite Chemmart Woodlakes Day/Night Compounding Pharmacy (0.4km, chain); Amcal+ Pharmacy West Lakes (1.0km, chain); West Lakes Amcal Pharmacy (1.1km, chain)",1428.0,,
-42.7484982,147.2659412,,"Item 133, Item 134","Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 762 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'OTR Hazelwood Park' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Borderline: 20 est. tenants, supermarket size uncertain",65%,0.76,TerryWhite Chemmart Hazelwood Park,IGA,supermarket,SA,2026-02-14T21:58:35.026663,1207027,808797,1268706,Leabrook,1574,0.54,262859.0,36,128,218,111,107,437.5,"TerryWhite Chemmart Hazelwood Park (0.7km, chain); The Green Dispensary Erindale (0.9km, ind); Pharmacy Plus (1.0km, ind)",1401.8,,
-42.7484982,147.2659412,,Item 133,"Supermarket 'IGA' (est. GLA 1,500 sqm, brand: iga) with no adjacent pharmacy (nearest 991 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",65%,0.99,HPS Pharmacies Calvary North Adelaide,IGA,supermarket,SA,2026-02-14T21:58:35.039663,196349,785398,1245117,North Adelaide,6678,1.56,255254.4,69,180,241,134,107,557.0,"HPS Pharmacies Calvary North Adelaide (1.0km, ind); Hindmarsh Pharmacy (1.1km, ind); Discount Chemist Outlet Torrensville (1.5km, ind)",1393.4,,
-34.8820093,138.5336414,"42, Actil Avenue South, St Clair, Adelaide, City of Charles Sturt, South Australia, 5011, Australia",Item 136,"Medical centre 'Woodville Medical Centre' — 8 GPs (6.4 est. FTE), open 70hrs/wk (meets 70hr requirement) — nearest pharmacy 738 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",95%,0.74,TerryWhite Chemmart,Woodville Medical Centre,medical_centre,SA,2026-02-14T21:58:34.822663,922043,785398,1245088,Grange,5857,4.48,373064.0,43,127,224,122,102,455.0,"TerryWhite Chemmart (0.7km, chain); St Clair Amcal Pharmacy (0.9km, chain); Woodville Gardens Pharmacy (1.1km, ind)",1274.5,,
-33.7386178,151.2107779,,Item 133,"Supermarket 'ALDI' (est. GLA 1,650 sqm, brand: aldi) with no adjacent pharmacy (nearest 469 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",70%,0.47,TerryWhite Chemmart Main Road Blackwood,ALDI,supermarket,SA,2026-02-14T21:58:34.927664,759661,801311,1262394,Black Forest,1998,7.19,168275.3,12,87,171,89,82,314.5,"TerryWhite Chemmart Main Road Blackwood (0.5km, chain); TerryWhite Chemmart Main Road Pharmacy (0.5km, chain); TerryWhite Chemmart Woolworths Shopping Centre Blackwood (0.6km, chain)",1193.7,,
-41.4407108,147.13653,,"Item 133, Item 134","Supermarket 'Woolworths' (est. GLA 3,500 sqm, brand: woolworths) with no adjacent pharmacy (nearest 787 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Woolworths' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",75%,0.79,TerryWhite Chemmart Westland,Woolworths,supermarket,SA,2026-02-14T21:58:34.850663,20880,20880,20880,Whyalla,20880,4.46,7830.0,4,4,4,2,2,13.0,"TerryWhite Chemmart Westland (0.8km, chain); United Chemists Norrie Avenue (1.0km, ind); TerryWhite Chemmart (1.1km, chain)",1178.2,,
