id,name,address,state,primary_rule,population_5km,pharmacies_5km,gps_2km,estimated_scripts,annual_revenue,annual_gp,setup_cost,payback_years,exit_value_12mo,flip_profit,profitability_score
supermarket_26997,Near Unknown Supermarket,"NT, Australia (OSM:262978361)",NT,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26996,Near Xpress Mart,"Nabunga Street, Alyangula, NT, Australia",NT,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27000,Near Unknown Supermarket,"NT, Australia (OSM:475053637)",NT,Item 130,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27004,Near Beswick Store,"NT, Australia (OSM:981103116)",NT,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27006,Near IGA,"NT, Australia (OSM:981155310)",NT,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27010,Near Aurora Kakadu Lodge,"NT, Australia (OSM:1195950257)",NT,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26998,Near Ti Tree Food Store,"26, Spencer Street, Ti Tree, NT, Australia",NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27013,Near Unknown Supermarket,"NT, Australia (OSM:1298874461)",NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_243,Gap: Berry Springs Pharmacy ↔ TerryWhite Chemmart Humpty Doo,Midpoint between BERRY SPRINGS and HUMPTY DOO,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_8536,Gap: Berry Springs Pharmacy ↔ Better Health,Midpoint between BERRY SPRINGS and ,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_7191,Gap: Berry Springs Pharmacy ↔ Chemist Warehouse Coolalinga Central,Midpoint between BERRY SPRINGS and Coolalinga,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_242,Gap: Berry Springs Pharmacy ↔ Coolalinga Pharmacy & Co,Midpoint between BERRY SPRINGS and COOLALINGA,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_8696,Gap: Berry Springs Pharmacy ↔ Chemist Warehouse,Midpoint between BERRY SPRINGS and ,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_241,Gap: Berry Springs Pharmacy ↔ Zuccoli Pharmacy,Midpoint between BERRY SPRINGS and ZUCCOLI,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_240,Gap: Berry Springs Pharmacy ↔ Blooms The Chemist Bakewell,Midpoint between BERRY SPRINGS and BAKEWELL,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_237,Gap: Berry Springs Pharmacy ↔ Territory Pharmacy Palmerston,Midpoint between BERRY SPRINGS and PALMERSTON,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_244_238,Gap: Berry Springs Pharmacy ↔ Palmerston Health Centre Pharmacy,Midpoint between BERRY SPRINGS and PALMERSTON,NT,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27005,Near Yaralin Store,"NT, Australia (OSM:981118129)",NT,Item 131,0,0,2,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26799,Near Supermarket,"Supermarket, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26864,Near Coles Bay Convenience,"3, Garnet Avenue, Coles Bay, TAS, 7215",TAS,Item 130,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33468,Freycinet Rentals,"5, Garnet Avenue, Coles Bay, TAS",TAS,Item 130,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26987,Near Unknown Supermarket,"NT, Australia",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26990,Near Yuendumu Store,"NT, Australia (OSM:188552157)",TAS,Item 130,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26993,Near Unknown Supermarket,"NT, Australia (OSM:189465618)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26994,Near Alpurrurulam Store,"NT, Australia (OSM:193262432)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26995,Near Atitjere Store,"NT, Australia (OSM:193303723)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27003,Near Unknown Supermarket,"NT, Australia (OSM:980814861)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27007,Near Weterngerr Store,"NT, Australia (OSM:982452475)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27008,Near Imanpa General Store,"NT, Australia (OSM:988249277)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26873,Near Grassy Supermarket,"Grassy Supermarket, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26868,Near Salamanca Fresh,"Salamanca Fresh, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26869,Near IGA Everyday Strahan,"IGA Everyday Strahan, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26905,Near Village Supermarket,"Village Supermarket, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26978,Near IGA,"TAS, Australia (OSM:307513633)",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27014,Near Macdonald Downs Station Store,"NT, Australia (OSM:1413179991)",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5114,Ouse District Public Hospital,"Ouse District Public Hospital, TAS, Australia",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33425,Take Away,"Take Away, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33426,Former supermarket,"Former supermarket, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33428,Reception,"Reception, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33448,Visitor's Centre,"Visitor's Centre, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33492,Epping Forest Roadhouse,"Epping Forest Roadhouse, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33510,Detention River Shop,"Detention River Shop, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33520,Church Street Antiques & Collectibles,"28, Church Street, Ross, TAS",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33521,Wisteria Café and Gifts,"Wisteria Café and Gifts, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33522,Classwood,"Classwood, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33525,Meander Store & PO,"75, Main Road, Meander, TAS",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33527,Melita Honey Farm,"Melita Honey Farm, TAS, Australia",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
shopping_centre_33538,Middleton General Store,"4409, Channel Highway, Middleton, TAS",TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_139_136,Gap: Dover Pharmacy ↔ Cygnet Pharmacy,Midpoint between DOVER and CYGNET,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_139_141,Gap: Dover Pharmacy ↔ Tasman Pharmacy,Midpoint between DOVER and NUBEENA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8361_141,Gap: Geeveston Pharmacy ↔ Tasman Pharmacy,Midpoint between  and NUBEENA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8361_114,Gap: Geeveston Pharmacy ↔ Blooms The Chemist Huonville Arcade,Midpoint between  and HUONVILLE,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8361_112,Gap: Geeveston Pharmacy ↔ Blooms The Chemist Huonville,Midpoint between  and HUONVILLE,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8361_135,Gap: Geeveston Pharmacy ↔ South Arm Community Pharmacy,Midpoint between  and SOUTH ARM,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8361_7804,Gap: Geeveston Pharmacy ↔ Blooms The Chemist Huonville,Midpoint between  and ,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_136_141,Gap: Cygnet Pharmacy ↔ Tasman Pharmacy,Midpoint between CYGNET and NUBEENA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_136_7487,Gap: Cygnet Pharmacy ↔ Healthpoint Pharmacy Snug,Midpoint between CYGNET and Snug,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_136_131,Gap: Cygnet Pharmacy ↔ TerryWhite Chemmart Margate,Midpoint between CYGNET and MARGATE,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_136_7220,Gap: Cygnet Pharmacy ↔ TerryWhite Chemmart Channel Margate,Midpoint between CYGNET and Margate,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_141_7487,Gap: Tasman Pharmacy ↔ Healthpoint Pharmacy Snug,Midpoint between NUBEENA and Snug,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_141_135,Gap: Tasman Pharmacy ↔ South Arm Community Pharmacy,Midpoint between NUBEENA and SOUTH ARM,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_141_130,Gap: Tasman Pharmacy ↔ TerryWhite Chemmart Blackmans Bay,Midpoint between NUBEENA and BLACKMANS BAY,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_141_7395,Gap: Tasman Pharmacy ↔ Priceline Pharmacy Kingston,Midpoint between NUBEENA and KINGSTON,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7487_114,Gap: Healthpoint Pharmacy Snug ↔ Blooms The Chemist Huonville Arcade,Midpoint between Snug and HUONVILLE,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7487_112,Gap: Healthpoint Pharmacy Snug ↔ Blooms The Chemist Huonville,Midpoint between Snug and HUONVILLE,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8570_115,Gap: Amcal ↔ TerryWhite Chemmart Sorell,Midpoint between Montrose and SORELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_8570_113,Gap: Amcal ↔ Chemist Warehouse Sorell,Midpoint between Montrose and SORELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_58_127,Gap: Claremont Plaza Advantage Pharmacy ↔ Triabunna Pharmacy,Midpoint between CLAREMONT and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_115_127,Gap: TerryWhite Chemmart Sorell ↔ Triabunna Pharmacy,Midpoint between SORELL and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_115_4,Gap: TerryWhite Chemmart Sorell ↔ Central Highlands Pharmacy,Midpoint between SORELL and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_113_127,Gap: Chemist Warehouse Sorell ↔ Triabunna Pharmacy,Midpoint between SORELL and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_113_4,Gap: Chemist Warehouse Sorell ↔ Central Highlands Pharmacy,Midpoint between SORELL and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_113_11,Gap: Chemist Warehouse Sorell ↔ Oatlands Pharmacy,Midpoint between SORELL and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_49_127,Gap: Blooms the Chemist New Norfolk ↔ Triabunna Pharmacy,Midpoint between NEW NORFOLK and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_49_4,Gap: Blooms the Chemist New Norfolk ↔ Central Highlands Pharmacy,Midpoint between NEW NORFOLK and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_49_11,Gap: Blooms the Chemist New Norfolk ↔ Oatlands Pharmacy,Midpoint between NEW NORFOLK and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_51_127,Gap: New Norfolk Amcal Community Pharmacy ↔ Triabunna Pharmacy,Midpoint between NEW NORFOLK and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_51_4,Gap: New Norfolk Amcal Community Pharmacy ↔ Central Highlands Pharmacy,Midpoint between NEW NORFOLK and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_51_11,Gap: New Norfolk Amcal Community Pharmacy ↔ Oatlands Pharmacy,Midpoint between NEW NORFOLK and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_53_62,Gap: Priceline Pharmacy Bridgewater ↔ Richmond Pharmacy,Midpoint between BRIDGEWATER and RICHMOND,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_53_127,Gap: Priceline Pharmacy Bridgewater ↔ Triabunna Pharmacy,Midpoint between BRIDGEWATER and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_53_4,Gap: Priceline Pharmacy Bridgewater ↔ Central Highlands Pharmacy,Midpoint between BRIDGEWATER and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_53_11,Gap: Priceline Pharmacy Bridgewater ↔ Oatlands Pharmacy,Midpoint between BRIDGEWATER and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_53_132,Gap: Priceline Pharmacy Bridgewater ↔ Swansea Pharmacy,Midpoint between BRIDGEWATER and SWANSEA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7349_62,Gap: Priceline Pharmacy Bridgewater ↔ Richmond Pharmacy,Midpoint between BRIDGEWATER and RICHMOND,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7349_127,Gap: Priceline Pharmacy Bridgewater ↔ Triabunna Pharmacy,Midpoint between BRIDGEWATER and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7349_4,Gap: Priceline Pharmacy Bridgewater ↔ Central Highlands Pharmacy,Midpoint between BRIDGEWATER and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7349_11,Gap: Priceline Pharmacy Bridgewater ↔ Oatlands Pharmacy,Midpoint between BRIDGEWATER and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_7349_132,Gap: Priceline Pharmacy Bridgewater ↔ Swansea Pharmacy,Midpoint between BRIDGEWATER and SWANSEA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_62_127,Gap: Richmond Pharmacy ↔ Triabunna Pharmacy,Midpoint between RICHMOND and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_62_4,Gap: Richmond Pharmacy ↔ Central Highlands Pharmacy,Midpoint between RICHMOND and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_62_11,Gap: Richmond Pharmacy ↔ Oatlands Pharmacy,Midpoint between RICHMOND and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_62_132,Gap: Richmond Pharmacy ↔ Swansea Pharmacy,Midpoint between RICHMOND and SWANSEA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_62_25,Gap: Richmond Pharmacy ↔ Campbell Town Community Pharmacy,Midpoint between RICHMOND and CAMPBELL TOWN,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_52_127,Gap: Brighton Pharmacy ↔ Triabunna Pharmacy,Midpoint between BRIGHTON and TRIABUNNA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_52_4,Gap: Brighton Pharmacy ↔ Central Highlands Pharmacy,Midpoint between BRIGHTON and BOTHWELL,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_52_11,Gap: Brighton Pharmacy ↔ Oatlands Pharmacy,Midpoint between BRIGHTON and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_52_132,Gap: Brighton Pharmacy ↔ Swansea Pharmacy,Midpoint between BRIGHTON and SWANSEA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_127_11,Gap: Triabunna Pharmacy ↔ Oatlands Pharmacy,Midpoint between TRIABUNNA and OATLANDS,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_127_132,Gap: Triabunna Pharmacy ↔ Swansea Pharmacy,Midpoint between TRIABUNNA and SWANSEA,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_127_25,Gap: Triabunna Pharmacy ↔ Campbell Town Community Pharmacy,Midpoint between TRIABUNNA and CAMPBELL TOWN,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_127_8425,Gap: Triabunna Pharmacy ↔ Unknown Pharmacy,Midpoint between TRIABUNNA and ,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_127_138,Gap: Triabunna Pharmacy ↔ Bicheno Pharmacy,Midpoint between TRIABUNNA and BICHENO,TAS,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26988,Near Unknown Supermarket,"NT, Australia (OSM:94068948)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26991,Near Mount Liebig Store,"NT, Australia (OSM:189326470)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26992,Near Unknown Supermarket,"NT, Australia (OSM:189336563)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26999,Near Docker River Community Store,"NT, Australia (OSM:334142012)",TAS,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26865,Near IGA,"30, Orr Street, Queenstown, TAS, 7467",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26866,Near IGA,"52, Orr Street, Queenstown, TAS, 7467",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5100,Queenstown Hospital,"Queenstown Hospital, TAS, Australia",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5115,St Helens District Hospital and Community Centre,"10, Annie Street, St Helens, TAS",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5122,West Coast District Hospital At Queenstown,"Orr Street, TAS",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26809,Near Walkers Supermarket,"Walkers Supermarket, TAS, Australia",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_26881,Near IGA: Oatlands,"IGA: Oatlands, TAS, Australia",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5103,Oatlands Multi-Purpose Health Centre,"Church Street, Oatlands, TAS",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5110,King Island District Hospital and Health Centre,"King Island District Hospital and Health Centre, TAS, Australia",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5119,Flinders Island Multi Purpose Centre,"Flinders Island Multi Purpose Centre, TAS, Australia",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5125,Oatlands Multi Purpose Health Centre,"13, Church Street, Oatlands, TAS",TAS,Item 135,0,1,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5098,Rosebery Communitiy Hospital,"Rosebery Communitiy Hospital, TAS, Australia",TAS,Item 135,0,2,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5101,Dover Multi-Purpose Health Centre,"Dover Multi-Purpose Health Centre, TAS, Australia",TAS,Item 135,0,1,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5104,Scottsdale General Hospital,"2, Fosters Road, Scottsdale, TAS",TAS,Item 135,0,2,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5105,Ochre Medical Centre Scottsdale,"2, Fosters Road, Scottsdale, TAS",TAS,Item 135,0,2,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5106,North Eastern Soldiers Memorial Hospital,"28, Fosters Road, Scottsdale, TAS",TAS,Item 135,0,2,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5109,Deloraine District Hospital,"Deloraine District Hospital, TAS, Australia",TAS,Item 135,0,2,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5112,Campbell Town Health and Community Service,"Campbell Town Health and Community Service, TAS, Australia",TAS,Item 135,0,1,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5113,May Shaw Health and Aged Care for Living,"37, Wellington Street, Swansea, TAS",TAS,Item 135,0,1,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5116,St Marys Community Health Centre,"15-17, Gardiners Creek Road, St Marys, TAS",TAS,Item 135,0,1,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
hospital_5123,Huon Regional Care,"3278, Huon Highway, Franklin, TAS",TAS,Item 135,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
