name,latitude,longitude,openDate,closeDate,private,active,bpl_uuid,uuid,location_type_id
Ramsay Pharmacy North Bundaberg,-24.855470999999998,152.344131,644198400000,,0,1,h9fbI/zgEeyMOAYn5Vmh+A==,h9fbI/zgEeyMOAYn5Vmh+A==,
1/1-3 Old Eimeo Road Rural View Mackat Qld 4740,-21.060802,149.15947,644198400000,,0,1,I4xDrn2PEfCuUALpWEZeRw==,I4xDrn2PEfCuUALpWEZeRw==,
"1019-1021 howitt st, wendouree, vic 3355",-37.541534,143.83767699999999,644198400000,,0,1,I4xm9H2PEfCuUALpWEZeRw==,I4xm9H2PEfCuUALpWEZeRw==,
"123 Great Ocean Road, Apollo Bay VIC 3233",-38.756096,143.669083,644198400000,,0,1,I4x1FH2PEfCuUALpWEZeRw==,I4x1FH2PEfCuUALpWEZeRw==,
168 Pharmacy Warehouse,-38.098403999999995,145.284225,644198400000,,0,1,I4yAvH2PEfCuUALpWEZeRw==,I4yAvH2PEfCuUALpWEZeRw==,
"200 High St, Lower Templestowe 3107 VIC",-37.773586,145.115387,644198400000,,0,1,I4yMIX2PEfCuUALpWEZeRw==,I4yMIX2PEfCuUALpWEZeRw==,
23rd Avenue Chempro Pharmacy,-28.106026,153.464539,644198400000,,0,1,I4yYKH2PEfCuUALpWEZeRw==,I4yYKH2PEfCuUALpWEZeRw==,
3 Beaches Chemist,-32.068798,152.538208,644198400000,,0,1,I4yjJn2PEfCuUALpWEZeRw==,I4yjJn2PEfCuUALpWEZeRw==,
32 Gill Street,-20.076335999999998,146.25801099999998,644198400000,,0,1,I4ytwn2PEfCuUALpWEZeRw==,I4ytwn2PEfCuUALpWEZeRw==,
393 Pharmacy,-33.825396999999995,151.233871,644198400000,,0,1,I4y4iH2PEfCuUALpWEZeRw==,I4y4iH2PEfCuUALpWEZeRw==,
A.C.K. Pharmacy,-33.784988,151.17718499999998,644198400000,,0,1,I4zOP32PEfCuUALpWEZeRw==,I4zOP32PEfCuUALpWEZeRw==,
A1 Discount Chemist,-33.893948,151.114609,644198400000,,0,1,I4zY9H2PEfCuUALpWEZeRw==,I4zY9H2PEfCuUALpWEZeRw==,
Abbotsford Family Pharmacy,-33.855869,151.130753,644198400000,,0,1,I4zjq32PEfCuUALpWEZeRw==,I4zjq32PEfCuUALpWEZeRw==,
ABC Pharmacy Newcastle,-32.92762,151.768005,644198400000,,0,1,I4zuXH2PEfCuUALpWEZeRw==,I4zuXH2PEfCuUALpWEZeRw==,
Aberdeen Pharmacy,-32.162399,150.889893,644198400000,,0,1,I4z41n2PEfCuUALpWEZeRw==,I4z41n2PEfCuUALpWEZeRw==,
Abermain Pharmacy,-32.810756999999995,151.432739,644198400000,,0,1,I40DV32PEfCuUALpWEZeRw==,I40DV32PEfCuUALpWEZeRw==,
Acacia Pharmacy Bentley,-32.006107,115.90027599999999,644198400000,,0,1,I40Nv32PEfCuUALpWEZeRw==,I40Nv32PEfCuUALpWEZeRw==,
Ace Pharmacy Kedron,-27.408482,153.031982,644198400000,,0,1,I40YZX2PEfCuUALpWEZeRw==,I40YZX2PEfCuUALpWEZeRw==,
Acher Pharmacy,-37.788063,144.930283,644198400000,,0,1,I40jFn2PEfCuUALpWEZeRw==,I40jFn2PEfCuUALpWEZeRw==,
Acland Court Priceline Pharmacy,-37.869232,144.98053,644198400000,,0,1,I40ttn2PEfCuUALpWEZeRw==,I40ttn2PEfCuUALpWEZeRw==,
ACPHARM Compounding Pharmacy,-27.987858,153.36077899999998,644198400000,,0,1,I404OH2PEfCuUALpWEZeRw==,I404OH2PEfCuUALpWEZeRw==,
Acton Health Pharmacy - Chinchilla Store,-26.742907,150.62593099999998,644198400000,,0,1,I41CzX2PEfCuUALpWEZeRw==,I41CzX2PEfCuUALpWEZeRw==,
Acton Health Pharmacy - Miles Store,-26.658758,150.185791,644198400000,,0,1,I41Nen2PEfCuUALpWEZeRw==,I41Nen2PEfCuUALpWEZeRw==,
Ada and Flynn Pharmacy,-29.690400999999998,152.93425,644198400000,,0,1,I41YHH2PEfCuUALpWEZeRw==,I41YHH2PEfCuUALpWEZeRw==,
Adam's Chemist,-37.845371,144.65481599999998,644198400000,,0,1,I41ipn2PEfCuUALpWEZeRw==,I41ipn2PEfCuUALpWEZeRw==,
Adam's Pharmacy,-38.052876,145.116043,644198400000,,0,1,I41tVH2PEfCuUALpWEZeRw==,I41tVH2PEfCuUALpWEZeRw==,
Adelaide Clinic,-34.906582,138.613358,644198400000,,0,1,I413932PEfCuUALpWEZeRw==,I413932PEfCuUALpWEZeRw==,
Adelaide Discount Pharmacy,-34.931664,138.60185199999998,644198400000,,0,1,I42CcX2PEfCuUALpWEZeRw==,I42CcX2PEfCuUALpWEZeRw==,
Adelong Pharmacy,-35.307097999999996,148.060226,644198400000,,0,1,I42M1H2PEfCuUALpWEZeRw==,I42M1H2PEfCuUALpWEZeRw==,
Adore Compounding Pharmacy Rozelle,-33.863907,151.16983,644198400000,,0,1,I42XSn2PEfCuUALpWEZeRw==,I42XSn2PEfCuUALpWEZeRw==,
Advantage Darley Plaza Pharmacy,-37.659451,144.441498,644198400000,,0,1,I42hsn2PEfCuUALpWEZeRw==,I42hsn2PEfCuUALpWEZeRw==,
Advantage Mersey Pharmacy,-41.179249,146.369995,644198400000,,0,1,I42sGn2PEfCuUALpWEZeRw==,I42sGn2PEfCuUALpWEZeRw==,
Advantage Pharmacy - Elsternwick,-37.884518,145.003571,644198400000,,0,1,I422p32PEfCuUALpWEZeRw==,I422p32PEfCuUALpWEZeRw==,
Advantage Pharmacy Bairnsdale,-37.824539,147.630981,644198400000,,0,1,I43BbX2PEfCuUALpWEZeRw==,I43BbX2PEfCuUALpWEZeRw==,
Advantage Pharmacy Bedford,-31.906919,115.882492,644198400000,,0,1,I43ME32PEfCuUALpWEZeRw==,I43ME32PEfCuUALpWEZeRw==,
Advantage Pharmacy Camberwell,-37.828593999999995,145.05307,644198400000,,0,1,I43Wk32PEfCuUALpWEZeRw==,I43Wk32PEfCuUALpWEZeRw==,
Advantage Pharmacy Central Clinic,-38.155978999999995,145.94108599999998,644198400000,,0,1,I43hIn2PEfCuUALpWEZeRw==,I43hIn2PEfCuUALpWEZeRw==,
Advantage Pharmacy Chadstone,-37.874843999999996,145.091904,644198400000,,0,1,I43wMH2PEfCuUALpWEZeRw==,I43wMH2PEfCuUALpWEZeRw==,
Advantage Pharmacy Claremont,-31.98181,115.78141,644198400000,,0,1,I437qH2PEfCuUALpWEZeRw==,I437qH2PEfCuUALpWEZeRw==,
Advantage Pharmacy Florida Beach,-32.629883,115.631035,644198400000,,0,1,I44RD32PEfCuUALpWEZeRw==,I44RD32PEfCuUALpWEZeRw==,
Advantage Pharmacy Hawthorn,-37.814751,145.021698,644198400000,,0,1,I44bkH2PEfCuUALpWEZeRw==,I44bkH2PEfCuUALpWEZeRw==,
Advantage Pharmacy High Wycombe,-31.935063999999997,116.005234,644198400000,,0,1,I44mPH2PEfCuUALpWEZeRw==,I44mPH2PEfCuUALpWEZeRw==,
Advantage Pharmacy Iluka,-29.406271,153.349136,644198400000,,0,1,I44wyH2PEfCuUALpWEZeRw==,I44wyH2PEfCuUALpWEZeRw==,
Advantage Pharmacy Lakeside,-38.063750999999996,145.454849,644198400000,,0,1,I447aX2PEfCuUALpWEZeRw==,I447aX2PEfCuUALpWEZeRw==,
Advantage Pharmacy Maidstone,-37.780246999999996,144.884354,644198400000,,0,1,I45GAX2PEfCuUALpWEZeRw==,I45GAX2PEfCuUALpWEZeRw==,
Advantage Pharmacy Morwell,-38.236385,146.39768999999998,644198400000,,0,1,I45Qkn2PEfCuUALpWEZeRw==,I45Qkn2PEfCuUALpWEZeRw==,
Advantage Pharmacy South Rockhampton,-23.379967,150.505676,644198400000,,0,1,I45mwX2PEfCuUALpWEZeRw==,I45mwX2PEfCuUALpWEZeRw==,
Advantage Pharmacy Warradale,-34.997368,138.53045699999998,644198400000,,0,1,I45xqn2PEfCuUALpWEZeRw==,I45xqn2PEfCuUALpWEZeRw==,
Affinity Pharmacy,-31.953484999999997,115.86978099999999,644198400000,,0,1,I458i32PEfCuUALpWEZeRw==,I458i32PEfCuUALpWEZeRw==,
AFS Pharmacies - Wandal,-23.3689,150.497299,644198400000,,0,1,I46HwH2PEfCuUALpWEZeRw==,I46HwH2PEfCuUALpWEZeRw==,
AFS Pharmacies Rockhampton - Berserker,-23.363445,150.529541,644198400000,,0,1,I46S2H2PEfCuUALpWEZeRw==,I46S2H2PEfCuUALpWEZeRw==,
Afs Pharmacies Rockhampton - Frenchville,-23.347427,150.537537,644198400000,,0,1,I46dfX2PEfCuUALpWEZeRw==,I46dfX2PEfCuUALpWEZeRw==,
AFS Pharmacies Rockhampton - South Rockhampton,-23.378794,150.512833,644198400000,,0,1,I46oKn2PEfCuUALpWEZeRw==,I46oKn2PEfCuUALpWEZeRw==,
Agapy Pharmacy,-34.013901,151.094727,644198400000,,0,1,I46zOH2PEfCuUALpWEZeRw==,I46zOH2PEfCuUALpWEZeRw==,
Agnes Water Pharmacy,-24.213427,151.901825,644198400000,,0,1,I469x32PEfCuUALpWEZeRw==,I469x32PEfCuUALpWEZeRw==,
AHS Compounding Pharmacy,-37.708569,144.997559,644198400000,,0,1,I47IF32PEfCuUALpWEZeRw==,I47IF32PEfCuUALpWEZeRw==,
Aims Pharmacy,-37.698166,144.934753,644198400000,,0,1,I47UGn2PEfCuUALpWEZeRw==,I47UGn2PEfCuUALpWEZeRw==,
Airds Village Pharmacy,-34.084316,150.828629,644198400000,,0,1,I47e5n2PEfCuUALpWEZeRw==,I47e5n2PEfCuUALpWEZeRw==,
Aireys Inlet Pharmacy,-38.45919,144.107193,644198400000,,0,1,I47pk32PEfCuUALpWEZeRw==,I47pk32PEfCuUALpWEZeRw==,
Airport Amcal Express,-33.932826999999996,151.178528,644198400000,,0,1,I470Ln2PEfCuUALpWEZeRw==,I470Ln2PEfCuUALpWEZeRw==,
Airport Pharmacy Adelaide,-34.93821,138.53840599999998,644198400000,,0,1,I48JaX2PEfCuUALpWEZeRw==,I48JaX2PEfCuUALpWEZeRw==,
Airport T1 Amcal Pharmacy,-37.668137,144.849457,644198400000,,0,1,I48T4X2PEfCuUALpWEZeRw==,I48T4X2PEfCuUALpWEZeRw==,
Airport T4 Amcal Pharmacy,-37.672709999999995,144.848663,644198400000,,0,1,I48eeX2PEfCuUALpWEZeRw==,I48eeX2PEfCuUALpWEZeRw==,
Airport West Pharmacy,-37.714546,144.884232,644198400000,,0,1,I48pOX2PEfCuUALpWEZeRw==,I48pOX2PEfCuUALpWEZeRw==,
Aitkenvale Medical Centre Pharmacy,-19.297128999999998,146.765945,644198400000,,0,1,I48z7n2PEfCuUALpWEZeRw==,I48z7n2PEfCuUALpWEZeRw==,
Alan Lo Chemist,-33.907475,151.102386,644198400000,,0,1,I48+hH2PEfCuUALpWEZeRw==,I48+hH2PEfCuUALpWEZeRw==,
Albany Community Pharmacy 777,-35.008911,117.872513,644198400000,,0,1,I49JA32PEfCuUALpWEZeRw==,I49JA32PEfCuUALpWEZeRw==,
Albany Creek Day & Night Chemist,-27.346152999999997,152.96785,644198400000,,0,1,I49Tln2PEfCuUALpWEZeRw==,I49Tln2PEfCuUALpWEZeRw==,
Albany Creek Discount Chemist,-27.346705999999998,152.97697399999998,644198400000,,0,1,I49eEX2PEfCuUALpWEZeRw==,I49eEX2PEfCuUALpWEZeRw==,
Albany Dog Rock Chemist,-35.019259999999996,117.88495599999999,644198400000,,0,1,I49ok32PEfCuUALpWEZeRw==,I49ok32PEfCuUALpWEZeRw==,
Albany Health Campus (Albany Hospital),-35.003014,117.903488,644198400000,,0,1,I49y8H2PEfCuUALpWEZeRw==,I49y8H2PEfCuUALpWEZeRw==,
Albany Hills Pharmacy,-27.361300999999997,152.971283,644198400000,,0,1,I49/fH2PEfCuUALpWEZeRw==,I49/fH2PEfCuUALpWEZeRw==,
Albany Plaza Discount Drug Store,-35.019225999999996,117.882668,644198400000,,0,1,I4+Knn2PEfCuUALpWEZeRw==,I4+Knn2PEfCuUALpWEZeRw==,
Albion Park Pharmacy 777,-34.571194,150.77311699999998,644198400000,,0,1,I4+VLH2PEfCuUALpWEZeRw==,I4+VLH2PEfCuUALpWEZeRw==,
Albion Pharmacy,-37.758865,144.944962,644198400000,,0,1,I4+f9n2PEfCuUALpWEZeRw==,I4+f9n2PEfCuUALpWEZeRw==,
Albion Scriptrite Day & Night Pharmacy,-27.429769999999998,153.041916,644198400000,,0,1,I4+qin2PEfCuUALpWEZeRw==,I4+qin2PEfCuUALpWEZeRw==,
Albury City Pharmacy,-36.080189,146.91925,644198400000,,0,1,I4+08H2PEfCuUALpWEZeRw==,I4+08H2PEfCuUALpWEZeRw==,
Alderley Plaza Chemist,-27.425044999999997,153.00045799999998,644198400000,,0,1,I4+/qX2PEfCuUALpWEZeRw==,I4+/qX2PEfCuUALpWEZeRw==,
Alderson's Pharmacist Advice,-33.952079999999995,151.138123,644198400000,,0,1,I4/KYn2PEfCuUALpWEZeRw==,I4/KYn2PEfCuUALpWEZeRw==,
Aldgate Pharmacy,-35.015488,138.73573299999998,644198400000,,0,1,I4/VAn2PEfCuUALpWEZeRw==,I4/VAn2PEfCuUALpWEZeRw==,
Alexandra Community Pharmacy,-37.192893999999995,145.71035799999999,644198400000,,0,1,I4/flH2PEfCuUALpWEZeRw==,I4/flH2PEfCuUALpWEZeRw==,
Alexandra Hills Discount Drug Store,-27.523609,153.221664,644198400000,,0,1,I4/qGn2PEfCuUALpWEZeRw==,I4/qGn2PEfCuUALpWEZeRw==,
Alfords Point Pharmacy,-33.993342999999996,151.024399,644198400000,,0,1,I4/0mn2PEfCuUALpWEZeRw==,I4/0mn2PEfCuUALpWEZeRw==,
Alfred Health - The Alfred Hospital,-37.845749,144.981903,644198400000,,0,1,I4//UH2PEfCuUALpWEZeRw==,I4//UH2PEfCuUALpWEZeRw==,
Alfrieda Street Pharmacy,-37.74308,144.800964,644198400000,,0,1,I5AJzX2PEfCuUALpWEZeRw==,I5AJzX2PEfCuUALpWEZeRw==,
Algester Pharmacy,-27.605652,153.04307599999999,644198400000,,0,1,I5AUU32PEfCuUALpWEZeRw==,I5AUU32PEfCuUALpWEZeRw==,
Alice Springs Pharmacy,-23.699524,133.880768,644198400000,,0,1,I5AfGn2PEfCuUALpWEZeRw==,I5AfGn2PEfCuUALpWEZeRw==,
Alimonakis Pharmacy,-37.898903,145.08992,644198400000,,0,1,I5ApqH2PEfCuUALpWEZeRw==,I5ApqH2PEfCuUALpWEZeRw==,
Alive Pharmacy DFO,-16.933411,145.753265,644198400000,,0,1,I5A0L32PEfCuUALpWEZeRw==,I5A0L32PEfCuUALpWEZeRw==,
Alive Pharmacy Edmonton,-17.019634,145.74354599999998,644198400000,,0,1,I5A+vX2PEfCuUALpWEZeRw==,I5A+vX2PEfCuUALpWEZeRw==,
Alive Pharmacy Warehouse Innisfail,-17.525271999999998,146.01387,644198400000,,0,1,I5BJTH2PEfCuUALpWEZeRw==,I5BJTH2PEfCuUALpWEZeRw==,
Alive Pharmacy Warehouse Mount Sheridan,-16.989916,145.740311,644198400000,,0,1,I5BTtX2PEfCuUALpWEZeRw==,I5BTtX2PEfCuUALpWEZeRw==,
Alive Pharmacy Warehouse Smithfield Doctors,-16.838282,145.694077,644198400000,,0,1,I5BeFn2PEfCuUALpWEZeRw==,I5BeFn2PEfCuUALpWEZeRw==,
Alive Pharmacy Warehouse Westcourt,-16.935949,145.751251,644198400000,,0,1,I5BotH2PEfCuUALpWEZeRw==,I5BotH2PEfCuUALpWEZeRw==,
Alive Pharmacy Warehouse Willows,-19.315310999999998,146.725357,644198400000,,0,1,I5BzJ32PEfCuUALpWEZeRw==,I5BzJ32PEfCuUALpWEZeRw==,
Alkimos Beach Pharmacy,-31.622835,115.676964,644198400000,,0,1,I5B9fX2PEfCuUALpWEZeRw==,I5B9fX2PEfCuUALpWEZeRw==,
Allambie Compounding Pharmacy,-33.765785,151.250656,644198400000,,0,1,I5CH+H2PEfCuUALpWEZeRw==,I5CH+H2PEfCuUALpWEZeRw==,
Allambie Neighbourhood Pharmacy,-33.775501,151.262939,644198400000,,0,1,I5CSTn2PEfCuUALpWEZeRw==,I5CSTn2PEfCuUALpWEZeRw==,
Allan Lee Pharmacy,-33.763981,150.94731099999998,644198400000,,0,1,I5Cc0X2PEfCuUALpWEZeRw==,I5Cc0X2PEfCuUALpWEZeRw==,
Allawah Pharmacy,-33.970192,151.115433,644198400000,,0,1,I5CnRX2PEfCuUALpWEZeRw==,I5CnRX2PEfCuUALpWEZeRw==,
Allcare Pharmacy,-33.936043,150.84373499999998,644198400000,,0,1,I5Cx3n2PEfCuUALpWEZeRw==,I5Cx3n2PEfCuUALpWEZeRw==,
Allcare Pharmacy Carlton,-37.797874,144.968414,644198400000,,0,1,I5C8UH2PEfCuUALpWEZeRw==,I5C8UH2PEfCuUALpWEZeRw==,
Allens Pharmacy 66-68 Marshall Street Goondiwindi QLD 4390,-28.54702,150.305542,644198400000,,0,1,I5DHLX2PEfCuUALpWEZeRw==,I5DHLX2PEfCuUALpWEZeRw==,
Allenstown Plaza Discount Pharmacy,-23.389473,150.502914,644198400000,,0,1,I5DSPn2PEfCuUALpWEZeRw==,I5DSPn2PEfCuUALpWEZeRw==,
Allora Pharmacy,-28.035109,151.98272699999998,644198400000,,0,1,I5Dc/H2PEfCuUALpWEZeRw==,I5Dc/H2PEfCuUALpWEZeRw==,
Alpha & Jericho Pharmacy,-23.648744999999998,146.640762,644198400000,,0,1,I5Dnl32PEfCuUALpWEZeRw==,I5Dnl32PEfCuUALpWEZeRw==,
Alpha Hospital and Multipurpose Health Service - Pharmacy,-23.649165999999997,146.633133,644198400000,,0,1,I5DyFH2PEfCuUALpWEZeRw==,I5DyFH2PEfCuUALpWEZeRw==,
Alpha Pharmacy,-33.85178,151.033539,644198400000,,0,1,I5D+qH2PEfCuUALpWEZeRw==,I5D+qH2PEfCuUALpWEZeRw==,
Amal's Discount Chemist,-33.807381,151.08754,644198400000,,0,1,I5EJx32PEfCuUALpWEZeRw==,I5EJx32PEfCuUALpWEZeRw==,
Amamoor Kandanga Pharmacy,-26.344428999999998,152.67396499999998,644198400000,,0,1,I5EUkH2PEfCuUALpWEZeRw==,I5EUkH2PEfCuUALpWEZeRw==,
Amaroo Medical Pharmacy,-16.995525,145.44113199999998,644198400000,,0,1,I5Efq32PEfCuUALpWEZeRw==,I5Efq32PEfCuUALpWEZeRw==,
Amaroo Pharmacy,-29.484651999999997,149.838425,644198400000,,0,1,I5Eqc32PEfCuUALpWEZeRw==,I5Eqc32PEfCuUALpWEZeRw==,
Ambassadors Pharmacy,-34.239574,116.148651,644198400000,,0,1,I5E1AH2PEfCuUALpWEZeRw==,I5E1AH2PEfCuUALpWEZeRw==,
Amberly Park Pharmacy,-38.051601,145.28772,644198400000,,0,1,I5E/132PEfCuUALpWEZeRw==,I5E/132PEfCuUALpWEZeRw==,
Amcal Bayswater Drive-In Pharmacy,-31.924818,115.91349799999999,644198400000,,0,1,I5FKcH2PEfCuUALpWEZeRw==,I5FKcH2PEfCuUALpWEZeRw==,
Amcal Cannington,-32.021034,115.93933899999999,644198400000,,0,1,I5FVBH2PEfCuUALpWEZeRw==,I5FVBH2PEfCuUALpWEZeRw==,
Amcal Chemist - Beldon,-31.776577,115.75580599999999,644198400000,,0,1,I5FfjH2PEfCuUALpWEZeRw==,I5FfjH2PEfCuUALpWEZeRw==,
Amcal Chemist - Narrogin,-32.934605,117.178238,644198400000,,0,1,I5FqE32PEfCuUALpWEZeRw==,I5FqE32PEfCuUALpWEZeRw==,
Amcal Chemist Carnarvon,-24.882396999999997,113.65767699999999,644198400000,,0,1,I5F0nX2PEfCuUALpWEZeRw==,I5F0nX2PEfCuUALpWEZeRw==,
Amcal Express - Bowral,-34.483871,150.413132,644198400000,,0,1,I5GAZn2PEfCuUALpWEZeRw==,I5GAZn2PEfCuUALpWEZeRw==,
Amcal Express Burswood,-31.959936,115.90205399999999,644198400000,,0,1,I5GLFX2PEfCuUALpWEZeRw==,I5GLFX2PEfCuUALpWEZeRw==,
Amcal Express Toormina,-30.353523,153.09051499999998,644198400000,,0,1,I5GVb32PEfCuUALpWEZeRw==,I5GVb32PEfCuUALpWEZeRw==,
Amcal Findlay & Weymouth Pharmacy Sale,-38.107498,147.06527699999998,644198400000,,0,1,I5Gf4H2PEfCuUALpWEZeRw==,I5Gf4H2PEfCuUALpWEZeRw==,
Amcal Golden Grove,-34.791798,138.69508399999998,644198400000,,0,1,I5GqSH2PEfCuUALpWEZeRw==,I5GqSH2PEfCuUALpWEZeRw==,
Amcal High st day and night pharmacy,-33.795639,151.200592,644198400000,,0,1,I5G0pH2PEfCuUALpWEZeRw==,I5G0pH2PEfCuUALpWEZeRw==,
Amcal International Pharmacy T2 Melbourne Airport,-37.671966999999995,144.850693,644198400000,,0,1,I5G/FX2PEfCuUALpWEZeRw==,I5G/FX2PEfCuUALpWEZeRw==,
Amcal Kings Cross,-33.875251999999996,151.22247299999998,644198400000,,0,1,I5HKAX2PEfCuUALpWEZeRw==,I5HKAX2PEfCuUALpWEZeRw==,
Amcal Maroochydore,-26.655514,153.09103399999998,644198400000,,0,1,I5HUXn2PEfCuUALpWEZeRw==,I5HUXn2PEfCuUALpWEZeRw==,
AMCAL MAX - EMU PLAINS,-33.753094,150.659378,644198400000,,0,1,I5Hern2PEfCuUALpWEZeRw==,I5Hern2PEfCuUALpWEZeRw==,
Amcal Max - Queanbeyan,-35.349743,149.232544,644198400000,,0,1,I5HpvH2PEfCuUALpWEZeRw==,I5HpvH2PEfCuUALpWEZeRw==,
Amcal Max - Shearwater,-41.161708999999995,146.532227,644198400000,,0,1,I5H0VX2PEfCuUALpWEZeRw==,I5H0VX2PEfCuUALpWEZeRw==,
Amcal Max Albany,-35.022289,117.883682,644198400000,,0,1,I5H+6n2PEfCuUALpWEZeRw==,I5H+6n2PEfCuUALpWEZeRw==,
Amcal Max Devonport,-41.176918,146.356323,644198400000,,0,1,I5IJnn2PEfCuUALpWEZeRw==,I5IJnn2PEfCuUALpWEZeRw==,
Amcal Max Pharmacy - Kempsey,-31.081025999999998,152.841995,644198400000,,0,1,I5IUNH2PEfCuUALpWEZeRw==,I5IUNH2PEfCuUALpWEZeRw==,
Amcal Murray Bridge,-35.122551,139.273987,644198400000,,0,1,I5IpK32PEfCuUALpWEZeRw==,I5IpK32PEfCuUALpWEZeRw==,
Amcal North Balwyn Pharmacy,-37.792556999999995,145.071533,644198400000,,0,1,I5Izg32PEfCuUALpWEZeRw==,I5Izg32PEfCuUALpWEZeRw==,
Amcal Pharmacy - Clyde North,-38.103584,145.324905,644198400000,,0,1,I5I+EH2PEfCuUALpWEZeRw==,I5I+EH2PEfCuUALpWEZeRw==,
Amcal Pharmacy - Humpty Doo,-12.574482,131.101349,644198400000,,0,1,I5JId32PEfCuUALpWEZeRw==,I5JId32PEfCuUALpWEZeRw==,
Amcal Pharmacy - Inglewood,-31.916715999999997,115.890823,644198400000,,0,1,I5JS432PEfCuUALpWEZeRw==,I5JS432PEfCuUALpWEZeRw==,
Amcal Pharmacy - Mount Isa,-20.726767,139.490234,644198400000,,0,1,I5Jd632PEfCuUALpWEZeRw==,I5Jd632PEfCuUALpWEZeRw==,
Amcal Pharmacy - Mundaring,-31.900806,116.165962,644198400000,,0,1,I5JoSn2PEfCuUALpWEZeRw==,I5JoSn2PEfCuUALpWEZeRw==,
Amcal Pharmacy - Prahran,-37.851653999999996,144.993149,644198400000,,0,1,I5JytH2PEfCuUALpWEZeRw==,I5JytH2PEfCuUALpWEZeRw==,
Amcal Pharmacy - Tooronga,-37.845985,145.046036,644198400000,,0,1,I5J9IX2PEfCuUALpWEZeRw==,I5J9IX2PEfCuUALpWEZeRw==,
Amcal Pharmacy - West Hobart,-42.879379,147.31137099999998,644198400000,,0,1,I5KJlX2PEfCuUALpWEZeRw==,I5KJlX2PEfCuUALpWEZeRw==,
Amcal Pharmacy - Whittlesea,-37.511963,145.11785899999998,644198400000,,0,1,I5KUm32PEfCuUALpWEZeRw==,I5KUm32PEfCuUALpWEZeRw==,
Amcal Pharmacy Belconnen,-35.237389,149.06523099999998,644198400000,,0,1,I5KfD32PEfCuUALpWEZeRw==,I5KfD32PEfCuUALpWEZeRw==,
Amcal Pharmacy Belmont City,-31.963327,115.93766799999999,644198400000,,0,1,I5KqFX2PEfCuUALpWEZeRw==,I5KqFX2PEfCuUALpWEZeRw==,
Amcal Pharmacy Bray Park,-27.288318999999998,152.976898,644198400000,,0,1,I5K0jH2PEfCuUALpWEZeRw==,I5K0jH2PEfCuUALpWEZeRw==,
Amcal Pharmacy Chermside,-27.381985,153.029419,644198400000,,0,1,I5LHhn2PEfCuUALpWEZeRw==,I5LHhn2PEfCuUALpWEZeRw==,
Amcal Pharmacy Cooroy,-26.417586999999997,152.91125499999998,644198400000,,0,1,I5LSX32PEfCuUALpWEZeRw==,I5LSX32PEfCuUALpWEZeRw==,
Amcal Pharmacy Howrah - Wentworth,-42.876106,147.38902299999998,644198400000,,0,1,I5Lc932PEfCuUALpWEZeRw==,I5Lc932PEfCuUALpWEZeRw==,
Amcal Pharmacy Kedron,-27.411198,153.03312699999998,644198400000,,0,1,I5LndX2PEfCuUALpWEZeRw==,I5LndX2PEfCuUALpWEZeRw==,
Amcal Pharmacy Kenmore,-27.506314999999997,152.938614,644198400000,,0,1,I5Lx2H2PEfCuUALpWEZeRw==,I5Lx2H2PEfCuUALpWEZeRw==,
Amcal Pharmacy Macquarie Centre,-33.778774,151.120667,644198400000,,0,1,I5L8NX2PEfCuUALpWEZeRw==,I5L8NX2PEfCuUALpWEZeRw==,
Amcal Pharmacy Newington,-33.833732999999995,151.05664099999998,644198400000,,0,1,I5MGgH2PEfCuUALpWEZeRw==,I5MGgH2PEfCuUALpWEZeRw==,
Amcal Pharmacy North Nowra,-34.85791,150.582886,644198400000,,0,1,I5MQ132PEfCuUALpWEZeRw==,I5MQ132PEfCuUALpWEZeRw==,
Amcal Pharmacy Numurkah - Louis Hamon,-36.091350999999996,145.44207799999998,644198400000,,0,1,I5MbHX2PEfCuUALpWEZeRw==,I5MbHX2PEfCuUALpWEZeRw==,
Amcal Pharmacy Ormeau,-27.784197,153.26080299999998,644198400000,,0,1,I5MllH2PEfCuUALpWEZeRw==,I5MllH2PEfCuUALpWEZeRw==,
Amcal Pharmacy Potts Point,-33.870543999999995,151.22512799999998,644198400000,,0,1,I5Mwan2PEfCuUALpWEZeRw==,I5Mwan2PEfCuUALpWEZeRw==,
Amcal Pharmacy Preston,-37.737988,145.002762,644198400000,,0,1,I5M68n2PEfCuUALpWEZeRw==,I5M68n2PEfCuUALpWEZeRw==,
Amcal Pharmacy Regents Park,-27.666203,153.03511,644198400000,,0,1,I5NF+n2PEfCuUALpWEZeRw==,I5NF+n2PEfCuUALpWEZeRw==,
Amcal Pharmacy Southland,-37.958324,145.055511,644198400000,,0,1,I5NQjX2PEfCuUALpWEZeRw==,I5NQjX2PEfCuUALpWEZeRw==,
Amcal Pharmacy Stanthorpe,-28.656952,151.933685,644198400000,,0,1,I5Na132PEfCuUALpWEZeRw==,I5Na132PEfCuUALpWEZeRw==,
Amcal Pharmacy Stradbroke Island,-27.500397,153.40379299999998,644198400000,,0,1,I5NmP32PEfCuUALpWEZeRw==,I5NmP32PEfCuUALpWEZeRw==,
Amcal Plus - Coffs Harbour,-30.316139,153.09283399999998,644198400000,,0,1,I5NxcX2PEfCuUALpWEZeRw==,I5NxcX2PEfCuUALpWEZeRw==,
Amcal Plus - Tuart Hill,-31.90119,115.84220099999999,644198400000,,0,1,I5N8LX2PEfCuUALpWEZeRw==,I5N8LX2PEfCuUALpWEZeRw==,
